Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R3290,ODESA,NHAVA SHEVA,UKRAINE,INDIA,0,TEKIRDAG (ASYAPORT),0,50,15584,Panamax Ship,1098,121,38
R3291,ODESA,COLOMBO,UKRAINE,SRI LANKA,0,TEKIRDAG (ASYAPORT),0,54,16481,Bulk carrier,2274,121,20
R3292,ODESA,TUTICORIN,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,56,16621,Tank,3317,124,14
R3293,ODESA,HALDIA,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,61,17645,Barge,2912,145,18
R3294,ODESA,CHATTOGRAM,UKRAINE,BANGLADESH,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17787,Dredgers,2336,135,23
R3295,ODESA,VISAKHAPATNAM,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,57,17358,Tugs,1582,115,27
R3296,ODESA,HAZIRA PORT/SURAT,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,44,14616,Corvette,800,142,66
R3297,ODESA,KAKINADA,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,58,17362,Reefer Vessel,2260,142,23
R3298,ORAN,KARACHI-MUHAMMAD BIN QASIM,ALGERIA,PAKISTAN,0,"VALENCIA,ABU DHABI",0,42,12225,Frigate,1324,124,36
R3299,BEJAIA,KARACHI-MUHAMMAD BIN QASIM,ALGERIA,PAKISTAN,0,"BARCELONA,ABU DHABI",0,43,11656,Offshore Ships,1933,135,27
R3300,ANNABA,KARACHI-MUHAMMAD BIN QASIM,ALGERIA,PAKISTAN,0,"BARCELONA,ABU DHABI",0,45,11725,Panamax Ship,872,117,47
R3301,SKIKDA,KARACHI-MUHAMMAD BIN QASIM,ALGERIA,PAKISTAN,0,"BARCELONA,ABU DHABI",0,49,11693,Bulk carrier,2227,132,23
R3302,SANTA CRUZ DE TENERIFE,KARACHI-MUHAMMAD BIN QASIM,SPAIN,PAKISTAN,0,"VALENCIA,ABU DHABI",0,46,13108,Tank,3115,148,18
R3303,TUNIS,KARACHI-MUHAMMAD BIN QASIM,TUNISIA,PAKISTAN,0,"GIOIA TAURO,ABU DHABI",0,49,12717,Tank,2394,119,18
R3304,MARSAXLOKK,KARACHI-MUHAMMAD BIN QASIM,MALTA,PAKISTAN,0,"GIOIA TAURO,ABU DHABI",0,55,12612,Barge,2669,130,18
R3305,SALERNO,MALE,ITALY,MALDIVES,0,"GIOIA TAURO,COLOMBO",0,57,15698,Dredgers,3266,115,13
R3306,MERSIN,MUNDRA,TURKIYE,INDIA,0,,0,47,15507,Tugs,2659,136,19
R3307,MERSIN,NHAVA SHEVA,TURKIYE,INDIA,0,,0,50,15911,Corvette,1419,114,30
R3308,ISKENDERUN,MUNDRA,TURKIYE,INDIA,0,,0,48,15591,Reefer Vessel,2958,129,16
R3309,MERSIN,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,ABU DHABI,0,44,4593,Frigate,2039,118,22
R3310,ISKENDERUN,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,ABU DHABI,0,45,13770,Offshore Ships,3260,131,15
R3311,MARSAXLOKK,HAZIRA PORT/SURAT,MALTA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,39,13079,Panamax Ship,3239,142,16
R3312,KOLKATA,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,64,16358,Bulk carrier,3393,141,15
R3313,COCHIN,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,60,15518,Tank,3216,96,11
R3314,NEW MANGALORE,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,VALENCIA,RODMAN",0,62,15716,Barge,1636,110,25
R3315,CIVITAVECCHIA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"BARCELONA,ABU DHABI",0,47,12794,Dredgers,1948,139,28
R3316,POTI,BLUFF,GEORGIA,NEW ZEALAND,0,"TEKIRDAG (ASYAPORT),GIOIA TAURO,SINGAPORE",0,71,18654,Tugs,502,128,93
R3317,POTI,NAPIER,GEORGIA,NEW ZEALAND,0,"TEKIRDAG (ASYAPORT),GIOIA TAURO,SINGAPORE",0,74,19266,Corvette,3263,129,14
R3318,POTI,TAURANGA,GEORGIA,NEW ZEALAND,0,"TEKIRDAG (ASYAPORT),GIOIA TAURO,SINGAPORE",0,76,19546,Reefer Vessel,1770,127,25
R3319,ANTALYA,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,46,14766,Frigate,3454,125,13
R3320,POTI,HAZIRA PORT/SURAT,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,46,14853,Offshore Ships,1139,114,36
R3321,SAMSUN,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,49,14649,Panamax Ship,3156,148,18
R3322,BATUMI,HAZIRA PORT/SURAT,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,48,14860,Bulk carrier,3224,118,13
R3323,TRABZON,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,48,14850,Tank,1034,138,52
R3324,GIRESUN,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,49,14723,Tank,2827,136,18
R3325,YARIMCA,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,ABU DHABI,0,39,14115,Barge,2165,120,21
R3326,YARIMCA,HALDIA,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,63,16009,Dredgers,833,120,55
R3327,YARIMCA,TUTICORIN,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,58,14985,Tugs,655,120,72
R3328,YARIMCA,COLOMBO,TURKIYE,SRI LANKA,0,ABU DHABI,0,53,14845,Corvette,698,123,67
R3329,ENNORE,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,BUSAN",0,51,14440,Reefer Vessel,2363,120,19
R3330,LA SPEZIA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"BARCELONA,ABU DHABI",0,42,12195,Frigate,2654,131,19
R3331,GENOA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"BARCELONA,ABU DHABI",0,43,12167,Offshore Ships,1444,120,31
R3332,FOS-SUR-MER,HAZIRA PORT/SURAT,FRANCE,INDIA,0,"BARCELONA,ABU DHABI",0,38,11997,Panamax Ship,2145,113,20
R3333,ASHDOD,BUENAVENTURA,ISRAEL,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,49,7737,Bulk carrier,2208,136,22
R3334,HAIFA,BUENAVENTURA,ISRAEL,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,48,7732,Tank,1788,121,26
R3335,ALEXANDRIA EL DEKHEILA,BUENAVENTURA,EGYPT,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,41,7534,Naval ship,1860,126,24
R3336,PORT SAID WEST,BUENAVENTURA,EGYPT,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,47,7649,Livestock carrier,841,131,57
R3337,PORT SAID WEST,LIRQUEN,EGYPT,CHILE,0,"GIOIA TAURO,RODMAN",0,59,10307,Barge,1431,131,35
R3338,ALEXANDRIA EL DEKHEILA,TUTICORIN,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,55,16127,Dredgers,1825,153,31
R3339,ALEXANDRIA EL DEKHEILA,MUNDRA,EGYPT,INDIA,0,GIOIA TAURO,0,46,12251,Tugs,654,126,71
R3340,ALEXANDRIA EL DEKHEILA,CHATTOGRAM,EGYPT,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,59,17293,Corvette,1979,136,26
R3341,ALEXANDRIA EL DEKHEILA,HALDIA,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,17151,Reefer Vessel,1070,123,41
R3342,ALEXANDRIA EL DEKHEILA,VISAKHAPATNAM,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,56,16864,Frigate,2980,128,16
R3343,ALEXANDRIA EL DEKHEILA,HAZIRA PORT/SURAT,EGYPT,INDIA,0,"GIOIA TAURO,ABU DHABI",0,43,13742,Offshore Ships,902,123,51
R3344,ALEXANDRIA EL DEKHEILA,NHAVA SHEVA,EGYPT,INDIA,0,GIOIA TAURO,0,49,15090,Panamax Ship,3452,132,15
R3345,ALEXANDRIA EL DEKHEILA,KAKINADA,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,57,16868,Bulk carrier,3179,111,13
R3346,ALEXANDRIA EL DEKHEILA,COLOMBO,EGYPT,SRI LANKA,0,GIOIA TAURO,0,53,15987,Tank,810,132,61
R3347,HAIFA,NHAVA SHEVA,ISRAEL,INDIA,0,GIOIA TAURO,0,56,15288,Tank,3240,127,15
R3348,HAIFA,HAZIRA PORT/SURAT,ISRAEL,INDIA,0,"GIOIA TAURO,ABU DHABI",0,50,13940,Barge,1552,123,30
R3349,GEBZE,COLOMBO,TURKIYE,SRI LANKA,0,TEKIRDAG (ASYAPORT),0,53,16148,Dredgers,1246,151,42
R3350,GEBZE,MUNDRA,TURKIYE,INDIA,0,TEKIRDAG (ASYAPORT),0,46,14847,Tugs,840,104,46
R3351,GEBZE,HALDIA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17312,Corvette,1600,111,27
R3352,GEBZE,TUTICORIN,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,55,16288,Reefer Vessel,2099,117,21
R3353,GEBZE,CHATTOGRAM,TURKIYE,BANGLADESH,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,59,17454,Frigate,2337,140,23
R3354,GEBZE,VISAKHAPATNAM,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,56,17025,Offshore Ships,2918,133,17
R3355,GEBZE,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,43,14283,Panamax Ship,1966,114,21
R3356,GEBZE,NHAVA SHEVA,TURKIYE,INDIA,0,TEKIRDAG (ASYAPORT),0,49,15251,Bulk carrier,3287,116,13
R3357,GEBZE,KAKINADA,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,57,17029,Tank,2022,137,24
R3358,LATTAKIA,HAZIRA PORT/SURAT,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,50,15059,Barge,2741,141,18
R3359,TARTUS,HAZIRA PORT/SURAT,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,51,15119,Dredgers,1428,143,37
R3360,IZMIR,HAZIRA PORT/SURAT,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,46,14420,Tugs,2245,133,21
R3361,MERSIN,BELL BAY,TURKIYE,AUSTRALIA,0,"VALENCIA,SYDNEY",0,65,16702,Corvette,3193,122,14
R3362,MERSIN,BRISBANE,TURKIYE,AUSTRALIA,0,"VALENCIA,SYDNEY",0,64,16700,Reefer Vessel,674,144,81
R3363,MERSIN,ADELAIDE,TURKIYE,AUSTRALIA,0,VALENCIA,0,65,17205,Frigate,1532,128,33
R3364,MERSIN,FREMANTLE,TURKIYE,AUSTRALIA,0,VALENCIA,0,71,18566,Offshore Ships,1709,118,25
R3365,MERSIN,MELBOURNE,TURKIYE,AUSTRALIA,0,VALENCIA,0,61,16744,Panamax Ship,1172,136,43
R3366,MERSIN,SYDNEY,TURKIYE,AUSTRALIA,0,VALENCIA,0,57,16215,Bulk carrier,1987,111,22
R3367,MERSIN,SUVA,TURKIYE,FIJI,0,"VALENCIA,SYDNEY",0,70,18196,Tank,1702,113,24
R3368,MERSIN,LAUTOKA,TURKIYE,FIJI,0,"VALENCIA,SYDNEY",0,71,18288,Tank,861,140,62
R3369,MERSIN,TAURANGA,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,79,17571,Barge,1004,119,42
R3370,MERSIN,NAPIER,TURKIYE,NEW ZEALAND,0,"VALENCIA,ADELAIDE",0,75,19441,Dredgers,3257,111,13
R3371,MERSIN,BLUFF,TURKIYE,NEW ZEALAND,0,"VALENCIA,ADELAIDE",0,72,18829,Tugs,941,123,47
R3372,MERSIN,PAPEETE,TURKIYE,FRENCH POLYNESIA,0,"VALENCIA,SYDNEY",0,84,20606,Corvette,980,135,50
R3373,ISKENDERUN,BELL BAY,TURKIYE,AUSTRALIA,0,"VALENCIA,SYDNEY",0,66,16755,Reefer Vessel,2763,123,16
R3374,ISKENDERUN,MELBOURNE,TURKIYE,AUSTRALIA,0,VALENCIA,0,62,16797,Frigate,1700,123,26
R3375,ISKENDERUN,ADELAIDE,TURKIYE,AUSTRALIA,0,VALENCIA,0,66,17258,Offshore Ships,2396,127,20
R3376,ISKENDERUN,BRISBANE,TURKIYE,AUSTRALIA,0,"VALENCIA,SYDNEY",0,65,16753,Panamax Ship,3018,135,18
R3377,ISKENDERUN,FREMANTLE,TURKIYE,AUSTRALIA,0,VALENCIA,0,72,18619,Bulk carrier,1520,129,32
R3378,ISKENDERUN,SYDNEY,TURKIYE,AUSTRALIA,0,VALENCIA,0,58,16268,Offshore Ships,2886,110,14
R3379,ISKENDERUN,SUVA,TURKIYE,FIJI,0,"VALENCIA,SYDNEY",0,71,18249,Heavy Lift Ships,3056,113,12
R3380,ISKENDERUN,LAUTOKA,TURKIYE,FIJI,0,"VALENCIA,SYDNEY",0,72,18341,Panamax Ship,2100,116,20
R3381,ISKENDERUN,TAURANGA,TURKIYE,NEW ZEALAND,0,"VALENCIA,SYDNEY",0,80,17624,Tanker,3360,143,15
R3382,ISKENDERUN,NAPIER,TURKIYE,NEW ZEALAND,0,"VALENCIA,ADELAIDE",0,76,19494,Canoe,1079,144,49
R3383,ISKENDERUN,BLUFF,TURKIYE,NEW ZEALAND,0,"VALENCIA,ADELAIDE",0,73,18882,Hovercraft,2105,129,22
R3384,ISKENDERUN,PAPEETE,TURKIYE,FRENCH POLYNESIA,0,"VALENCIA,SYDNEY",0,85,20659,Submarine,3417,127,13
R3385,LEGHORN,LIRQUEN,ITALY,CHILE,0,"VALENCIA,RODMAN",0,43,8444,Yacht,2620,122,17
R3386,GENOA,LIRQUEN,ITALY,CHILE,0,"VALENCIA,RODMAN",0,40,8428,Sailboat,1133,122,40
R3387,KOLKATA,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,64,16888,Gas carrier,632,97,59
R3388,KOLKATA,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,64,16000,High-speed craft,2955,134,16
R3389,COCHIN,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,48,13801,Livestock carrier,2303,112,18
R3390,COCHIN,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,60,16048,Project cargo ship,3445,138,15
R3391,COCHIN,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14888,Barge,3386,131,15
R3392,COCHIN,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,50,14182,Dredgers,564,131,84
R3393,COCHIN,SANTOS,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15142,Tugs,1111,138,48
R3394,COCHIN,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,55,15292,Corvette,2625,143,21
R3395,COCHIN,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15336,Reefer Vessel,1598,124,30
R3396,NEW MANGALORE,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,50,13999,Frigate,1537,111,25
R3397,NEW MANGALORE,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,VALENCIA",0,62,16246,Offshore Ships,2901,118,15
R3398,NEW MANGALORE,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15086,Panamax Ship,1886,120,23
R3399,NEW MANGALORE,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14380,Bulk carrier,1396,124,33
R3400,NEW MANGALORE,SANTOS,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,56,15340,Tank,3181,118,13
R3401,NEW MANGALORE,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15490,Barge,517,139,98
R3402,NEW MANGALORE,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,59,15534,Dredgers,2083,133,25
R3403,KOLKATA,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14641,Tugs,2047,117,21
R3404,KOLKATA,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,54,15022,Corvette,1687,127,28
R3405,KOLKATA,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,56,15728,Reefer Vessel,511,117,83
R3406,KOLKATA,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,59,16132,Frigate,3198,114,13
R3407,KOLKATA,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,61,16176,Offshore Ships,946,144,53
R3408,COCHIN,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,60,15160,Panamax Ship,2358,121,19
R3409,NEW MANGALORE,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,62,15358,Bulk carrier,2475,123,18
R3410,ENNORE,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,49,14105,Tank,2326,127,20
R3411,COCHIN,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,53,14260,Tank,2487,108,17
R3412,NEW MANGALORE,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,55,14458,Barge,2930,125,15
R3413,ENNORE,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,54,14564,Dredgers,3197,140,17
R3414,KOLKATA,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,57,15100,Tugs,3174,131,15
R3415,CHATTOGRAM,SUAPE,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14800,Corvette,3023,135,17
R3416,CHATTOGRAM,RIO DE JANEIRO,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,59,15887,Reefer Vessel,3246,129,15
R3417,CHATTOGRAM,SALVADOR,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15181,Frigate,996,129,48
R3418,CHATTOGRAM,VITORIA,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,67,16159,Offshore Ships,2219,123,20
R3419,ANTALYA,ITAPOA,TURKIYE,BRAZIL,0,"TEKIRDAG (ASYAPORT),BARCELONA",0,48,8053,Panamax Ship,1835,131,25
R3420,ANTALYA,SUAPE,TURKIYE,BRAZIL,0,"TEKIRDAG (ASYAPORT),BARCELONA",0,39,6518,Bulk carrier,1344,135,37
R3421,COCHIN,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,56,15270,Tank,2562,113,16
R3422,NEW MANGALORE,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,58,15468,Barge,1342,134,38
R3423,AGADIR,LIRQUEN,MOROCCO,CHILE,0,"LAS PALMAS,VALENCIA,RODMAN,CALLAO",0,47,9215,Dredgers,702,117,62
R3424,GENOA,BUENAVENTURA,ITALY,COLOMBIA,0,"VALENCIA,SINES,RODMAN",0,35,6153,Tugs,2589,126,19
R3425,LEGHORN,BUENAVENTURA,ITALY,COLOMBIA,0,"VALENCIA,SINES,RODMAN",0,38,6169,Corvette,3389,124,13
R3426,KARACHI,BUENAVENTURA,PAKISTAN,COLOMBIA,0,"MUNDRA,CRISTOBAL,RODMAN",0,44,11832,Reefer Vessel,2747,127,16
R3427,KARACHI,LIRQUEN,PAKISTAN,CHILE,0,"MUNDRA,CRISTOBAL,CALLAO",0,56,14351,Frigate,2217,135,23
R3428,ENNORE,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,65,17445,Offshore Ships,533,129,88
R3429,COCHIN,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,64,17141,Panamax Ship,2638,111,16
R3430,COCHIN,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,67,17260,Bulk carrier,815,130,58
R3431,NEW MANGALORE,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,66,17339,Tank,2309,135,22
R3432,NEW MANGALORE,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,69,17458,Tank,612,131,76
R3433,KOLKATA,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,68,17981,Barge,2378,116,18
R3434,KOLKATA,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,71,18100,Dredgers,1298,112,32
R3435,ALEXANDRIA EL DEKHEILA,KARACHI,EGYPT,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,51,12507,Tugs,1583,137,31
R3436,LATTAKIA,KARACHI,SYRIAN ARAB REPUBLIC,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,58,15879,Corvette,3068,110,12
R3437,TARTUS,KARACHI,SYRIAN ARAB REPUBLIC,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,59,15939,Reefer Vessel,3057,138,16
R3438,IZMIR,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,54,15240,Frigate,722,114,56
R3439,MERSIN,KARACHI,TURKIYE,PAKISTAN,0,MUNDRA,0,52,15763,Offshore Ships,1417,124,32
R3440,ISKENDERUN,KARACHI,TURKIYE,PAKISTAN,0,MUNDRA,0,53,15847,Panamax Ship,2347,132,20
R3441,ODESA,KARACHI,UKRAINE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,52,15436,Bulk carrier,1628,142,34
R3442,TEKIRDAG (ASYAPORT),KARACHI,TURKIYE,PAKISTAN,0,MUNDRA,0,48,15020,Tank,565,121,82
R3443,POTI,KARACHI,GEORGIA,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,54,15673,Naval ship,3195,138,17
R3444,TRABZON,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,56,15670,Livestock carrier,2718,114,15
R3445,GIRESUN,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,57,15543,Barge,2468,138,21
R3446,ANTALYA,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,54,15586,Dredgers,1932,128,23
R3447,SAMSUN,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,57,15469,Tugs,2304,128,20
R3448,ALIAGA,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,52,15210,Offshore Ships,2706,132,19
R3449,GEBZE,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,51,15103,Heavy Lift Ships,2948,132,17
R3450,GEMLIK,KARACHI,TURKIYE,PAKISTAN,0,"TEKIRDAG (ASYAPORT),MUNDRA",0,49,15100,Panamax Ship,1073,133,43
R3451,BARI,LIRQUEN,ITALY,CHILE,0,"GIOIA TAURO,RODMAN",0,54,9703,Tanker,1426,115,28
R3452,POZZALLO,LIRQUEN,ITALY,CHILE,0,"GIOIA TAURO,RODMAN",0,57,9494,Canoe,2775,150,18
R3453,POZZALLO,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,47,13044,Hovercraft,2545,110,15
R3454,BARI,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,44,13253,Submarine,875,135,53
R3455,BARI,KARACHI-MUHAMMAD BIN QASIM,ITALY,PAKISTAN,0,"GIOIA TAURO,ABU DHABI",0,48,12786,Yacht,2805,136,17
R3456,AGADIR,BUENAVENTURA,MOROCCO,COLOMBIA,0,"LAS PALMAS,ANTWERP,RODMAN",0,42,7910,Sailboat,2970,118,14
R3457,DURRES,LIRQUEN,ALBANIA,CHILE,0,"GIOIA TAURO,RODMAN",0,54,9668,Gas carrier,1192,122,36
R3458,DURRES,HAZIRA PORT/SURAT,ALBANIA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,44,13218,High-speed craft,1491,125,32
R3459,KOLKATA,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,67,16806,Livestock carrier,1247,115,34
R3460,COCHIN,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,63,15966,Project cargo ship,1069,104,37
R3461,NEW MANGALORE,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,VALENCIA,RODMAN",0,65,16164,Barge,971,113,42
R3462,BARI,BUENAVENTURA,ITALY,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,42,7045,Dredgers,2063,112,20
R3463,POZZALLO,BUENAVENTURA,ITALY,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,45,6836,Tugs,646,132,76
R3464,DURRES,BUENAVENTURA,ALBANIA,COLOMBIA,0,"GIOIA TAURO,RODMAN",0,42,7010,Corvette,977,125,49
R3465,KOLKATA,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,60,16110,Reefer Vessel,934,123,48
R3466,AUGUSTA PORT OF CATANIA,TUTICORIN,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,15363,Frigate,2203,106,17
R3467,AUGUSTA PORT OF CATANIA,NHAVA SHEVA,ITALY,INDIA,0,GIOIA TAURO,0,54,14326,Offshore Ships,2270,132,22
R3468,AUGUSTA PORT OF CATANIA,VISAKHAPATNAM,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16100,Panamax Ship,523,119,83
R3469,AUGUSTA PORT OF CATANIA,KAKINADA,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16104,Bulk carrier,2973,115,15
R3470,AUGUSTA PORT OF CATANIA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,48,12978,Tank,3063,111,14
R3471,BAR,HAZIRA PORT/SURAT,MONTENEGRO,INDIA,0,"GIOIA TAURO,ABU DHABI",0,46,13267,Barge,1124,141,45
R3472,BAR,NHAVA SHEVA,MONTENEGRO,INDIA,0,GIOIA TAURO,0,52,14615,Dredgers,728,138,71
R3473,BAR,TUTICORIN,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,58,15652,Tugs,2755,129,17
R3474,BAR,VISAKHAPATNAM,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,16389,Corvette,737,130,63
