RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
730,PortB,PortZ,0,2,2,25,2,22,1418,15,regular,clear,940,454428,813111,non-compliant,yes,not in place,non-hazardous,bulk carrier,13,352210,34631.979999999996,42.860035625601874,Medium
731,PortB,PortX,1,1,3,32,0,26,1637,16,irregular,clear,748,373366,1055208,compliant,no,in place,hazardous,container,18,405642,28569.565000000002,32.77706722461261,Medium
732,PortA,PortX,1,0,1,67,1,18,1521,15,regular,congested areas,782,329774,1076790,compliant,yes,not in place,hazardous,container,6,369335,25275.6,27.298566493639118,Low
733,PortA,PortX,0,0,4,96,1,19,1616,20,regular,clear,751,344506,1040567,non-compliant,yes,not in place,non-hazardous,container,20,284889,26397.865,29.16511019487637,Low
734,PortC,PortY,0,1,0,40,2,17,1895,11,irregular,congested areas,673,357868,1177297,compliant,yes,in place,non-hazardous,bulk carrier,4,426833,27454.449999999997,30.922415355931697,Medium
735,PortB,PortY,0,3,3,78,0,15,1187,17,irregular,clear,964,412669,868734,non-compliant,yes,not in place,hazardous,bulk carrier,13,287560,31445.285,37.55994564684085,Medium
736,PortB,PortX,1,4,2,15,2,17,1823,14,irregular,clear,873,461970,1201140,non-compliant,no,not in place,hazardous,container,5,40032,35285.68,43.94726512799106,Medium
737,PortB,PortY,1,3,5,74,0,15,1520,16,regular,congested areas,641,396917,814861,compliant,no,in place,hazardous,container,15,362865,30282.8,35.62650830848246,Medium
738,PortB,PortY,0,0,1,68,1,20,1320,15,irregular,congested areas,811,459695,798097,compliant,no,not in place,non-hazardous,container,4,294592,34975.85,43.43195792786065,Medium
739,PortA,PortZ,1,4,4,37,1,16,1233,13,irregular,clear,700,292227,686006,compliant,yes,not in place,hazardous,container,-1,388213,22371.989999999998,22.4693016084743,Low
740,PortA,PortY,1,2,3,27,1,20,1462,15,irregular,congested areas,644,344323,883130,non-compliant,yes,in place,non-hazardous,bulk carrier,12,549887,26326.09,29.045734491137676,Low
741,PortC,PortZ,1,4,4,97,1,13,1684,11,irregular,clear,681,319694,874441,non-compliant,no,in place,hazardous,bulk carrier,11,552773,24540.37,26.07573683624032,Low
742,PortB,PortX,0,3,4,86,2,21,1474,16,irregular,clear,616,391829,1028890,non-compliant,yes,in place,hazardous,container,17,333487,29886.595,34.96754278149133,Medium
743,PortB,PortY,1,1,6,19,0,23,1802,15,irregular,congested areas,672,334650,986583,non-compliant,no,not in place,hazardous,bulk carrier,12,267348,25691.800000000003,27.990787571953913,Low
744,PortA,PortZ,1,2,5,16,0,12,1209,16,irregular,clear,613,428805,771053,non-compliant,yes,not in place,hazardous,bulk carrier,8,408468,32590.17,39.46411078198363,Medium
745,PortC,PortY,1,3,2,46,2,21,1497,17,regular,congested areas,756,291168,891091,non-compliant,yes,not in place,hazardous,container,9,312977,22371.204999999998,22.467996001683154,Low
746,PortA,PortZ,1,2,3,54,0,24,1249,15,irregular,congested areas,822,372901,894280,non-compliant,yes,in place,hazardous,container,28,389177,28452.59,32.58251518079744,Medium
747,PortB,PortZ,1,4,1,95,1,15,1572,15,regular,clear,731,419144,683602,compliant,yes,not in place,hazardous,container,7,283913,31980.975,38.45090170028258,Medium
748,PortB,PortY,1,0,2,25,0,26,1677,13,regular,congested areas,937,203529,802857,non-compliant,yes,not in place,non-hazardous,container,14,375069,15879.355,11.670794158199627,Low
749,PortC,PortX,1,3,1,97,1,21,1415,13,irregular,clear,975,533170,834377,non-compliant,yes,not in place,hazardous,bulk carrier,14,268802,40544.4,52.69353333787941,Medium
750,PortA,PortZ,0,1,0,23,2,17,979,17,regular,clear,975,350769,1165043,compliant,yes,in place,hazardous,container,14,468425,26752.75,29.755352572045386,Low
751,PortB,PortX,0,4,4,20,0,19,1539,17,irregular,congested areas,646,202546,978717,non-compliant,no,in place,hazardous,container,14,291002,15712.22,11.39281633521995,Low
752,PortB,PortY,1,3,0,92,2,22,1587,14,regular,congested areas,706,383453,1049325,non-compliant,no,in place,hazardous,container,10,416110,29305.324999999997,34.0007783744946,Medium
753,PortC,PortY,0,1,6,96,0,20,1580,15,irregular,clear,707,363851,725204,compliant,yes,not in place,non-hazardous,container,3,223523,27831.45,31.549439254357154,Medium
754,PortB,PortX,1,3,4,43,1,22,1747,13,regular,congested areas,864,364854,1129132,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,428117,27981.79,31.79948374477966,Medium
755,PortB,PortY,1,4,5,69,2,16,1285,17,irregular,clear,804,441963,1145165,compliant,no,in place,hazardous,container,11,253361,33636.35,41.204110416081086,Medium
756,PortA,PortZ,1,3,2,22,0,20,1636,16,irregular,clear,678,428601,650248,non-compliant,yes,in place,hazardous,container,12,376117,32696.909999999996,39.64164004171289,Medium
757,PortC,PortX,0,2,1,48,1,14,1738,18,regular,clear,754,396446,844202,non-compliant,no,not in place,non-hazardous,bulk carrier,14,452320,30323.75,35.69461607675971,Medium
758,PortC,PortY,1,4,6,53,2,19,1144,13,regular,clear,870,402512,1024364,compliant,no,in place,non-hazardous,container,9,330001,30655.954999999998,36.24713722842131,Medium
759,PortC,PortY,1,3,5,37,2,16,1563,14,irregular,clear,846,354005,1046658,compliant,no,not in place,non-hazardous,container,8,247083,27117.22,30.36153665761336,Medium
760,PortA,PortX,0,0,1,49,0,17,1399,15,regular,congested areas,618,512023,848225,non-compliant,no,in place,hazardous,container,16,399681,38880.18,49.92561367677169,Medium
761,PortC,PortZ,0,3,2,25,0,24,1483,16,irregular,clear,945,244959,904175,non-compliant,no,in place,non-hazardous,bulk carrier,10,265901,18939.71,16.760756287286718,Low
762,PortB,PortX,1,2,3,59,0,24,1569,14,regular,clear,625,376650,860392,compliant,yes,in place,non-hazardous,container,9,309575,28773.49,33.11623393147311,Medium
763,PortC,PortY,0,1,6,37,1,22,1402,13,irregular,clear,816,374029,966562,non-compliant,yes,not in place,hazardous,container,9,376546,28573.149999999998,32.78302977282441,Medium
764,PortB,PortY,0,1,0,77,0,15,1364,16,regular,clear,753,439365,1129576,compliant,no,in place,hazardous,container,14,486067,33448.3,40.8913469038824,Medium
765,PortC,PortX,1,1,0,69,2,18,1506,16,irregular,clear,753,300124,834343,compliant,yes,not in place,hazardous,bulk carrier,10,352655,23042.945,23.58522951236834,Low
766,PortC,PortZ,1,0,1,21,2,24,1282,13,regular,clear,773,228120,1100123,compliant,no,in place,non-hazardous,container,23,352285,17591.68,14.518721736107764,Low
767,PortA,PortZ,1,2,1,25,0,20,1282,17,irregular,congested areas,691,383733,832749,non-compliant,yes,in place,non-hazardous,container,12,423751,29245.88,33.901909844940484,Medium
768,PortC,PortZ,0,4,1,62,0,29,1635,17,regular,congested areas,937,390250,822855,non-compliant,yes,not in place,non-hazardous,container,5,355037,29874.475,34.947384877913294,Medium
769,PortC,PortX,0,1,6,63,2,21,1270,15,irregular,clear,780,489845,1072789,non-compliant,yes,not in place,non-hazardous,bulk carrier,9,413553,37219.175,47.16304118233091,Medium
770,PortA,PortZ,0,2,2,58,1,20,1633,15,regular,clear,730,271263,1088290,compliant,yes,in place,hazardous,bulk carrier,15,457853,20905.184999999998,20.029721265424037,Low
771,PortB,PortZ,1,3,3,45,0,18,1592,16,regular,clear,897,458236,1077711,non-compliant,yes,not in place,non-hazardous,container,8,317226,34951.56,43.391558961036374,Medium
772,PortC,PortZ,0,0,0,71,0,20,1154,13,irregular,congested areas,874,540518,752630,compliant,yes,in place,hazardous,container,11,22498,41008.075,53.46471452117495,Medium
773,PortC,PortZ,0,2,5,93,2,19,1364,15,regular,clear,872,333189,880107,compliant,yes,not in place,non-hazardous,bulk carrier,16,268207,25511.019999999997,27.690115475515302,Low
774,PortB,PortY,1,2,4,35,0,22,1738,10,regular,clear,675,270268,1073448,non-compliant,yes,not in place,non-hazardous,container,17,470868,20846.89,19.932765408239128,Low
775,PortA,PortX,1,4,6,65,1,23,1303,16,irregular,clear,776,334773,956231,non-compliant,no,in place,non-hazardous,bulk carrier,9,346623,25597.854999999996,27.834538871323716,Low
776,PortC,PortX,1,2,6,99,2,16,1407,11,irregular,clear,783,366924,788946,compliant,no,in place,hazardous,bulk carrier,10,316086,28034.155000000002,31.886576865312943,Medium
777,PortA,PortZ,0,4,2,31,0,14,1592,18,irregular,clear,918,418436,1018747,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,466678,31969.854999999996,38.432406990069076,Medium
778,PortB,PortX,1,0,0,82,2,12,1656,14,irregular,clear,730,319681,842778,compliant,yes,not in place,hazardous,container,18,339867,24540.67,26.076235794249676,Low
779,PortB,PortX,0,0,3,78,0,22,1449,14,regular,congested areas,962,481453,1219178,non-compliant,yes,in place,hazardous,bulk carrier,6,140746,36670.01499999999,46.24968191426903,Medium
780,PortA,PortY,0,3,2,90,0,15,1380,13,regular,clear,648,270810,1181726,compliant,no,not in place,hazardous,bulk carrier,13,199469,20790.455,19.838903090712236,Low
781,PortB,PortX,1,4,5,58,0,11,1784,14,regular,clear,654,230456,1040614,non-compliant,yes,not in place,hazardous,container,12,391864,17865.895,14.974794304560646,Low
782,PortB,PortY,1,4,0,11,1,21,1847,17,irregular,clear,753,455702,1154151,compliant,yes,not in place,non-hazardous,container,7,343310,34797.97,43.136109092179176,Medium
783,PortC,PortX,1,1,2,62,1,29,1695,10,regular,clear,954,192803,959718,non-compliant,no,not in place,non-hazardous,container,18,495465,15084.08,10.348098055228002,Low
784,PortA,PortY,1,1,0,16,2,19,1517,17,regular,clear,799,347503,1064815,compliant,no,in place,hazardous,bulk carrier,16,276673,26608.25,29.515021130871702,Low
785,PortC,PortY,1,3,0,86,0,23,1338,15,irregular,clear,907,615366,1171658,compliant,no,in place,hazardous,bulk carrier,19,319049,46676.299999999996,62.8920687298026,High
786,PortA,PortX,0,0,6,29,0,20,1333,12,regular,clear,955,362114,986824,compliant,yes,not in place,non-hazardous,container,17,261549,27688.35,31.311436283893805,Medium
787,PortC,PortY,0,1,3,39,1,19,1604,12,regular,clear,972,275235,911721,compliant,no,not in place,non-hazardous,bulk carrier,12,297940,21243.96,20.593169597490576,Low
788,PortB,PortY,0,2,6,84,0,23,1583,18,irregular,clear,717,353448,694306,compliant,yes,in place,hazardous,container,15,160809,27054.98,30.25801950260539,Medium
789,PortA,PortX,1,0,4,76,1,18,1780,13,regular,congested areas,862,361507,937529,compliant,no,not in place,non-hazardous,container,13,311431,27736.565,31.391627151964315,Medium
790,PortA,PortY,0,2,3,68,0,21,1630,12,irregular,congested areas,645,380092,1073513,non-compliant,yes,not in place,non-hazardous,container,7,344813,29050.609999999997,33.57713807664992,Medium
791,PortA,PortY,1,4,0,75,2,21,1199,17,irregular,congested areas,901,419799,1091845,compliant,yes,not in place,non-hazardous,container,5,336366,31973.445,38.43837785424772,Medium
792,PortA,PortY,1,0,2,12,0,17,1710,15,regular,clear,955,295118,1025654,compliant,yes,not in place,hazardous,container,13,564955,22757.405,23.110321279062227,Low
793,PortB,PortY,0,3,5,65,0,23,1300,13,regular,congested areas,999,511671,868805,non-compliant,no,not in place,hazardous,bulk carrier,12,533348,38908.02,49.97191698004002,Medium
794,PortB,PortY,0,4,3,88,1,19,1423,15,regular,congested areas,788,383354,653476,non-compliant,yes,in place,hazardous,bulk carrier,10,274910,29271.965,33.945294243854086,Medium
795,PortB,PortZ,1,4,4,26,0,16,1550,12,irregular,congested areas,909,415423,875717,compliant,yes,not in place,hazardous,container,11,145606,31732.739999999998,38.038038895440025,Medium
796,PortC,PortY,0,2,0,61,0,22,1899,17,irregular,congested areas,917,316752,904348,non-compliant,yes,not in place,hazardous,bulk carrier,20,340079,24421.944999999996,25.878773162046592,Low
797,PortB,PortY,1,4,5,16,1,16,2121,17,regular,clear,728,472293,903060,non-compliant,no,not in place,non-hazardous,bulk carrier,1,387651,36104.545,45.309195962431794,Medium
798,PortC,PortY,0,1,3,14,2,20,1621,16,regular,congested areas,648,342633,1042783,compliant,yes,in place,non-hazardous,container,15,263951,26238.864999999998,28.900662449917093,Low
799,PortC,PortY,0,0,6,63,2,19,1463,15,irregular,congested areas,624,385649,1247851,compliant,yes,not in place,non-hazardous,bulk carrier,16,268902,29420.774999999998,34.192794048428865,Medium
800,PortB,PortX,0,1,6,70,1,24,1606,18,regular,clear,865,300764,968529,non-compliant,yes,not in place,hazardous,bulk carrier,16,508255,23139.25,23.745403349338797,Low
801,PortB,PortZ,0,2,3,25,1,21,1677,14,regular,congested areas,717,286457,917490,non-compliant,yes,in place,non-hazardous,container,5,324244,22053.94,21.940322958887524,Low
802,PortB,PortX,0,2,3,76,1,19,1435,12,irregular,clear,743,425867,911116,non-compliant,no,in place,hazardous,bulk carrier,10,416225,32454.064999999995,39.23774184910512,Medium
803,PortC,PortZ,1,0,3,68,1,23,1859,15,regular,congested areas,799,327359,968657,non-compliant,yes,in place,hazardous,bulk carrier,10,256969,25183.89,27.146035030178645,Low
804,PortA,PortY,0,4,5,56,1,25,1546,19,regular,congested areas,756,298909,825755,non-compliant,no,in place,hazardous,bulk carrier,13,344305,22964.8,23.45525926689763,Low
805,PortB,PortY,0,3,6,57,2,22,1599,12,regular,congested areas,947,314363,968029,non-compliant,no,not in place,hazardous,bulk carrier,6,316366,24174.625,25.46743217913258,Low
806,PortC,PortZ,0,2,2,73,2,20,1633,14,regular,clear,733,420039,1017621,compliant,yes,not in place,hazardous,bulk carrier,13,282462,32064.405,38.5896619226848,Medium
807,PortC,PortZ,1,0,4,59,1,14,1584,15,irregular,congested areas,999,322953,981452,non-compliant,no,not in place,hazardous,container,7,465530,24822.89,26.54562222558557,Low
808,PortB,PortX,1,3,4,94,0,15,1667,14,irregular,congested areas,747,351143,1018631,compliant,no,in place,non-hazardous,container,10,211112,26908.045,30.013638185589098,Medium
809,PortC,PortZ,1,4,0,50,1,18,1376,13,irregular,clear,935,370202,1015062,compliant,no,not in place,hazardous,container,18,380005,28303.445,32.33445820644555,Medium
810,PortB,PortY,1,2,1,81,0,17,1388,17,irregular,congested areas,670,212336,684215,non-compliant,yes,in place,non-hazardous,container,16,314487,16412.579999999998,12.557650439997804,Low
811,PortC,PortX,1,0,2,31,1,19,1279,19,regular,congested areas,832,251884,1045530,compliant,no,in place,hazardous,container,12,391482,19383.685,17.499172561301155,Low
812,PortA,PortZ,0,0,6,63,1,20,1587,15,regular,congested areas,933,392694,849347,non-compliant,no,not in place,non-hazardous,bulk carrier,5,315842,30041.9,35.22584502696869,Medium
813,PortC,PortZ,0,0,0,14,2,22,1655,13,regular,congested areas,898,312873,785624,compliant,yes,in place,hazardous,bulk carrier,13,436719,24065.524999999998,25.285977783063036,Low
814,PortB,PortX,0,2,0,26,0,19,1591,11,regular,congested areas,753,447339,784332,non-compliant,yes,in place,hazardous,container,13,256029,34104.84999999999,41.983316507360456,Medium
815,PortA,PortZ,1,3,3,87,0,21,1834,15,irregular,clear,689,450632,1015031,compliant,no,not in place,non-hazardous,container,1,465755,34401.31,42.476386812207174,Medium
816,PortB,PortY,1,0,1,50,2,20,1498,17,regular,clear,933,424889,916613,non-compliant,no,not in place,hazardous,container,13,347119,32434.575,39.205326210430556,Medium
817,PortC,PortX,0,4,6,90,2,12,1633,15,regular,clear,798,506439,697704,compliant,no,in place,hazardous,bulk carrier,6,217149,38555.954999999994,49.38636480815896,Medium
818,PortA,PortZ,1,0,1,44,2,16,1281,14,irregular,congested areas,760,364253,1021705,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,418021,27797.449999999997,31.492890679963345,Medium
819,PortA,PortY,1,3,2,49,2,19,1422,13,irregular,congested areas,625,418416,734058,compliant,no,not in place,non-hazardous,bulk carrier,6,330115,31869.629999999997,38.26571343510968,Medium
820,PortC,PortZ,1,2,1,31,0,15,1639,12,irregular,congested areas,720,312208,970973,compliant,yes,in place,hazardous,bulk carrier,1,179216,23974.98,25.135383939872234,Low
821,PortA,PortX,0,0,0,57,0,22,1669,16,regular,congested areas,900,565351,985774,compliant,no,in place,non-hazardous,bulk carrier,9,383246,43004.825,56.78569587178775,Medium
822,PortA,PortZ,0,0,1,62,1,26,1441,16,irregular,congested areas,811,531223,1082836,non-compliant,no,not in place,non-hazardous,bulk carrier,6,450659,40372.55,52.407713558185996,Medium
823,PortA,PortZ,1,4,1,19,1,24,1485,11,regular,clear,662,374861,1217252,non-compliant,yes,not in place,hazardous,container,17,478213,28626.875,32.87238483633347,Medium
824,PortB,PortZ,1,4,4,27,2,19,1196,18,regular,clear,667,396535,745298,non-compliant,no,in place,non-hazardous,bulk carrier,10,312164,30180.219999999998,35.4558979331496,Medium
825,PortB,PortY,1,0,6,89,2,25,1428,16,irregular,clear,852,476970,942128,non-compliant,yes,not in place,hazardous,container,8,364531,36308.7,45.64874520376614,Medium
826,PortA,PortY,1,0,6,58,2,20,1678,17,irregular,congested areas,601,355981,908549,non-compliant,no,in place,non-hazardous,container,4,355053,27245.78,30.57535679655653,Medium
827,PortC,PortZ,0,4,0,80,1,18,1615,12,irregular,clear,997,322419,1015062,compliant,yes,in place,hazardous,bulk carrier,9,498980,24791.149999999998,26.492832468195584,Low
828,PortC,PortZ,1,3,5,39,1,17,1600,12,regular,clear,707,433366,982350,non-compliant,yes,not in place,hazardous,bulk carrier,18,268951,33050.395,40.22955394817157,Medium
829,PortB,PortX,0,1,1,28,1,18,1509,14,regular,clear,885,371451,897118,non-compliant,no,not in place,hazardous,bulk carrier,19,303534,28418.875,32.526440616512524,Medium
830,PortC,PortZ,0,1,1,64,1,18,1501,16,regular,clear,648,377965,883864,compliant,yes,not in place,non-hazardous,bulk carrier,10,266527,28857.675,33.25624986486554,Medium
831,PortA,PortX,0,0,3,69,1,20,1367,18,irregular,congested areas,739,293512,782532,non-compliant,no,not in place,hazardous,bulk carrier,11,205084,22509.735,22.698398178470633,Low
832,PortC,PortY,1,4,6,96,1,20,1639,16,regular,congested areas,817,231325,1098179,non-compliant,yes,not in place,non-hazardous,bulk carrier,15,374778,17930.525,15.082286491709818,Low
833,PortB,PortZ,0,2,1,81,1,20,1584,14,regular,clear,643,394397,1018880,non-compliant,yes,in place,hazardous,bulk carrier,6,510129,30110.754999999997,35.34036420608297,Medium
834,PortB,PortX,0,2,6,90,2,21,1598,12,regular,clear,868,438904,1087665,non-compliant,yes,not in place,hazardous,bulk carrier,13,330151,33498.12499999999,40.97421551326978,Medium
835,PortA,PortY,1,1,1,30,2,24,1394,17,regular,clear,677,345025,903440,non-compliant,no,in place,hazardous,container,23,261810,26368.855,29.116860955371532,Low
836,PortB,PortX,1,3,4,35,2,23,1069,13,irregular,clear,815,483348,851474,non-compliant,yes,not in place,non-hazardous,container,15,368685,36690.189999999995,46.2832368403983,Medium
837,PortB,PortY,1,1,0,37,2,14,1719,18,regular,clear,981,314132,788252,compliant,yes,in place,hazardous,bulk carrier,15,408911,24190.8,25.494334331803753,Low
838,PortB,PortZ,0,0,6,48,1,9,1404,14,irregular,clear,697,282341,1003837,non-compliant,yes,not in place,hazardous,container,18,334363,21669.375,21.300717002659447,Low
839,PortC,PortX,1,3,2,42,0,23,1327,18,irregular,clear,835,369139,794031,non-compliant,no,not in place,non-hazardous,bulk carrier,16,490353,28192.505,32.149943534585276,Medium
840,PortB,PortZ,0,2,0,49,1,14,1638,16,regular,clear,881,356830,1227299,non-compliant,no,in place,hazardous,container,10,268763,27352.8,30.753351750427854,Medium
841,PortC,PortX,0,4,3,92,0,19,1421,14,regular,clear,748,427662,753853,compliant,yes,not in place,hazardous,container,6,321303,32585.885,39.45698399841663,Medium
842,PortB,PortY,1,4,0,38,2,15,1711,13,irregular,congested areas,903,306982,991049,compliant,yes,not in place,non-hazardous,bulk carrier,11,379598,23638.92,24.576451177790382,Low
843,PortB,PortX,0,0,1,29,1,12,1623,14,regular,clear,665,478912,1185028,compliant,no,in place,non-hazardous,bulk carrier,7,389296,36460.68,45.901517331306465,Medium
844,PortC,PortX,0,1,3,29,2,22,1636,15,irregular,congested areas,833,525089,1039863,compliant,yes,in place,non-hazardous,bulk carrier,10,354722,39964.74,51.72944667219956,Medium
845,PortC,PortZ,0,0,0,83,1,23,1226,15,regular,congested areas,686,357976,976351,non-compliant,yes,in place,hazardous,container,7,222158,27298.775,30.66349772890947,Medium
846,PortA,PortZ,0,4,3,21,2,17,1742,13,regular,clear,678,479166,804727,compliant,yes,not in place,non-hazardous,container,10,583801,36514.985,45.99183704696693,Medium
847,PortA,PortZ,1,2,2,34,0,9,1552,14,irregular,clear,804,281800,742734,non-compliant,yes,in place,hazardous,bulk carrier,4,326403,21687.71,21.33121165299799,Low
848,PortC,PortY,0,4,0,34,0,17,1426,15,regular,congested areas,878,454069,1065507,non-compliant,yes,in place,hazardous,container,8,361026,34593.399999999994,42.795869625598534,Medium
849,PortB,PortZ,1,3,6,13,0,21,1528,10,irregular,congested areas,936,454365,1175922,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,411676,34654.625,42.89769863934152,Medium
850,PortA,PortX,0,4,6,13,1,14,1144,15,irregular,clear,853,433392,884172,compliant,no,not in place,non-hazardous,container,15,286349,32966.924999999996,40.09072719803477,Medium
851,PortC,PortY,0,4,5,18,0,20,1581,13,regular,congested areas,903,366539,779140,non-compliant,yes,not in place,hazardous,bulk carrier,14,355692,28073.495,31.9520068922733,Medium
852,PortC,PortZ,1,3,1,24,1,19,1294,12,irregular,clear,979,127774,581274,compliant,yes,not in place,non-hazardous,container,10,282280,10109.5,2.0744096079354297,Low
853,PortB,PortX,0,1,3,35,0,22,1229,11,regular,clear,729,318239,802885,non-compliant,no,not in place,non-hazardous,bulk carrier,12,391555,24327.635000000002,25.721917395838364,Low
854,PortC,PortX,0,4,5,88,0,20,1195,11,regular,congested areas,683,316046,932951,compliant,no,not in place,hazardous,bulk carrier,21,322397,24145.97,25.419773373272157,Low
855,PortA,PortY,0,0,5,99,1,16,1722,12,regular,clear,875,290583,1189868,compliant,no,in place,non-hazardous,bulk carrier,8,376871,22403.975,22.522498848238598,Low
856,PortB,PortX,0,4,4,80,1,24,1374,13,irregular,congested areas,786,372046,1050970,non-compliant,no,in place,non-hazardous,container,20,245346,28413.145,32.5169105185338,Medium
857,PortC,PortZ,0,0,3,41,0,19,1806,18,regular,clear,645,329838,995762,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,267108,25323.734999999997,27.37862430624046,Low
858,PortC,PortX,0,3,5,85,1,19,1392,13,regular,clear,986,294705,889982,non-compliant,no,in place,hazardous,container,3,213485,22654.75,22.93958616422704,Low
859,PortB,PortZ,1,4,4,61,0,16,1158,15,irregular,congested areas,782,279243,862525,compliant,yes,in place,non-hazardous,bulk carrier,11,278946,21395.719999999998,20.845575822490698,Low
860,PortB,PortZ,1,3,5,41,1,18,1276,15,irregular,congested areas,867,297391,1160847,compliant,no,in place,non-hazardous,bulk carrier,11,92647,22804.050000000003,23.187900933550445,Low
861,PortB,PortY,1,3,1,18,2,16,1747,15,irregular,clear,895,455684,980110,compliant,no,in place,hazardous,bulk carrier,6,319289,34798.704999999994,43.13733153930209,Medium
862,PortA,PortX,0,1,2,87,2,19,1468,14,irregular,clear,921,311946,634609,non-compliant,no,not in place,hazardous,container,10,296575,23953.93,25.10037371954901,Low
863,PortA,PortY,0,4,4,22,2,26,1390,12,regular,congested areas,699,327059,848969,compliant,yes,not in place,hazardous,container,14,365091,25025.964999999997,26.88337521808623,Low
864,PortC,PortY,0,0,2,65,2,14,1532,17,regular,clear,677,331187,821267,non-compliant,no,in place,hazardous,container,7,354460,25362.034999999996,27.44232461210173,Low
865,PortC,PortY,1,0,3,53,2,13,1600,18,regular,congested areas,871,400904,868060,compliant,no,not in place,non-hazardous,bulk carrier,17,475707,30647.035,36.232301543609765,Medium
866,PortB,PortZ,0,4,1,92,0,25,1723,11,regular,congested areas,938,416971,1034436,compliant,no,in place,hazardous,container,17,609431,31899.48,38.31535975704072,Medium
867,PortC,PortZ,1,1,4,39,2,19,1789,12,irregular,congested areas,761,129615,933883,compliant,yes,in place,hazardous,bulk carrier,18,463753,10327.695,2.43731008410769,Low
868,PortC,PortZ,0,1,3,25,2,17,1428,14,irregular,clear,643,446965,938470,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,304689,34014.085,41.83235676162947,Medium
869,PortB,PortZ,0,1,5,21,2,24,1234,13,regular,congested areas,837,479942,1147020,non-compliant,no,in place,hazardous,bulk carrier,8,300660,36479.6,45.932984949763245,Medium
870,PortA,PortX,0,0,6,83,2,17,1417,16,irregular,clear,733,287828,845530,non-compliant,yes,not in place,hazardous,bulk carrier,11,436866,22093.85,22.00670100606567,Low
871,PortA,PortX,1,3,0,75,1,27,1552,13,irregular,congested areas,791,281299,1229629,compliant,no,not in place,non-hazardous,bulk carrier,10,181665,21653.395,21.274139172694362,Low
872,PortA,PortZ,0,1,3,27,0,22,1307,19,irregular,clear,955,329903,849303,compliant,yes,not in place,hazardous,container,10,318479,25267.159999999996,27.284529141642537,Low
873,PortC,PortZ,1,0,2,22,2,18,1308,17,irregular,clear,877,305828,963379,compliant,no,not in place,hazardous,container,15,326184,23445.954999999998,24.25551307020506,Low
874,PortB,PortX,0,0,1,33,2,28,1568,15,irregular,congested areas,617,388334,907819,compliant,yes,not in place,non-hazardous,bulk carrier,15,408413,29649.324999999997,34.57291689189077,Medium
875,PortA,PortY,0,3,1,21,2,17,1490,17,regular,congested areas,611,214847,968512,non-compliant,no,not in place,non-hazardous,bulk carrier,7,411386,16614.95,12.89423088117648,Low
876,PortC,PortY,1,4,3,69,0,22,1506,17,regular,congested areas,779,274342,1016688,compliant,yes,not in place,non-hazardous,container,6,275543,21115.909999999996,20.380197687163307,Low
877,PortB,PortZ,0,4,5,69,1,21,1348,13,irregular,clear,722,488563,1015075,compliant,yes,not in place,non-hazardous,bulk carrier,5,308562,37131.295,47.01687974945656,Medium
878,PortA,PortY,0,1,0,95,0,25,1453,13,irregular,clear,845,295467,837032,non-compliant,no,not in place,non-hazardous,bulk carrier,7,394510,22700.045,23.014920507673143,Low
879,PortA,PortZ,0,1,2,10,1,26,1315,15,regular,clear,821,462979,781562,non-compliant,no,in place,non-hazardous,bulk carrier,16,270107,35224.284999999996,43.845153371376114,Medium
880,PortB,PortZ,0,3,3,52,2,20,1678,16,regular,congested areas,972,401957,1325475,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,470611,30768.135,36.433714260053584,Medium
881,PortC,PortZ,1,1,3,64,2,16,1707,15,irregular,congested areas,650,225804,877402,compliant,no,in place,non-hazardous,container,16,410917,17498.465,14.363687166633683,Low
882,PortC,PortX,1,3,6,49,0,21,1130,11,irregular,congested areas,670,419183,1054881,non-compliant,no,not in place,non-hazardous,bulk carrier,3,367150,31863.425,38.25539332028281,Medium
883,PortA,PortY,0,0,1,73,0,17,1314,13,irregular,congested areas,647,360041,708853,compliant,no,in place,non-hazardous,container,13,389094,27466.255,30.942049353599902,Medium
884,PortB,PortX,0,1,2,43,1,28,1200,14,regular,congested areas,618,328728,908058,non-compliant,no,not in place,non-hazardous,container,13,303310,25087.079999999998,26.985021280559103,Low
885,PortC,PortY,1,0,0,43,1,20,1369,14,irregular,clear,861,383965,930920,compliant,yes,not in place,non-hazardous,container,18,287370,29318.32,34.02239157226659,Medium
886,PortB,PortX,0,2,1,57,0,18,1483,18,irregular,congested areas,683,403347,1020922,compliant,no,not in place,hazardous,container,9,307527,30764.649999999998,36.427918031178216,Medium
