High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore
0.0,4.0,6,32.0,2,22.0,1336,11.0,1,1,705,326997.0,0,1,0,2,1,14,275722,27
1.0,1.0,2,23.0,1,24.0,1631,17.0,0,0,862,332883.0,1,0,0,2,1,16,345079,28
0.0,3.0,3,26.0,1,17.0,1687,14.0,0,1,895,265856.0,1,1,0,1,0,16,398908,19
1.0,4.0,4,33.0,2,25.0,1178,14.0,0,0,669,333935.0,0,1,1,2,1,8,365087,28
1.0,0.0,5,67.0,1,20.0,1347,17.0,0,1,792,446583.0,1,1,0,2,0,12,388030,42
1.0,1.0,2,72.0,0,28.0,1346,12.0,1,1,667,466859.0,1,0,0,1,1,14,257207,44
0.0,3.0,3,43.0,0,17.0,1312,12.0,0,0,904,441371.0,0,1,0,1,0,16,290932,41
0.0,0.0,6,60.0,0,26.0,1665,13.0,1,1,651,221097.0,1,1,1,1,0,14,292666,14
1.0,1.0,4,95.0,2,20.0,1461,17.0,1,0,969,452769.0,1,1,0,1,1,15,322351,43
1.0,2.0,5,19.0,1,17.0,1447,11.0,0,0,962,227211.0,1,0,1,1,0,8,485858,15
1.0,0.0,0,81.0,0,18.0,1099,9.0,1,1,884,437578.0,1,1,0,1,1,0,314582,41
1.0,4.0,3,30.0,2,18.0,1627,14.0,0,0,933,332359.0,1,1,1,1,0,17,235644,28
1.0,3.0,6,46.0,1,21.0,1252,16.0,1,1,608,426410.0,0,0,1,1,0,7,404164,39
1.0,1.0,4,16.0,2,22.0,1511,17.0,1,1,850,267637.0,0,0,1,1,1,11,484664,20
0.0,0.0,3,99.0,0,17.0,1555,14.0,1,0,931,454887.0,1,0,0,1,0,16,223878,43
1.0,2.0,2,22.0,0,19.0,1772,14.0,1,0,897,260166.0,1,1,1,2,1,12,547281,19
1.0,3.0,1,89.0,0,28.0,1238,17.0,0,0,783,316099.0,0,1,0,1,1,15,391517,25
1.0,3.0,0,39.0,2,26.0,896,11.0,0,0,778,292821.0,0,1,1,1,1,24,453389,22
0.0,0.0,2,40.0,2,21.0,1536,14.0,1,0,797,234492.0,0,1,0,1,1,14,496707,15
0.0,2.0,2,14.0,0,20.0,1860,15.0,1,1,727,379925.0,0,0,1,1,1,8,447261,34
0.0,1.0,6,41.0,2,20.0,1747,15.0,1,0,619,511434.0,0,1,1,1,0,4,338946,50
0.0,0.0,6,25.0,0,22.0,1541,13.0,1,1,927,586940.0,0,0,0,2,0,15,471769,59
1.0,1.0,4,82.0,0,15.0,1401,15.0,0,0,664,376545.0,1,1,1,2,1,12,375459,33
0.0,3.0,6,31.0,1,18.0,1661,10.0,1,1,781,462286.0,1,1,0,2,0,5,459048,44
1.0,1.0,3,73.0,2,13.0,1305,13.0,1,1,840,392066.0,1,1,1,1,1,17,469987,35
1.0,2.0,0,53.0,0,21.0,1595,15.0,1,1,968,401956.0,1,0,1,1,0,15,240910,36
1.0,4.0,2,49.0,0,22.0,1601,13.0,0,1,623,344099.0,1,0,0,2,1,11,429430,29
1.0,2.0,4,46.0,2,18.0,1712,15.0,1,1,983,382196.0,0,0,0,1,0,22,331810,34
1.0,1.0,0,87.0,1,26.0,2051,15.0,0,0,682,411189.0,0,0,0,1,1,17,363819,38
1.0,0.0,6,25.0,1,15.0,1578,14.0,0,1,918,321858.0,0,1,1,2,0,7,362709,26
0.0,3.0,6,52.0,0,14.0,1398,15.0,1,0,784,361735.0,0,1,0,1,1,17,358697,31
0.0,4.0,3,93.0,2,20.0,1494,13.0,1,1,915,370443.0,0,1,0,1,1,13,502352,32
0.0,0.0,6,72.0,1,24.0,1146,14.0,1,0,698,426780.0,0,1,1,1,0,21,213355,39
0.0,0.0,2,24.0,2,26.0,1361,16.0,0,1,661,273605.0,1,1,0,1,1,16,177765,20
0.0,2.0,5,53.0,2,18.0,1418,15.0,0,1,885,353710.0,1,0,0,1,1,14,156670,30
1.0,1.0,2,99.0,0,24.0,1395,13.0,1,0,621,525806.0,0,0,1,1,0,14,456914,52
0.0,2.0,2,18.0,1,19.0,1530,15.0,0,0,811,456757.0,1,1,1,1,0,6,272656,43
0.0,1.0,6,74.0,0,19.0,1335,16.0,1,1,725,476095.0,0,1,1,2,1,9,363218,45
0.0,2.0,0,53.0,1,23.0,1724,10.0,1,1,641,368880.0,1,1,1,2,1,13,338528,32
1.0,0.0,6,29.0,1,22.0,1500,17.0,1,0,697,388747.0,0,1,1,1,1,5,261362,35
1.0,3.0,0,79.0,1,13.0,1498,14.0,1,1,630,451936.0,0,0,0,1,1,14,435147,42
1.0,1.0,0,83.0,1,25.0,1434,15.0,1,1,757,491683.0,1,1,1,2,0,8,337253,47
0.0,4.0,0,42.0,1,25.0,1531,17.0,1,0,711,210183.0,0,1,1,2,1,10,326226,12
0.0,4.0,4,89.0,2,17.0,1665,12.0,0,1,846,263429.0,1,1,1,2,1,15,373287,19
0.0,0.0,1,15.0,0,21.0,1326,13.0,0,1,721,475859.0,1,1,0,2,0,9,422077,45
0.0,2.0,6,92.0,2,21.0,1368,14.0,0,0,872,340553.0,0,0,0,2,0,14,254102,29
0.0,2.0,4,40.0,1,21.0,1439,13.0,1,1,893,318126.0,0,1,0,2,1,12,437291,26
1.0,0.0,2,75.0,0,17.0,1230,18.0,1,0,997,274416.0,0,0,0,2,0,6,494985,20
0.0,4.0,4,27.0,1,17.0,1336,13.0,1,0,806,315968.0,1,0,1,1,0,16,207387,26
1.0,4.0,3,37.0,0,19.0,1404,13.0,0,1,709,256701.0,1,1,1,2,0,16,377829,18
0.0,2.0,5,77.0,2,24.0,1674,15.0,1,1,877,533262.0,0,1,1,2,1,16,319507,53
1.0,1.0,0,74.0,0,22.0,1552,12.0,0,0,655,369201.0,0,1,0,2,1,21,419923,32
1.0,3.0,6,89.0,0,18.0,1538,14.0,1,0,974,356780.0,0,1,1,1,1,9,228334,31
1.0,1.0,3,54.0,0,23.0,1670,15.0,0,1,656,422690.0,0,1,0,1,0,2,512893,39
1.0,4.0,6,67.0,0,8.0,1472,14.0,1,0,890,436448.0,0,0,0,1,1,8,189210,41
0.0,1.0,5,56.0,0,24.0,1578,14.0,1,1,713,441949.0,0,0,0,2,1,16,325571,41
0.0,3.0,3,75.0,1,13.0,1479,13.0,0,0,980,455561.0,0,0,1,2,1,11,393429,43
0.0,1.0,6,61.0,0,18.0,1553,11.0,0,0,984,313600.0,1,0,1,2,0,4,281366,25
1.0,1.0,2,45.0,0,15.0,1383,15.0,0,0,907,339453.0,1,0,1,1,1,3,265659,28
0.0,1.0,0,10.0,2,14.0,1012,18.0,1,1,940,430133.0,0,1,1,1,1,19,372223,40
0.0,1.0,3,48.0,0,24.0,1473,15.0,0,0,797,325697.0,0,1,0,1,1,15,357775,27
0.0,0.0,2,96.0,2,18.0,1784,15.0,0,0,920,367121.0,1,0,1,1,1,9,350593,32
0.0,4.0,0,99.0,1,21.0,1685,16.0,1,0,778,403694.0,0,1,0,1,0,21,435868,37
1.0,3.0,1,84.0,0,19.0,1693,12.0,1,0,984,428342.0,1,1,0,1,1,25,310552,40
1.0,4.0,2,10.0,2,21.0,1747,18.0,0,1,818,226883.0,1,0,0,2,1,17,381959,15
0.0,0.0,4,84.0,2,20.0,1517,15.0,1,0,876,422146.0,0,0,0,1,0,15,299339,39
0.0,0.0,6,97.0,1,14.0,1539,18.0,0,1,615,344555.0,1,0,0,1,0,14,265067,29
0.0,0.0,0,83.0,0,23.0,1376,13.0,0,0,978,422672.0,1,1,0,1,0,16,321524,39
1.0,0.0,3,23.0,0,18.0,1436,18.0,0,0,660,427160.0,0,0,0,1,0,21,300123,39
1.0,1.0,5,87.0,2,13.0,1623,16.0,1,1,653,493889.0,0,0,1,2,0,7,305119,48
1.0,4.0,3,80.0,0,18.0,1740,16.0,0,1,767,481602.0,1,1,1,2,1,10,466532,46
0.0,2.0,4,32.0,2,26.0,1472,15.0,0,0,625,473955.0,0,1,0,1,0,11,324589,45
1.0,3.0,6,52.0,0,23.0,1409,14.0,1,0,935,479679.0,1,0,1,2,0,14,283709,46
1.0,0.0,4,31.0,2,18.0,1500,17.0,0,0,664,390950.0,1,1,1,2,0,19,352807,35
1.0,4.0,3,69.0,0,18.0,1620,15.0,0,1,699,370595.0,1,0,1,2,1,14,360422,32
1.0,0.0,6,36.0,1,18.0,1211,11.0,0,0,673,431390.0,1,1,1,2,1,15,231311,40
1.0,0.0,5,65.0,0,28.0,1040,12.0,1,1,791,424574.0,1,0,0,2,1,15,320159,39
0.0,0.0,0,11.0,0,21.0,1389,14.0,0,0,770,341081.0,1,1,1,2,0,12,316131,29
0.0,0.0,6,48.0,1,21.0,1255,15.0,1,1,872,399025.0,0,1,0,2,1,9,332785,36
0.0,0.0,2,60.0,0,24.0,1398,14.0,1,1,976,368319.0,0,1,0,1,0,12,422552,32
0.0,3.0,6,28.0,1,20.0,1470,17.0,0,1,786,299868.0,0,0,1,2,0,8,363667,24
1.0,4.0,4,71.0,0,18.0,1409,11.0,0,0,622,476876.0,0,0,1,1,1,8,472793,46
0.0,0.0,4,80.0,2,19.0,1790,15.0,1,0,990,371857.0,1,0,0,2,1,13,348833,33
0.0,0.0,4,85.0,2,19.0,1565,11.0,0,1,780,540277.0,1,1,0,2,1,9,527608,54
0.0,0.0,5,76.0,0,19.0,1560,16.0,0,1,926,235156.0,1,1,1,2,0,21,303922,16
1.0,0.0,6,72.0,0,22.0,1624,14.0,1,1,707,319109.0,1,1,1,1,1,12,273043,26
0.0,1.0,6,14.0,0,20.0,1272,15.0,0,0,934,372847.0,1,0,0,2,1,18,404730,33
1.0,1.0,1,81.0,2,22.0,1707,13.0,0,0,761,465310.0,0,1,1,1,1,5,486408,44
1.0,2.0,5,87.0,0,19.0,1484,17.0,1,0,901,392563.0,0,0,0,2,1,5,212119,35
1.0,0.0,0,70.0,2,20.0,1634,17.0,0,1,805,391352.0,0,0,0,2,1,11,330300,35
0.0,2.0,0,80.0,1,12.0,1285,16.0,1,0,677,274264.0,1,0,0,1,0,16,288921,20
1.0,3.0,0,16.0,2,23.0,1189,14.0,1,0,615,275658.0,1,0,0,2,0,9,364285,20
0.0,2.0,0,59.0,2,21.0,1663,16.0,0,0,926,393350.0,0,0,1,2,1,11,351001,35
0.0,4.0,0,55.0,1,23.0,1575,13.0,1,1,695,265098.0,1,1,0,2,0,16,484538,19
0.0,1.0,3,81.0,2,8.0,1319,16.0,0,0,746,324407.0,1,1,0,1,0,10,339159,27
1.0,1.0,4,85.0,0,28.0,1326,18.0,0,0,601,414447.0,0,1,1,2,0,8,487478,38
1.0,0.0,5,83.0,0,19.0,1725,17.0,1,0,609,287338.0,1,1,1,2,1,15,318489,22
0.0,0.0,3,23.0,2,24.0,1262,13.0,1,0,724,500560.0,0,1,0,2,0,5,442648,48
1.0,3.0,5,82.0,0,15.0,1828,15.0,1,0,680,466558.0,0,1,1,1,1,10,372866,44
1.0,3.0,1,78.0,2,22.0,1319,12.0,1,1,739,250435.0,0,0,1,2,0,12,522988,17
1.0,4.0,6,74.0,0,15.0,1627,16.0,1,1,925,285525.0,0,1,0,1,1,14,202298,22
0.0,0.0,2,74.0,0,17.0,1434,15.0,1,1,749,178818.0,1,0,1,2,0,16,233614,8
1.0,0.0,4,66.0,2,27.0,1620,11.0,0,1,887,314050.0,1,0,1,2,0,16,533162,25
1.0,3.0,1,71.0,0,19.0,1391,12.0,0,0,960,425144.0,1,0,1,1,1,10,276673,39
0.0,3.0,3,29.0,2,20.0,1467,14.0,1,0,939,331039.0,0,0,1,1,1,16,283019,27
1.0,3.0,2,84.0,0,23.0,1508,14.0,0,1,728,399985.0,1,0,1,1,0,14,262427,36
0.0,1.0,6,35.0,0,21.0,1299,12.0,1,1,838,251455.0,0,1,0,1,1,15,464844,17
1.0,2.0,1,53.0,1,20.0,1648,15.0,1,1,657,425070.0,1,1,1,1,1,8,224654,39
1.0,2.0,6,76.0,1,21.0,1397,15.0,0,0,797,323203.0,1,1,0,2,1,15,352245,26
1.0,0.0,6,79.0,2,29.0,1454,14.0,0,0,810,367145.0,0,0,0,2,1,11,323437,32
1.0,1.0,5,71.0,1,19.0,1301,13.0,1,0,989,365252.0,1,1,1,1,0,12,453651,32
1.0,3.0,2,54.0,2,20.0,987,17.0,1,1,644,262957.0,0,1,1,2,1,12,293631,19
1.0,0.0,5,20.0,1,24.0,1461,18.0,1,1,696,277329.0,0,0,1,2,0,22,391527,21
0.0,1.0,6,81.0,0,24.0,1982,14.0,0,1,878,439067.0,1,0,1,1,0,7,232878,41
1.0,4.0,1,83.0,2,24.0,1656,13.0,1,0,622,410789.0,1,1,1,1,1,17,577394,37
1.0,1.0,6,43.0,2,22.0,1496,15.0,1,0,990,450305.0,1,0,1,1,1,19,326040,42
1.0,0.0,3,97.0,0,15.0,1447,14.0,0,1,934,393516.0,1,0,1,2,1,16,350876,35
0.0,2.0,6,55.0,2,26.0,1504,14.0,0,1,643,387213.0,0,0,1,1,1,9,515475,34
0.0,3.0,5,90.0,2,15.0,1609,16.0,0,0,626,226485.0,0,1,1,2,0,20,291332,14
0.0,4.0,2,41.0,1,21.0,1263,11.0,1,0,881,354207.0,1,0,1,1,0,10,516738,30
1.0,1.0,1,84.0,2,16.0,1722,17.0,1,1,696,363251.0,1,0,1,1,1,15,308852,32
1.0,0.0,5,97.0,0,19.0,1643,15.0,0,1,635,527107.0,1,0,1,1,0,12,417169,52
0.0,0.0,6,14.0,1,21.0,1643,14.0,1,0,708,419593.0,0,0,0,1,1,10,292731,39
0.0,3.0,3,72.0,1,21.0,1587,14.0,1,1,654,483604.0,1,0,1,2,0,14,214396,46
0.0,0.0,4,38.0,0,21.0,1503,14.0,0,1,791,417375.0,0,1,0,2,0,21,391459,38
1.0,0.0,3,57.0,0,26.0,1634,11.0,0,0,818,313795.0,1,1,0,2,0,13,413990,25
0.0,3.0,6,25.0,1,21.0,1618,17.0,1,1,784,370290.0,1,0,1,1,1,21,218411,32
1.0,4.0,3,34.0,2,19.0,1429,15.0,0,0,668,384862.0,0,0,0,2,1,11,319294,34
1.0,2.0,4,81.0,1,23.0,1385,15.0,0,1,916,298371.0,0,1,1,2,0,12,470075,23
1.0,2.0,3,38.0,0,24.0,1520,16.0,1,0,729,339749.0,1,1,1,2,1,5,410011,29
0.0,1.0,4,61.0,1,15.0,1809,12.0,1,1,654,349062.0,0,0,0,1,1,9,310478,30
1.0,4.0,6,55.0,0,22.0,1252,15.0,1,1,977,492961.0,0,0,1,2,0,10,290247,48
0.0,1.0,4,34.0,1,22.0,1206,14.0,1,1,696,210781.0,1,1,0,1,1,10,544824,12
0.0,2.0,5,32.0,2,18.0,1532,16.0,1,0,935,456730.0,0,0,0,1,1,7,205306,43
0.0,3.0,5,43.0,1,25.0,1510,10.0,1,1,686,292260.0,0,0,1,2,0,8,344080,23
0.0,0.0,4,76.0,1,19.0,1534,14.0,0,1,893,250410.0,1,1,0,2,0,10,203530,17
1.0,2.0,1,43.0,0,20.0,1548,13.0,0,0,718,468469.0,1,1,0,1,0,17,481481,45
1.0,4.0,2,41.0,0,19.0,1455,15.0,0,1,807,426016.0,0,1,1,1,0,4,349287,39
1.0,2.0,1,38.0,0,20.0,1797,15.0,1,0,933,468752.0,1,1,0,1,1,1,367817,45
1.0,4.0,4,18.0,1,15.0,1179,13.0,1,0,753,445400.0,0,0,1,2,1,3,626889,42
0.0,4.0,2,75.0,2,14.0,1334,13.0,1,0,634,529320.0,0,0,1,1,0,7,290652,52
0.0,4.0,5,66.0,0,26.0,1479,14.0,1,1,678,420940.0,0,0,1,1,0,15,524857,39
0.0,1.0,2,48.0,0,16.0,1171,13.0,1,0,666,353028.0,1,0,1,1,1,10,310926,30
0.0,3.0,4,16.0,1,16.0,1464,16.0,0,1,942,393766.0,0,1,0,2,1,10,326648,35
1.0,2.0,5,78.0,0,11.0,1832,14.0,1,0,633,480168.0,0,1,1,1,1,10,613817,46
0.0,3.0,2,17.0,2,17.0,1504,9.0,0,1,696,304344.0,0,0,0,1,0,2,333890,24
1.0,0.0,2,27.0,2,14.0,1546,14.0,1,0,768,308477.0,1,0,0,1,0,16,212562,25
0.0,2.0,1,91.0,0,26.0,1247,12.0,0,0,768,344192.0,1,0,1,1,0,18,378191,29
0.0,3.0,2,58.0,0,24.0,1376,11.0,0,1,750,198269.0,1,1,1,1,0,10,332726,11
0.0,3.0,6,25.0,1,17.0,1424,12.0,0,0,670,380381.0,0,1,1,2,1,12,386709,34
0.0,0.0,4,30.0,2,29.0,1436,15.0,0,1,602,215941.0,0,1,0,2,0,12,336640,13
1.0,4.0,0,19.0,2,23.0,1756,17.0,0,0,913,382822.0,1,0,1,1,0,6,571554,34
1.0,2.0,0,13.0,0,18.0,1611,15.0,0,1,631,439506.0,0,0,0,1,1,9,405673,41
1.0,2.0,0,53.0,1,10.0,1277,13.0,0,0,886,323975.0,0,0,1,1,0,20,242503,27
1.0,0.0,4,17.0,2,29.0,1549,15.0,1,0,681,502292.0,0,1,1,1,1,11,362454,49
0.0,4.0,0,64.0,2,14.0,1599,14.0,1,1,642,246661.0,0,0,0,1,0,13,270037,17
0.0,2.0,1,28.0,1,13.0,1728,13.0,0,0,990,461562.0,1,1,0,1,1,8,325228,44
1.0,2.0,4,73.0,1,24.0,1816,12.0,1,1,704,416958.0,1,0,1,2,1,9,258955,38
1.0,2.0,6,49.0,2,29.0,1296,11.0,1,1,600,240752.0,1,0,1,1,1,15,560711,16
0.0,4.0,5,60.0,2,25.0,1337,14.0,0,0,660,580906.0,0,1,1,1,0,7,280861,59
0.0,0.0,6,18.0,1,22.0,1248,15.0,1,0,869,365838.0,0,1,0,2,0,20,418756,32
1.0,2.0,4,39.0,2,22.0,1453,14.0,0,0,779,295683.0,1,0,1,2,0,3,317652,23
1.0,3.0,4,65.0,0,23.0,1593,14.0,1,1,823,249140.0,1,1,1,2,0,8,234158,17
1.0,4.0,2,90.0,0,23.0,1697,13.0,0,1,605,350886.0,1,1,0,2,0,4,369764,30
0.0,1.0,2,53.0,1,21.0,1484,16.0,1,0,702,359310.0,0,1,1,1,0,18,390069,31
1.0,0.0,2,68.0,1,20.0,1436,12.0,0,1,609,378504.0,1,1,0,2,1,11,405862,33
1.0,3.0,3,24.0,1,19.0,1530,16.0,1,0,670,330565.0,0,1,0,2,0,10,87778,27
1.0,2.0,1,77.0,0,16.0,1332,12.0,1,0,689,411983.0,1,0,1,2,0,13,226515,37
1.0,1.0,4,79.0,2,18.0,1917,13.0,1,0,825,341277.0,0,0,1,1,1,18,445755,29
1.0,0.0,6,70.0,0,13.0,1178,12.0,0,1,757,208084.0,0,0,0,1,1,13,257639,12
0.0,4.0,4,89.0,2,19.0,1536,13.0,0,1,827,356565.0,1,0,0,1,0,17,370294,31
1.0,1.0,2,99.0,0,16.0,1904,16.0,1,0,725,171811.0,0,1,1,2,1,10,224197,8
0.0,1.0,4,32.0,2,15.0,1501,16.0,1,1,808,399459.0,0,0,0,1,0,7,423160,36
1.0,3.0,5,86.0,0,20.0,1461,16.0,0,0,696,293812.0,1,1,0,2,1,13,443126,23
1.0,0.0,4,56.0,1,25.0,1428,16.0,1,0,673,384228.0,1,0,1,2,0,8,423190,34
1.0,3.0,6,26.0,0,23.0,1463,12.0,1,1,714,477788.0,1,0,0,2,1,15,453255,46
0.0,3.0,0,66.0,2,13.0,1774,14.0,0,0,790,299419.0,0,1,0,2,1,9,506390,24
0.0,2.0,5,63.0,0,16.0,1057,13.0,0,0,769,446530.0,0,0,0,1,0,11,232592,42
0.0,4.0,5,61.0,0,23.0,1806,17.0,1,0,906,328885.0,1,0,0,1,0,0,271132,27
1.0,1.0,4,31.0,0,16.0,1215,12.0,0,0,803,512243.0,1,0,0,1,1,11,439754,50
1.0,0.0,3,92.0,1,19.0,1446,16.0,1,0,655,343938.0,0,0,0,1,1,10,463021,29
0.0,4.0,2,48.0,0,22.0,1414,16.0,1,1,807,296888.0,1,0,1,2,1,17,282565,23
0.0,4.0,1,22.0,1,16.0,1617,18.0,0,1,640,418759.0,1,0,1,2,1,16,275611,38
1.0,0.0,1,87.0,1,20.0,1180,14.0,1,0,631,329375.0,0,0,1,2,0,12,284778,27
0.0,4.0,0,75.0,0,14.0,1592,16.0,0,1,614,292158.0,0,1,1,2,1,3,189490,23
1.0,2.0,1,61.0,0,17.0,1904,19.0,0,0,661,322915.0,1,0,0,2,1,9,222858,27
0.0,4.0,1,23.0,0,21.0,1227,13.0,1,0,754,357695.0,0,0,1,1,0,17,225270,31
0.0,2.0,2,82.0,2,13.0,1537,11.0,0,0,883,473403.0,0,0,0,1,0,11,320590,45
0.0,1.0,2,83.0,0,21.0,1367,11.0,1,0,808,214127.0,1,0,1,2,0,6,377083,13
1.0,1.0,3,72.0,1,19.0,1585,16.0,0,1,919,371513.0,1,0,0,2,0,17,393347,33
1.0,3.0,6,80.0,0,22.0,1503,11.0,1,1,786,414949.0,1,0,1,1,0,3,299143,38
0.0,2.0,0,37.0,2,20.0,1371,14.0,0,0,729,380555.0,0,1,0,1,0,11,301601,34
1.0,1.0,1,98.0,0,25.0,1597,15.0,1,1,726,472907.0,1,0,1,2,1,14,362366,45
1.0,4.0,3,55.0,2,20.0,1860,15.0,1,0,891,354072.0,0,0,1,1,1,12,200398,31
1.0,0.0,0,37.0,2,18.0,1461,15.0,0,1,713,357533.0,1,1,1,1,1,5,445944,31
1.0,0.0,5,11.0,0,20.0,1643,15.0,1,0,798,421313.0,0,1,1,2,0,7,478538,39
0.0,2.0,1,26.0,1,22.0,1241,17.0,1,0,612,372317.0,0,0,1,2,0,8,287441,32
1.0,3.0,1,68.0,2,20.0,1308,13.0,1,0,870,334275.0,1,0,0,1,1,15,310156,28
1.0,4.0,2,61.0,0,20.0,1594,13.0,1,1,688,415008.0,0,0,1,1,1,12,474331,38
0.0,2.0,4,13.0,0,17.0,1796,13.0,1,1,814,314682.0,1,1,0,2,0,10,337694,26
1.0,0.0,0,86.0,1,17.0,1571,16.0,1,0,877,321547.0,1,1,1,1,0,14,408824,26
1.0,2.0,1,91.0,2,14.0,1437,16.0,0,1,802,324798.0,0,0,1,1,1,8,340769,27
1.0,4.0,0,12.0,2,26.0,1499,15.0,0,1,673,483527.0,0,0,1,1,1,15,505630,46
0.0,1.0,6,46.0,0,15.0,1249,17.0,0,1,624,112269.0,0,1,0,2,1,14,399007,0
0.0,4.0,3,33.0,0,17.0,1620,12.0,0,1,700,401886.0,1,1,1,1,1,10,404765,36
1.0,1.0,3,81.0,1,17.0,1676,18.0,1,1,775,373073.0,1,1,1,1,1,11,406630,33
1.0,1.0,4,44.0,1,23.0,1409,18.0,1,1,716,230254.0,1,1,0,2,0,10,294488,15
0.0,1.0,1,11.0,2,18.0,1405,16.0,0,1,765,389961.0,1,0,0,2,1,16,303676,35
0.0,2.0,6,42.0,2,24.0,1553,18.0,1,1,640,409406.0,1,1,0,1,1,13,426924,37
0.0,0.0,2,85.0,0,17.0,1412,11.0,0,1,943,415303.0,1,1,0,2,0,10,362641,38
1.0,2.0,1,95.0,2,21.0,1486,13.0,1,1,965,149465.0,0,0,1,2,1,7,232238,5
1.0,0.0,0,86.0,1,16.0,1919,13.0,1,1,719,486176.0,1,1,0,1,0,14,537310,47
0.0,4.0,5,19.0,1,28.0,1450,16.0,0,1,696,313371.0,1,0,0,2,0,14,447807,25
1.0,3.0,3,90.0,0,15.0,1428,12.0,1,1,744,422613.0,1,1,1,1,1,9,353762,39
1.0,4.0,0,71.0,1,21.0,1370,16.0,0,0,815,425418.0,1,0,0,1,1,9,322649,39
1.0,2.0,4,52.0,1,22.0,1648,17.0,0,0,828,298357.0,0,1,0,2,0,11,369867,23
1.0,2.0,3,78.0,1,21.0,1463,16.0,0,1,912,422924.0,0,0,0,1,0,6,401752,39
1.0,0.0,2,68.0,1,19.0,1370,15.0,1,1,729,326495.0,0,0,1,1,0,12,146699,27
1.0,2.0,3,18.0,0,19.0,1764,13.0,1,1,951,212351.0,1,1,0,1,1,3,561234,13
1.0,1.0,5,86.0,0,20.0,1783,13.0,0,0,976,456969.0,1,0,0,1,1,5,271011,43
0.0,2.0,6,69.0,2,19.0,1379,17.0,1,0,917,305486.0,1,0,0,1,1,9,349809,24
0.0,0.0,1,72.0,1,23.0,1126,16.0,0,1,736,299314.0,0,1,1,2,1,8,353486,23
0.0,0.0,5,61.0,2,28.0,1701,14.0,0,1,923,345238.0,1,0,1,2,1,14,549685,29
0.0,1.0,6,32.0,0,17.0,1363,14.0,1,1,936,388838.0,1,0,0,1,0,13,341187,35
0.0,0.0,5,39.0,0,14.0,1658,10.0,0,1,872,370860.0,0,1,1,1,1,18,508850,33
0.0,3.0,1,52.0,0,19.0,1105,12.0,1,1,716,413378.0,0,1,0,2,1,12,390672,38
0.0,4.0,3,77.0,0,30.0,1678,18.0,1,0,905,255531.0,1,0,1,1,0,13,253811,18
0.0,2.0,4,30.0,0,16.0,1257,12.0,1,1,967,308782.0,0,0,1,1,1,6,363470,25
0.0,3.0,1,52.0,0,26.0,1646,15.0,0,0,693,357627.0,1,0,0,1,1,6,338149,31
1.0,2.0,1,82.0,0,26.0,1502,17.0,0,1,767,513910.0,1,0,0,2,1,12,241592,50
1.0,3.0,6,16.0,1,17.0,1309,12.0,1,1,802,360183.0,0,0,0,1,0,12,385772,31
0.0,2.0,2,25.0,2,22.0,1418,15.0,1,0,940,454428.0,1,1,1,2,0,13,352210,43
1.0,1.0,3,32.0,0,26.0,1637,16.0,0,0,748,373366.0,0,0,0,1,1,18,405642,33
1.0,0.0,1,67.0,1,18.0,1521,15.0,1,1,782,329774.0,0,1,1,1,1,6,369335,27
0.0,0.0,4,96.0,1,19.0,1616,20.0,1,0,751,344506.0,1,1,1,2,1,20,284889,29
0.0,1.0,0,40.0,2,17.0,1895,11.0,0,1,673,357868.0,0,1,0,2,0,4,426833,31
0.0,3.0,3,78.0,0,15.0,1187,17.0,0,0,964,412669.0,1,1,1,1,0,13,287560,38
1.0,4.0,2,15.0,2,17.0,1823,14.0,0,0,873,461970.0,1,0,1,1,1,5,40032,44
1.0,3.0,5,74.0,0,15.0,1520,16.0,1,1,641,396917.0,0,0,0,1,1,15,362865,36
0.0,0.0,1,68.0,1,20.0,1320,15.0,0,1,811,459695.0,0,0,1,2,1,4,294592,43
1.0,4.0,4,37.0,1,16.0,1233,13.0,0,0,700,292227.0,0,1,1,1,1,-1,388213,22
1.0,2.0,3,27.0,1,20.0,1462,15.0,0,1,644,344323.0,1,1,0,2,0,12,549887,29
1.0,4.0,4,97.0,1,13.0,1684,11.0,0,0,681,319694.0,1,0,0,1,0,11,552773,26
0.0,3.0,4,86.0,2,21.0,1474,16.0,0,0,616,391829.0,1,1,0,1,1,17,333487,35
1.0,1.0,6,19.0,0,23.0,1802,15.0,0,1,672,334650.0,1,0,1,1,0,12,267348,28
1.0,2.0,5,16.0,0,12.0,1209,16.0,0,0,613,428805.0,1,1,1,1,0,8,408468,39
1.0,3.0,2,46.0,2,21.0,1497,17.0,1,1,756,291168.0,1,1,1,1,1,9,312977,22
1.0,2.0,3,54.0,0,24.0,1249,15.0,0,1,822,372901.0,1,1,0,1,1,28,389177,33
1.0,4.0,1,95.0,1,15.0,1572,15.0,1,0,731,419144.0,0,1,1,1,1,7,283913,38
1.0,0.0,2,25.0,0,26.0,1677,13.0,1,1,937,203529.0,1,1,1,2,1,14,375069,12
1.0,3.0,1,97.0,1,21.0,1415,13.0,0,0,975,533170.0,1,1,1,1,0,14,268802,53
