RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
662,PortC,PortX,1,4,2,90,0,23,1697,13,irregular,congested areas,605,350886,21034,782400,non-compliant,yes,in place,non-hazardous,bulk carrier,4,369764,22238.09,28.12030135,Low
663,PortB,PortZ,0,1,2,53,1,21,1484,16,regular,clear,702,359310,34762,943776,compliant,yes,not in place,hazardous,bulk carrier,18,390069,23119.165,29.86800136,Low
664,PortA,PortX,1,0,2,68,1,20,1436,12,irregular,congested areas,609,378504,37456,1095573,non-compliant,yes,in place,non-hazardous,container,11,405862,24321.655,32.25326005,Medium
665,PortA,PortY,1,3,3,24,1,19,1530,16,regular,clear,670,330565,18378,761260,compliant,yes,in place,non-hazardous,bulk carrier,10,87778,20908.455,25.4828379,Low
666,PortC,PortZ,1,2,1,77,0,16,1332,12,regular,clear,689,411983,30006,1045482,non-compliant,no,not in place,non-hazardous,bulk carrier,13,226515,26095.66,35.77217565,Medium
667,PortA,PortX,1,1,4,79,2,18,1917,13,regular,clear,825,341277,20110,1298391,compliant,no,not in place,hazardous,container,18,445755,21730.61,27.11366422,Low
668,PortB,PortX,1,0,6,70,0,13,1178,12,irregular,congested areas,757,208084,33269,1109272,compliant,no,in place,hazardous,container,13,257639,13933.79,11.6478952,Low
669,PortA,PortX,0,4,4,89,2,19,1536,13,irregular,congested areas,827,356565,50703,1162104,non-compliant,no,in place,hazardous,bulk carrier,17,370294,23472.31,30.56849964,Medium
670,PortB,PortX,1,1,2,99,0,16,1904,16,regular,clear,725,171811,42596,982750,compliant,yes,not in place,non-hazardous,container,10,224197,12212.62,8.233783081,Low
671,PortC,PortX,0,1,4,32,2,15,1501,16,regular,congested areas,808,399459,57074,1095189,compliant,no,in place,hazardous,bulk carrier,7,423160,26221.955,36.02269436,Medium
672,PortA,PortZ,1,3,5,86,0,20,1461,16,irregular,clear,696,293812,29224,842322,non-compliant,yes,in place,non-hazardous,container,13,443126,19017.215,21.73137499,Low
673,PortB,PortZ,1,0,4,56,1,25,1428,16,regular,clear,673,384228,29663,1069379,non-compliant,no,not in place,non-hazardous,bulk carrier,8,423190,24443.135,32.49422773,Medium
674,PortC,PortY,1,3,6,26,0,23,1463,12,regular,congested areas,714,477788,34466,1048158,non-compliant,no,in place,non-hazardous,container,15,453255,30218.065,43.94937655,Medium
675,PortC,PortX,0,3,0,66,2,13,1774,14,irregular,clear,790,299419,26412,993486,compliant,yes,in place,non-hazardous,container,9,506390,19364.2,22.4196543,Low
676,PortC,PortY,0,2,5,63,0,16,1057,13,irregular,clear,769,446530,31458,1147401,compliant,no,in place,hazardous,bulk carrier,11,232592,28159.015,39.8650458,Medium
677,PortC,PortZ,0,4,5,61,0,23,1806,17,regular,clear,906,328885,33433,869182,non-compliant,no,in place,hazardous,bulk carrier,0,271132,21376.565,26.4113807,Low
678,PortA,PortX,1,1,4,31,0,16,1215,12,irregular,clear,803,512243,41676,921941,non-compliant,no,in place,hazardous,container,11,439754,32454.955,48.38647066,Medium
679,PortB,PortY,1,0,3,92,1,19,1446,16,regular,clear,655,343938,38342,964319,compliant,no,in place,hazardous,container,10,463021,22285.005,28.21336192,Low
680,PortA,PortX,0,4,2,48,0,22,1414,16,regular,congested areas,807,296888,39560,795558,non-compliant,no,not in place,non-hazardous,container,17,282565,19522.81,22.73427303,Low
681,PortB,PortX,0,4,1,22,1,16,1617,18,irregular,congested areas,640,418759,34840,984039,non-compliant,no,not in place,non-hazardous,container,16,275611,26709.815,36.99041326,Medium
682,PortC,PortY,1,0,1,87,1,20,1180,14,regular,clear,631,329375,42969,692160,compliant,no,not in place,non-hazardous,bulk carrier,12,284778,21479.07,26.61470958,Low
683,PortA,PortZ,0,4,0,75,0,14,1592,16,irregular,congested areas,614,292158,24453,1107043,compliant,yes,not in place,non-hazardous,container,3,189490,18789.465,21.27961018,Low
684,PortC,PortY,1,2,1,61,0,17,1904,19,irregular,clear,661,322915,37578,956995,non-compliant,no,in place,non-hazardous,container,9,222858,21116.67,25.89585309,Low
685,PortB,PortY,0,4,1,23,0,21,1227,13,regular,clear,754,357695,40969,871866,compliant,no,not in place,hazardous,bulk carrier,17,225270,23155.345,29.939768,Low
686,PortC,PortY,0,2,2,82,2,13,1537,11,irregular,clear,883,473403,37845,824843,compliant,no,in place,hazardous,bulk carrier,11,320590,30105.49,43.72607283,Medium
687,PortA,PortX,0,1,2,83,0,21,1367,11,regular,clear,808,214127,49623,914813,non-compliant,no,not in place,non-hazardous,bulk carrier,6,377083,14846.015,13.45738435,Low
688,PortA,PortZ,1,1,3,72,1,19,1585,16,irregular,congested areas,919,371513,42465,1053238,non-compliant,no,in place,non-hazardous,bulk carrier,17,393347,24151.92,31.91657377,Medium
689,PortB,PortZ,1,3,6,80,0,22,1503,11,regular,congested areas,786,414949,27919,1032160,non-compliant,no,not in place,hazardous,bulk carrier,3,299143,26275.56,36.12902522,Medium
690,PortB,PortX,0,2,0,37,2,20,1371,14,irregular,clear,729,380555,32558,844169,compliant,yes,in place,hazardous,bulk carrier,11,301601,24305.415,32.22104639,Medium
691,PortA,PortZ,1,1,1,98,0,25,1597,15,regular,congested areas,726,472907,56060,823094,non-compliant,no,not in place,non-hazardous,container,14,362366,30608.845,44.72452761,Medium
692,PortA,PortY,1,4,3,55,2,20,1860,15,regular,clear,891,354072,49229,1048534,compliant,no,not in place,hazardous,container,12,200398,23372.25,30.37002067,Medium
693,PortA,PortZ,1,0,0,37,2,18,1461,15,irregular,congested areas,713,357533,40139,841647,non-compliant,yes,not in place,hazardous,container,5,445944,23170.745,29.97031543,Low
694,PortA,PortX,1,0,5,11,0,20,1643,15,regular,clear,798,421313,38034,958986,compliant,yes,not in place,non-hazardous,bulk carrier,7,478538,26996.12,37.55832775,Medium
695,PortB,PortZ,0,2,1,26,1,22,1241,17,regular,clear,612,372317,48534,968563,compliant,no,not in place,non-hazardous,bulk carrier,8,287441,24234.69,32.08075631,Medium
696,PortA,PortX,1,3,1,68,2,20,1308,13,regular,clear,870,334275,28031,996809,non-compliant,no,in place,hazardous,container,15,310156,21406.01,26.46978779,Low
697,PortB,PortY,1,4,2,61,0,20,1594,13,regular,congested areas,688,415008,44116,1078740,compliant,no,not in place,hazardous,container,12,474331,26767.59,37.10501573,Medium
698,PortA,PortX,0,2,4,13,0,17,1796,13,regular,congested areas,814,314682,32530,760555,non-compliant,yes,in place,non-hazardous,bulk carrier,10,337694,20474.265,24.62157879,Low
699,PortA,PortZ,1,0,0,86,1,17,1571,16,regular,clear,877,321547,39921,663326,non-compliant,yes,not in place,hazardous,bulk carrier,14,408824,21064.095,25.79156534,Low
700,PortC,PortY,1,2,1,91,2,14,1437,16,irregular,congested areas,802,324798,26964,864882,compliant,no,not in place,hazardous,container,8,340769,20822.675,25.31268472,Low
701,PortC,PortZ,1,4,0,12,2,26,1499,15,irregular,congested areas,673,483527,48992,1220229,compliant,no,not in place,hazardous,container,15,505630,31000.825,45.50205898,Medium
702,PortA,PortX,0,1,6,46,0,15,1249,17,irregular,congested areas,624,112269,29449,1253326,compliant,yes,in place,non-hazardous,container,14,399007,8061.69,0,Low
703,PortB,PortY,0,4,3,33,0,17,1620,12,irregular,congested areas,700,401886,36209,1224676,non-compliant,yes,not in place,hazardous,container,10,404765,25751.14,35.08878592,Medium
704,PortA,PortX,1,1,3,81,1,17,1676,18,regular,congested areas,775,373073,23994,921052,non-compliant,yes,not in place,hazardous,container,11,406630,23684.385,30.98917153,Medium
705,PortC,PortZ,1,1,4,44,1,23,1409,18,regular,congested areas,716,230254,30724,682682,non-compliant,yes,in place,non-hazardous,bulk carrier,10,294488,15240.155,14.23920029,Low
706,PortA,PortX,0,1,1,11,2,18,1405,16,irregular,congested areas,765,389961,63319,598544,non-compliant,no,in place,non-hazardous,container,16,303676,25808.135,35.20184118,Medium
707,PortC,PortZ,0,2,6,42,2,24,1553,18,regular,congested areas,640,409406,35067,857894,non-compliant,yes,in place,hazardous,container,13,426924,26140.85,35.86181452,Medium
708,PortA,PortZ,0,0,2,85,0,17,1412,11,irregular,congested areas,943,415303,57971,920288,non-compliant,yes,in place,non-hazardous,bulk carrier,10,362641,27204.27,37.971214,Medium
709,PortA,PortY,1,2,1,95,2,21,1486,13,regular,congested areas,965,149465,57167,1145093,compliant,no,not in place,non-hazardous,container,7,232238,11255.185,6.3346154,Low
710,PortB,PortY,1,0,0,86,1,16,1919,13,regular,congested areas,719,486176,38483,1080170,non-compliant,yes,in place,hazardous,bulk carrier,14,537310,30954,45.40917693,Medium
711,PortC,PortX,0,4,5,19,1,28,1450,16,irregular,congested areas,696,313371,38409,984110,non-compliant,no,in place,non-hazardous,bulk carrier,14,447807,20466.355,24.60588851,Low
712,PortC,PortZ,1,3,3,90,0,15,1428,12,regular,congested areas,744,422613,47730,816523,non-compliant,yes,not in place,hazardous,container,9,353762,27300.415,38.16192719,Medium
713,PortC,PortZ,1,4,0,71,1,21,1370,16,irregular,clear,815,425418,31872,805883,non-compliant,no,in place,hazardous,container,9,322649,26994.94,37.5559871,Medium
714,PortB,PortY,1,2,4,52,1,22,1648,17,irregular,clear,828,298357,31663,988119,compliant,yes,in place,non-hazardous,bulk carrier,11,369867,19436.555,22.56317765,Low
715,PortA,PortY,1,2,3,78,1,21,1463,16,irregular,congested areas,912,422924,23858,1054557,compliant,no,in place,hazardous,bulk carrier,6,401752,26647.12,36.86605149,Medium
716,PortB,PortY,1,0,2,68,1,19,1370,15,regular,congested areas,729,326495,39877,1008782,compliant,no,not in place,hazardous,bulk carrier,12,146699,21280.665,26.2211535,Low
717,PortA,PortY,1,2,3,18,0,19,1764,13,regular,congested areas,951,212351,34524,794810,non-compliant,yes,in place,hazardous,container,3,561234,14414.595,12.60161981,Low
718,PortB,PortX,1,1,5,86,0,20,1783,13,irregular,clear,976,456969,35666,1047600,non-compliant,no,in place,hazardous,container,5,271011,29135.945,41.80288376,Medium
719,PortB,PortX,0,2,6,69,2,19,1379,17,regular,clear,917,305486,26210,1013886,non-compliant,no,in place,hazardous,container,9,349809,19650.315,22.9871919,Low
720,PortC,PortX,0,0,1,72,1,23,1126,16,irregular,congested areas,736,299314,55533,789400,compliant,yes,not in place,non-hazardous,container,8,353486,20060.73,23.80129093,Low
721,PortB,PortX,0,0,5,61,2,28,1701,14,irregular,congested areas,923,345238,29401,832351,non-compliant,no,not in place,non-hazardous,container,14,549685,22215.505,28.07550175,Low
722,PortA,PortY,0,1,6,32,0,17,1363,14,regular,congested areas,936,388838,39333,1053274,non-compliant,no,in place,hazardous,bulk carrier,13,341187,25043.775,33.68565699,Medium
723,PortB,PortX,0,0,5,39,0,14,1658,10,irregular,congested areas,872,370860,50533,914823,compliant,yes,not in place,hazardous,container,18,508850,24361.035,32.3313742,Medium
724,PortB,PortX,0,3,1,52,0,19,1105,12,regular,congested areas,716,413378,50079,1188372,compliant,yes,in place,non-hazardous,container,12,390672,26730.705,37.03185066,Medium
725,PortA,PortX,0,4,3,77,0,30,1678,18,regular,clear,905,255531,34361,1025169,non-compliant,no,not in place,hazardous,bulk carrier,13,253811,16972.95,17.67637176,Low
726,PortC,PortY,0,2,4,30,0,16,1257,12,regular,congested areas,967,308782,30734,877005,compliant,no,not in place,hazardous,container,6,363470,19962.03,23.60550965,Low
727,PortA,PortZ,0,3,1,52,0,26,1646,15,irregular,clear,693,357627,70588,948469,non-compliant,no,in place,hazardous,container,6,338149,24133.915,31.88085906,Medium
728,PortA,PortY,1,2,1,82,0,26,1502,17,irregular,congested areas,767,513910,72574,959507,non-compliant,no,in place,non-hazardous,container,12,241592,33549.725,50.55805599,Medium
729,PortA,PortZ,1,3,6,16,1,17,1309,12,regular,congested areas,802,360183,42139,840741,compliant,no,in place,hazardous,bulk carrier,12,385772,23369.505,30.36457569,Medium
730,PortB,PortZ,0,2,2,25,2,22,1418,15,regular,clear,940,454428,28496,813111,non-compliant,yes,not in place,non-hazardous,bulk carrier,13,352210,28670.44,40.87950823,Medium
731,PortB,PortX,1,1,3,32,0,26,1637,16,irregular,clear,748,373366,41577,1055208,compliant,no,in place,hazardous,container,18,405642,24216.385,32.04444652,Medium
732,PortA,PortX,1,0,1,67,1,18,1521,15,regular,congested areas,782,329774,30345,1076790,compliant,yes,not in place,hazardous,container,6,369335,21239.34,26.13918125,Low
733,PortA,PortX,0,0,4,96,1,19,1616,20,regular,clear,751,344506,42959,1040567,non-compliant,yes,not in place,non-hazardous,container,20,284889,22519.045,28.67760357,Low
734,PortC,PortY,0,1,0,40,2,17,1895,11,irregular,congested areas,673,357868,36868,1177297,compliant,yes,in place,non-hazardous,bulk carrier,4,426833,23192.47,30.01340913,Medium
735,PortB,PortY,0,3,3,78,0,15,1187,17,irregular,clear,964,412669,33722,868734,non-compliant,yes,not in place,hazardous,bulk carrier,13,287560,26266.91,36.11186708,Medium
736,PortB,PortX,1,4,2,15,2,17,1823,14,irregular,clear,873,461970,44451,1201140,non-compliant,no,not in place,hazardous,container,5,40032,29689.66,42.90123261,Medium
737,PortB,PortY,1,3,5,74,0,15,1520,16,regular,congested areas,641,396917,45098,814861,compliant,no,in place,hazardous,container,15,362865,25681.985,34.95161009,Medium
738,PortB,PortY,0,0,1,68,1,20,1320,15,irregular,congested areas,811,459695,68620,798097,compliant,no,not in place,non-hazardous,container,4,294592,30139.025,43.79259284,Medium
739,PortA,PortZ,1,4,4,37,1,16,1233,13,irregular,clear,700,292227,58930,686006,compliant,yes,not in place,hazardous,container,-1,388213,19756.485,23.19779067,Low
740,PortA,PortY,1,2,3,27,1,20,1462,15,irregular,congested areas,644,344323,43555,883130,non-compliant,yes,in place,non-hazardous,bulk carrier,12,549887,22467.895,28.57614245,Low
741,PortC,PortZ,1,4,4,97,1,13,1684,11,irregular,clear,681,319694,54760,874441,non-compliant,no,in place,hazardous,bulk carrier,11,552773,21387.76,26.4335871,Low
742,PortB,PortX,0,3,4,86,2,21,1474,16,irregular,clear,616,391829,13354,1028890,non-compliant,yes,in place,hazardous,container,17,333487,24409.78,32.42806476,Medium
743,PortB,PortY,1,1,6,19,0,23,1802,15,irregular,congested areas,672,334650,43860,986583,non-compliant,no,not in place,hazardous,bulk carrier,12,267348,21987.85,27.62392538,Low
744,PortA,PortZ,1,2,5,16,0,12,1209,16,irregular,clear,613,428805,36070,771053,non-compliant,yes,not in place,hazardous,bulk carrier,8,408468,27240.195,38.04247482,Medium
745,PortC,PortY,1,3,2,46,2,21,1497,17,regular,congested areas,756,291168,44099,891091,non-compliant,yes,not in place,hazardous,container,9,312977,19326.655,22.34518005,Low
746,PortA,PortZ,1,2,3,54,0,24,1249,15,irregular,congested areas,822,372901,36322,894280,non-compliant,yes,in place,hazardous,container,28,389177,23948.735,31.51353608,Medium
747,PortB,PortZ,1,4,1,95,1,15,1572,15,regular,clear,731,419144,25229,683602,compliant,yes,not in place,hazardous,container,7,283913,26450.685,36.4764031,Medium
748,PortB,PortY,1,0,2,25,0,26,1677,13,regular,congested areas,937,203529,39209,802857,non-compliant,yes,not in place,non-hazardous,container,14,375069,14002.69,11.78456521,Low
749,PortC,PortX,1,3,1,97,1,21,1415,13,irregular,clear,975,533170,60368,834377,non-compliant,yes,not in place,hazardous,bulk carrier,14,268802,34357.89,52.16113176,Medium
750,PortA,PortZ,0,1,0,23,2,17,979,17,regular,clear,975,350769,60964,1165043,compliant,yes,in place,hazardous,container,14,468425,23320.135,30.26664538,Medium
751,PortB,PortX,0,4,4,20,0,19,1539,17,irregular,congested areas,646,202546,42482,978717,non-compliant,no,in place,hazardous,container,14,291002,13948.49,11.67705412,Low
752,PortB,PortY,1,3,0,92,2,22,1587,14,regular,congested areas,706,383453,41493,1049325,non-compliant,no,in place,hazardous,container,10,416110,24798.32,33.19877255,Medium
753,PortC,PortY,0,1,6,96,0,20,1580,15,irregular,clear,707,363851,44182,725204,compliant,yes,not in place,non-hazardous,container,3,223523,23699.145,31.01844946,Medium
754,PortB,PortX,1,3,4,43,1,22,1747,13,regular,congested areas,864,364854,36214,1129132,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,428117,23595.4,30.81266092,Medium
755,PortB,PortY,1,4,5,69,2,16,1285,17,irregular,clear,804,441963,43515,1145165,compliant,no,in place,hazardous,container,11,253361,28312.355,40.16921096,Medium
756,PortA,PortZ,1,3,2,22,0,20,1636,16,irregular,clear,678,428601,37122,650248,non-compliant,yes,in place,hazardous,container,12,376117,27381.555,38.32287646,Medium
757,PortC,PortX,0,2,1,48,1,14,1738,18,regular,clear,754,396446,43508,844202,non-compliant,no,not in place,non-hazardous,bulk carrier,14,452320,25682.3,34.95223492,Medium
758,PortC,PortY,1,4,6,53,2,19,1144,13,regular,clear,870,402512,62174,1024364,compliant,no,in place,non-hazardous,container,9,330001,26483.495,36.541485,Medium
759,PortC,PortY,1,3,5,37,2,16,1563,14,irregular,clear,846,354005,51589,1046658,compliant,no,not in place,non-hazardous,container,8,247083,23354.815,30.33543661,Medium
760,PortA,PortX,0,0,1,49,0,17,1399,15,regular,congested areas,618,512023,51648,848225,non-compliant,no,in place,hazardous,container,16,399681,32749.275,48.97028369,Medium
761,PortC,PortZ,0,3,2,25,0,24,1483,16,irregular,clear,945,244959,34796,904175,non-compliant,no,in place,non-hazardous,bulk carrier,10,265901,16309.205,16.35976744,Low
762,PortB,PortX,1,2,3,59,0,24,1569,14,regular,clear,625,376650,6603,860392,compliant,yes,in place,non-hazardous,container,9,309575,23321.83,30.27000758,Medium
763,PortC,PortY,0,1,6,37,1,22,1402,13,irregular,clear,816,374029,66240,966562,non-compliant,yes,not in place,hazardous,container,9,376546,24949.915,33.49947633,Medium
764,PortB,PortY,0,1,0,77,0,15,1364,16,regular,clear,753,439365,31037,1129576,compliant,no,in place,hazardous,container,14,486067,27788.935,39.13095526,Medium
765,PortC,PortX,1,1,0,69,2,18,1506,16,irregular,clear,753,300124,28614,834343,compliant,yes,not in place,hazardous,bulk carrier,10,352655,19399.505,22.48968528,Low
766,PortC,PortZ,1,0,1,21,2,24,1282,13,regular,clear,773,228120,37602,1100123,compliant,no,in place,non-hazardous,container,23,352285,15297.94,14.35382259,Low
767,PortA,PortZ,1,2,1,25,0,20,1282,17,irregular,congested areas,691,383733,32664,832749,non-compliant,yes,in place,non-hazardous,container,12,423751,24469.805,32.54713033,Medium
768,PortC,PortZ,0,4,1,62,0,29,1635,17,regular,congested areas,937,390250,48538,822855,non-compliant,yes,not in place,non-hazardous,container,5,355037,25476.865,34.54473414,Medium
769,PortC,PortX,0,1,6,63,2,21,1270,15,irregular,clear,780,489845,22160,1072789,non-compliant,yes,not in place,non-hazardous,bulk carrier,9,413553,30536.3,44.58062737,Medium
770,PortA,PortZ,0,2,2,58,1,20,1633,15,regular,clear,730,271263,26956,1088290,compliant,yes,in place,hazardous,bulk carrier,15,457853,17644.92,19.00929118,Low
771,PortB,PortZ,1,3,3,45,0,18,1592,16,regular,clear,897,458236,46101,1077711,non-compliant,yes,not in place,non-hazardous,container,8,317226,29461.05,42.4477619,Medium
772,PortC,PortZ,0,0,0,71,0,20,1154,13,irregular,congested areas,874,540518,35208,752630,compliant,yes,in place,hazardous,container,11,22498,33956.545,51.36502398,Medium
773,PortC,PortZ,0,2,5,93,2,19,1364,15,regular,clear,872,333189,58221,880107,compliant,yes,not in place,non-hazardous,bulk carrier,16,268207,22259.815,28.16339505,Low
774,PortB,PortY,1,2,4,35,0,22,1738,10,regular,clear,675,270268,30412,1073448,non-compliant,yes,not in place,non-hazardous,container,17,470868,17705.23,19.12892207,Low
775,PortA,PortX,1,4,6,65,1,23,1303,16,irregular,clear,776,334773,28640,956231,non-compliant,no,in place,non-hazardous,bulk carrier,9,346623,21435.46,26.5282048,Low
776,PortC,PortX,1,2,6,99,2,16,1407,11,irregular,clear,783,366924,46661,788946,compliant,no,in place,hazardous,bulk carrier,10,316086,23930.125,31.4766213,Medium
777,PortA,PortZ,0,4,2,31,0,14,1592,18,irregular,clear,918,418436,38585,1018747,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,466678,26850.865,37.27019999,Medium
778,PortB,PortX,1,0,0,82,2,12,1656,14,irregular,clear,730,319681,55538,842778,compliant,yes,not in place,hazardous,container,18,339867,21411.595,26.4808662,Low
779,PortB,PortX,0,0,3,78,0,22,1449,14,regular,congested areas,962,481453,15027,1219178,non-compliant,yes,in place,hazardous,bulk carrier,6,140746,29899.03,43.31653886,Medium
780,PortA,PortY,0,3,2,90,0,15,1380,13,regular,clear,648,270810,38074,1181726,compliant,no,not in place,hazardous,bulk carrier,13,199469,17870.525,19.45680117,Low
781,PortB,PortX,1,4,5,58,0,11,1784,14,regular,clear,654,230456,31508,1040614,non-compliant,yes,not in place,hazardous,container,12,391864,15354.295,14.46560835,Low
782,PortB,PortY,1,4,0,11,1,21,1847,17,irregular,clear,753,455702,23215,1154151,compliant,yes,not in place,non-hazardous,container,7,343310,28658.89,40.85659765,Medium
783,PortC,PortX,1,1,2,62,1,29,1695,10,regular,clear,954,192803,66285,959718,non-compliant,no,not in place,non-hazardous,container,18,495465,14180.585,12.13743767,Low
784,PortA,PortY,1,1,0,16,2,19,1517,17,regular,clear,799,347503,46348,1064815,compliant,no,in place,hazardous,bulk carrier,16,276673,22786.145,29.20742303,Low
785,PortC,PortY,1,3,0,86,0,23,1338,15,irregular,clear,907,615366,39285,1171658,compliant,no,in place,hazardous,bulk carrier,19,319049,38624.36,60.62409994,High
786,PortA,PortX,0,0,6,29,0,20,1333,12,regular,clear,955,362114,47980,986824,compliant,yes,not in place,non-hazardous,container,17,261549,23696.04,31.01229038,Medium
787,PortC,PortY,0,1,3,39,1,19,1604,12,regular,clear,972,275235,35569,911721,compliant,no,not in place,non-hazardous,bulk carrier,12,297940,18182.505,20.07564457,Low
788,PortB,PortY,0,2,6,84,0,23,1583,18,irregular,clear,717,353448,29146,694306,compliant,yes,in place,hazardous,container,15,160809,22627.64,28.89301257,Low
789,PortA,PortX,1,0,4,76,1,18,1780,13,regular,congested areas,862,361507,51600,937529,compliant,no,not in place,non-hazardous,container,13,311431,23861.96,31.34140923,Medium
790,PortA,PortY,0,2,3,68,0,21,1630,12,irregular,congested areas,645,380092,32475,1073513,non-compliant,yes,not in place,non-hazardous,container,7,344813,24323.48,32.25688012,Medium
791,PortA,PortY,1,4,0,75,2,21,1199,17,irregular,congested areas,901,419799,42244,1091845,compliant,yes,not in place,non-hazardous,container,5,336366,26943.78,37.45450614,Medium
792,PortA,PortY,1,0,2,12,0,17,1710,15,regular,clear,955,295118,44040,1025654,compliant,yes,not in place,hazardous,container,13,564955,19651.835,22.99020697,Low
793,PortB,PortY,0,3,5,65,0,23,1300,13,regular,congested areas,999,511671,22047,868805,non-compliant,no,not in place,hazardous,bulk carrier,12,533348,31894.365,47.27448456,Medium
794,PortB,PortY,0,4,3,88,1,19,1423,15,regular,congested areas,788,383354,27588,653476,non-compliant,yes,in place,hazardous,bulk carrier,10,274910,24349.295,32.30808674,Medium
795,PortB,PortZ,1,4,4,26,0,16,1550,12,irregular,congested areas,909,415423,29824,875717,compliant,yes,not in place,hazardous,container,11,145606,26396.115,36.36815807,Medium
796,PortC,PortY,0,2,0,61,0,22,1899,17,irregular,congested areas,917,316752,42849,904348,non-compliant,yes,not in place,hazardous,bulk carrier,20,340079,20956.135,25.57741593,Low
797,PortB,PortY,1,4,5,16,1,16,2121,17,regular,clear,728,472293,51819,903060,non-compliant,no,not in place,non-hazardous,bulk carrier,1,387651,30574.72,44.65683727,Medium
798,PortC,PortY,0,1,3,14,2,20,1621,16,regular,congested areas,648,342633,48542,1042783,compliant,yes,in place,non-hazardous,container,15,263951,22555.63,28.75017356,Low
799,PortC,PortY,0,0,6,63,2,19,1463,15,irregular,congested areas,624,385649,29751,1247851,compliant,yes,not in place,non-hazardous,bulk carrier,16,268902,24528.57,32.66369656,Medium
800,PortB,PortX,0,1,6,70,1,24,1606,18,regular,clear,865,300764,48509,968529,non-compliant,yes,not in place,hazardous,bulk carrier,16,508255,20083.06,23.84558471,Low
801,PortB,PortZ,0,2,3,25,1,21,1677,14,regular,congested areas,717,286457,26523,917490,non-compliant,yes,in place,non-hazardous,container,5,324244,18552.775,20.81011199,Low
802,PortB,PortX,0,2,3,76,1,19,1435,12,irregular,clear,743,425867,36864,911116,non-compliant,no,in place,hazardous,bulk carrier,10,416225,27171.98,37.90716357,Medium
803,PortC,PortZ,1,0,3,68,1,23,1859,15,regular,congested areas,799,327359,50230,968657,non-compliant,yes,in place,hazardous,bulk carrier,10,256969,21780.405,27.21243757,Low
804,PortA,PortY,0,4,5,56,1,25,1546,19,regular,congested areas,756,298909,34052,825755,non-compliant,no,in place,hazardous,bulk carrier,13,344305,19502.725,22.69443243,Low
805,PortB,PortY,0,3,6,57,2,22,1599,12,regular,congested areas,947,314363,68058,968029,non-compliant,no,not in place,hazardous,bulk carrier,6,316366,21500.92,26.65805123,Low
806,PortC,PortZ,0,2,2,73,2,20,1633,14,regular,clear,733,420039,33820,1017621,compliant,yes,not in place,hazardous,bulk carrier,13,282462,26778.42,37.12649811,Medium
807,PortC,PortZ,1,0,4,59,1,14,1584,15,irregular,congested areas,999,322953,24858,981452,non-compliant,no,not in place,hazardous,container,7,465530,20724.335,25.11761754,Low
808,PortB,PortX,1,3,4,94,0,15,1667,14,irregular,congested areas,747,351143,41725,1018631,compliant,no,in place,non-hazardous,container,10,211112,22892.65,29.4186863,Low
809,PortC,PortZ,1,4,0,50,1,18,1376,13,irregular,clear,935,370202,50402,1015062,compliant,no,not in place,hazardous,container,18,380005,24262.475,32.13587062,Medium
810,PortB,PortY,1,2,1,81,0,17,1388,17,irregular,congested areas,670,212336,93245,684215,non-compliant,yes,in place,non-hazardous,container,16,314487,16024.89,15.79580032,Low
811,PortC,PortX,1,0,2,31,1,19,1279,19,regular,congested areas,832,251884,40326,1045530,compliant,no,in place,hazardous,container,12,391482,16815.205,17.36346884,Low
812,PortA,PortZ,0,0,6,63,1,20,1587,15,regular,congested areas,933,392694,29883,849347,non-compliant,no,not in place,non-hazardous,bulk carrier,5,315842,25047.98,33.69399802,Medium
813,PortC,PortZ,0,0,0,14,2,22,1655,13,regular,congested areas,898,312873,25918,785624,compliant,yes,in place,hazardous,bulk carrier,13,436719,20149.97,23.97830735,Low
814,PortB,PortX,0,2,0,26,0,19,1591,11,regular,congested areas,753,447339,18517,784332,non-compliant,yes,in place,hazardous,container,13,256029,27950.275,39.45098922,Medium
815,PortA,PortZ,1,3,3,87,0,21,1834,15,irregular,clear,689,450632,34746,1015031,compliant,no,not in place,non-hazardous,container,1,465755,28684.21,40.90682239,Medium
816,PortB,PortY,1,0,1,50,2,20,1498,17,regular,clear,933,424889,53086,916613,non-compliant,no,not in place,hazardous,container,13,347119,27653.82,38.8629412,Medium
817,PortC,PortX,0,4,6,90,2,12,1633,15,regular,clear,798,506439,45590,697704,compliant,no,in place,hazardous,bulk carrier,6,217149,32327.07,48.13279803,Medium
818,PortA,PortZ,1,0,1,44,2,16,1281,14,irregular,congested areas,760,364253,52984,1021705,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,418021,23923.175,31.46283528,Medium
819,PortA,PortY,1,3,2,49,2,19,1422,13,irregular,congested areas,625,418416,45160,734058,compliant,no,not in place,non-hazardous,bulk carrier,6,330115,26948.19,37.46325382,Medium
