Route,POL,POD,Total_Travel_Days,Leg_1_Travel_Days,Leg_1_Distance,Leg_2_Travel_Days,Leg_2_Distance,Leg_3_Travel_Days,Leg_3_Distance,No_Of_Travels,Vessel_Age,Vessel_Capacity,Port_Congestion_Level,Port_Security_Rating,Cargo_Value,Freight_Rates,Incident_Date,Recent_Incidents_10Days,Recent_Incidents_5Months,Older_Incidents,Risk_Score
Route 388,Singapore,Rotterdam,45,8,2367,9,1446,9,2919,30,11,3147,5,3,106806,447,2030-06-02,1,21,63,11389.69674555542
Route 389,Shanghai,Antwerp,31,5,1507,13,3831,13,4162,20,14,3186,4,4,118095,237,2030-06-09,1,21,63,12499.426030322244
Route 390,Singapore,Los Angeles,26,7,1857,1,3673,17,5495,64,5,2868,6,3,38881,453,2030-06-16,1,21,63,4557.8808160103745
Route 391,Shanghai,Hamburg,27,7,2597,9,4390,5,2687,63,14,3640,5,3,7812,429,2030-06-23,1,21,63,1608.2540208366574
Route 392,Mumbai,Rotterdam,35,9,2447,9,3846,9,4393,81,7,2055,6,3,59047,361,2030-06-30,1,21,63,6409.282347258114
Route 393,Mumbai,New York,30,8,1313,8,3679,2,3197,34,11,2789,4,2,171909,482,2030-07-07,1,21,63,17833.603210319456
Route 394,Shanghai,Antwerp,22,8,2175,15,2220,10,3495,63,7,3223,7,2,116713,523,2030-07-14,1,21,63,12415.709213335926
Route 395,Mumbai,Hamburg,34,7,1010,7,3060,11,3196,44,10,3228,4,2,129929,282,2030-07-21,1,21,63,13706.275472465619
Route 396,Mumbai,Antwerp,26,9,2023,12,4476,9,3268,73,13,3676,3,2,136928,219,2030-07-28,1,21,63,14504.959124573747
Route 397,Mumbai,Hamburg,39,7,2948,11,5715,8,6721,70,5,3599,9,0,70432,113,2030-08-04,1,21,63,7825.412632679912
Route 398,Hong Kong,Hamburg,35,5,1526,13,3902,3,4844,54,7,2857,1,3,169398,524,2030-08-11,1,21,63,17612.22602737755
Route 399,Tokyo,Rotterdam,27,9,1582,7,4327,11,5101,43,10,3649,3,2,68359,256,2030-08-18,1,21,63,7629.786813850645
Route 400,Singapore,Antwerp,36,8,2382,7,4952,14,4491,69,19,2642,3,2,170311,413,2030-08-25,1,21,63,17656.77370307757
Route 401,Hong Kong,Antwerp,30,6,1228,13,3189,8,2393,62,6,3465,10,3,122115,225,2030-09-01,1,21,63,12972.339826261354
Route 402,Mumbai,New York,34,6,1683,11,4366,11,4394,36,18,3905,8,1,10547,453,2030-09-08,1,21,63,1920.4639931267393
Route 403,Shanghai,New York,32,7,2298,5,3259,5,5072,23,18,3607,7,4,62599,229,2030-09-15,1,21,63,7039.584109184705
Route 404,Mumbai,Rotterdam,25,7,1682,8,4864,11,3146,44,9,3052,4,2,10753,180,2030-09-22,1,21,63,1742.1448053148417
Route 405,Tokyo,Rotterdam,26,7,1882,11,4151,8,4965,80,8,2834,9,2,158164,279,2030-09-29,1,21,63,16464.279555717923
Route 406,Mumbai,Los Angeles,35,7,2372,12,4298,7,4704,72,7,2235,5,2,98763,246,2030-10-06,1,21,63,10400.922696462347
Route 407,Shanghai,New York,28,10,2210,7,3217,7,5852,27,9,3155,6,3,-11417,359,2030-10-13,1,21,63,0.0
Route 408,Tokyo,Hamburg,27,9,2133,1,4707,8,3582,26,4,2442,5,4,118787,294,2030-10-20,1,21,63,12427.948150101489
Route 409,Mumbai,Antwerp,25,7,1830,11,6084,11,2902,75,9,2603,4,4,73141,362,2030-10-27,1,21,63,7930.7218060708265
Route 410,Tokyo,Rotterdam,32,8,2185,6,2992,6,3638,27,15,2404,4,3,25809,270,2030-11-03,1,21,63,3121.1398926987995
Route 411,Singapore,Antwerp,40,4,1938,3,3660,8,5435,60,7,2769,4,3,183898,233,2030-11-10,1,21,63,19012.48742375268
Route 412,Singapore,Antwerp,24,7,2228,1,4231,9,2171,37,9,2986,6,2,105364,241,2030-11-17,1,21,63,11191.766164397259
Route 413,Mumbai,Los Angeles,30,10,1751,12,4786,6,1931,82,3,3136,5,1,85328,504,2030-11-24,1,21,63,9267.296157234065
Route 414,Tokyo,New York,37,6,1908,10,3440,15,4089,34,11,2699,4,2,80028,322,2030-12-01,1,21,63,8610.858708517639
Route 415,Shanghai,Rotterdam,29,5,1505,9,1166,7,3557,72,11,3534,8,2,24336,101,2030-12-08,1,21,63,3204.308689211275
Route 416,Mumbai,Antwerp,32,5,1982,14,5359,7,4007,53,10,2895,0,4,34772,247,2030-12-15,1,21,63,4126.757365491451
Route 417,Singapore,Rotterdam,24,4,1594,11,4760,7,4945,55,9,2606,6,3,164245,309,2030-12-22,1,21,63,17023.33076815364
Route 418,Singapore,Hamburg,32,5,1442,14,2257,15,3447,10,8,3113,6,4,76305,484,2030-12-29,1,21,63,8324.98646337929
Route 419,Mumbai,Los Angeles,29,6,2129,5,3392,11,2126,5,12,3981,7,4,101103,402,2031-01-05,1,21,63,10967.195170558514
Route 420,Tokyo,Hamburg,34,4,2106,9,5568,7,6044,45,9,3167,4,2,-2216,207,2031-01-12,1,21,63,471.5362713690305
Route 421,Singapore,Rotterdam,35,7,2391,5,5447,13,3002,54,11,2818,5,1,34095,541,2031-01-19,1,21,63,4067.240489404635
Route 422,Tokyo,Rotterdam,42,8,1784,9,4938,10,2940,27,10,2236,6,4,130490,296,2031-01-26,1,21,63,13558.771574128397
Route 423,Singapore,New York,32,5,2204,9,3823,10,5103,28,14,2890,7,4,118885,424,2031-02-02,1,21,63,12543.352682577493
Route 424,Singapore,Antwerp,31,10,2275,11,4082,8,3615,61,12,3117,4,1,187668,184,2031-02-09,1,21,63,19457.47695798218
Route 425,Hong Kong,Antwerp,30,8,2222,10,3869,7,3936,61,10,2806,5,4,167147,60,2031-02-16,1,21,63,17332.20863803113
Route 426,Singapore,Hamburg,28,9,1587,11,5128,11,4482,47,16,2167,8,3,88464,159,2031-02-23,1,21,63,9340.771642972864
Route 427,Shanghai,Los Angeles,31,5,2074,12,3124,8,5083,65,11,2574,0,3,123647,-25,2031-03-02,1,21,63,12926.979233638709
Route 428,Mumbai,Antwerp,28,8,2182,16,3194,15,3666,26,15,3727,3,4,84169,511,2031-03-09,1,21,63,9246.397336086327
Route 429,Mumbai,New York,30,4,2003,9,5010,6,5519,42,12,3717,7,4,202740,321,2031-03-16,1,21,63,21087.491367166607
Route 430,Tokyo,Hamburg,36,8,956,7,3955,14,1864,82,2,2556,7,3,157450,207,2031-03-23,1,21,63,16333.132558708623
Route 431,Singapore,Hamburg,24,7,2080,10,5378,9,4759,51,15,3336,6,3,108484,345,2031-03-30,1,21,63,11595.800942107368
Route 432,Shanghai,New York,35,8,3106,7,3328,10,3160,52,10,2410,4,3,110019,318,2031-04-06,1,21,63,11558.428292848177
Route 433,Tokyo,Los Angeles,36,4,1819,14,3945,12,5372,96,9,3702,3,2,172242,362,2031-04-13,1,21,63,18067.820301591746
Route 434,Hong Kong,New York,29,5,1635,9,3077,8,4142,22,11,3122,3,2,128978,420,2031-04-20,1,21,63,13591.782735838091
Route 435,Tokyo,Los Angeles,19,8,2186,8,4007,12,3327,65,8,3474,8,2,177931,271,2031-04-27,1,21,63,18565.932610822496
Route 436,Tokyo,New York,26,5,2156,8,2521,1,4662,83,10,2142,3,2,-9682,212,2031-05-04,1,21,63,0.0
Route 437,Singapore,New York,36,7,2596,12,3512,7,4893,43,7,3338,5,2,123061,382,2031-05-11,1,21,63,13051.992555187222
Route 438,Hong Kong,Rotterdam,29,4,1371,9,2563,7,4641,67,15,2996,3,2,74228,380,2031-05-18,1,21,63,8114.401582348057
Route 439,Tokyo,Hamburg,25,8,2365,8,4693,6,2970,30,9,3425,6,3,187818,310,2031-05-25,1,21,63,19532.488065221933
Route 440,Shanghai,New York,27,4,2295,14,4716,9,3515,36,8,3457,3,2,177319,517,2031-06-01,1,21,63,18505.787987597236
Route 441,Shanghai,New York,34,8,1928,7,2269,11,3995,57,6,3032,4,3,101641,256,2031-06-08,1,21,63,10843.988296296027
Route 442,Mumbai,Antwerp,32,8,2169,10,5333,12,3958,65,11,2699,1,1,176781,210,2031-06-15,1,21,63,18291.554616448393
Route 443,Hong Kong,Hamburg,28,5,2514,11,6497,10,4749,72,10,3389,1,2,189155,341,2031-06-22,1,21,63,19679.635751431357
Route 444,Hong Kong,Antwerp,28,8,2436,5,4046,8,1985,81,11,2969,5,3,103720,232,2031-06-29,1,21,63,11048.673293825346
Route 445,Mumbai,Hamburg,28,7,1428,11,3358,11,4334,48,5,2563,2,2,223596,349,2031-07-06,1,21,63,22945.21833663974
Route 446,Tokyo,Antwerp,25,5,2410,6,6824,10,3710,73,3,2539,9,2,98432,216,2031-07-13,1,21,63,10421.903242986536
Route 447,Hong Kong,New York,38,4,1967,12,2681,12,3161,43,12,2261,0,1,89273,259,2031-07-20,1,21,63,9442.622569468916
Route 448,Shanghai,New York,28,3,2036,7,4020,12,3257,68,15,2744,3,3,143293,489,2031-07-27,1,21,63,14979.419721921075
Route 449,Shanghai,Rotterdam,36,7,2036,12,4179,10,3785,54,5,3551,5,3,82310,259,2031-08-03,1,21,63,9010.290298537297
Route 450,Singapore,Antwerp,37,3,1924,13,5345,7,398,58,16,3088,4,3,104266,220,2031-08-10,1,21,63,11113.282171819988
Route 451,Hong Kong,Los Angeles,34,7,2595,12,4359,8,3298,58,11,2735,2,4,170471,417,2031-08-17,1,21,63,17681.833149666367
Route 452,Tokyo,Rotterdam,27,6,1958,10,3501,8,3124,17,9,3402,3,3,100960,194,2031-08-24,1,21,63,10821.977987356744
Route 453,Mumbai,Antwerp,32,8,1440,9,3048,9,4532,27,8,2583,3,3,15249,230,2031-08-31,1,21,63,2093.8595460337797
Route 454,Mumbai,Antwerp,29,6,1803,8,3658,10,3194,52,4,3047,4,3,118365,357,2031-09-07,1,21,63,12525.0870486651
Route 455,Tokyo,Rotterdam,25,6,2089,14,2993,12,3784,16,13,2910,8,3,65185,393,2031-09-14,1,21,63,7169.063321302795
Route 456,Singapore,New York,31,8,2614,7,4047,9,5542,66,6,3389,5,1,143263,422,2031-09-21,1,21,63,15100.46077549233
Route 457,Mumbai,Antwerp,24,7,2301,6,3435,10,4994,67,6,2211,7,2,134809,225,2031-09-28,1,21,63,13998.551359864248
Route 458,Hong Kong,New York,35,7,1574,11,2505,10,4902,56,13,2574,6,4,173570,359,2031-10-05,1,21,63,17956.08620611666
Route 459,Singapore,Rotterdam,27,7,3242,7,5255,8,3500,27,2,2180,7,0,145376,253,2031-10-12,1,21,63,15026.359471406666
Route 460,Hong Kong,New York,31,3,2132,7,3502,7,4543,77,3,2870,0,2,154512,239,2031-10-19,1,21,63,16103.087494703348
Route 461,Shanghai,Hamburg,31,8,2637,5,2731,4,3766,90,9,3605,4,4,66545,420,2031-10-26,1,21,63,7481.4531919198325
Route 462,Singapore,Los Angeles,28,8,1924,8,3831,7,3803,52,11,2747,7,2,140199,245,2031-11-02,1,21,63,14637.473373821991
Route 463,Mumbai,Antwerp,32,4,2266,9,4068,11,4409,60,11,2744,3,2,198422,327,2031-11-09,1,21,63,20473.167462793506
Route 464,Singapore,Los Angeles,27,6,2419,10,2253,7,3403,54,8,3435,8,3,65567,315,2031-11-16,1,21,63,7317.803803970636
Route 465,Singapore,New York,34,6,2609,12,4331,9,5493,60,20,3534,7,2,189986,192,2031-11-23,1,21,63,19775.51120032893
Route 466,Singapore,Antwerp,23,6,2528,11,2952,11,3839,47,9,2955,4,3,72532,396,2031-11-30,1,21,63,7926.311716918635
Route 467,Singapore,New York,30,7,2436,9,5711,11,4618,49,9,3342,3,2,57401,356,2031-12-07,1,21,63,6485.3248317048165
Route 468,Hong Kong,Hamburg,39,9,1842,9,4523,6,5455,68,6,2461,2,4,114810,101,2031-12-14,1,21,63,12033.886491193143
Route 469,Shanghai,Rotterdam,24,9,1714,11,3600,12,5031,96,10,3688,3,4,135795,327,2031-12-21,1,21,63,14415.924428277616
Route 470,Tokyo,Antwerp,26,4,2166,13,3254,13,2591,21,12,4074,2,2,145587,222,2031-12-28,1,21,63,15422.528797518626
Route 471,Singapore,Hamburg,32,8,2466,10,3895,6,4444,47,14,3260,5,1,51911,409,2032-01-04,1,21,63,5928.647801863149
Route 472,Mumbai,Hamburg,30,9,1888,8,4612,7,4850,26,4,1957,2,2,121727,155,2032-01-11,1,21,63,12606.163924656155
Route 473,Singapore,Antwerp,31,7,2532,7,3974,13,4891,81,9,2720,6,2,65722,264,2032-01-18,1,21,63,7201.63631865482
Route 474,Mumbai,New York,32,9,2726,5,3782,9,2886,38,11,3306,6,3,25553,336,2032-01-25,1,21,63,3288.827295796565
Route 475,Hong Kong,Hamburg,33,11,1541,11,4058,3,3342,21,12,2789,1,1,53563,305,2032-02-01,1,21,63,5970.6027561975825
Route 476,Mumbai,Los Angeles,35,9,1581,11,3396,5,4994,62,10,3636,8,2,62454,376,2032-02-08,1,21,63,7059.9462085087625
Route 477,Tokyo,Hamburg,32,7,1929,11,3656,9,3238,84,12,3294,6,3,126079,148,2032-02-15,1,21,63,13340.880735654511
Route 478,Shanghai,New York,28,9,2153,9,1914,6,3700,63,6,2646,6,3,157610,465,2032-02-22,1,21,63,16388.38208495011
Route 479,Mumbai,New York,33,7,1737,14,4973,8,5575,54,16,3016,3,2,26339,352,2032-02-29,1,21,63,3316.4224341260474
Route 480,Mumbai,Los Angeles,39,7,2676,8,4298,10,3952,58,13,2553,6,1,117598,435,2032-03-07,1,21,63,12360.292205811536
Route 481,Shanghai,Hamburg,29,6,2212,12,3226,14,3273,78,4,2908,7,6,41165,387,2032-03-14,1,21,63,4791.551549983289
Route 482,Tokyo,New York,25,10,2019,9,5898,9,3122,32,5,2722,4,3,131454,298,2032-03-21,1,21,63,13749.584602546265
Route 483,Singapore,Antwerp,35,5,1282,8,4087,13,4332,47,5,3587,9,2,68863,171,2032-03-28,1,21,63,7664.782430581765
Route 484,Mumbai,Rotterdam,29,10,1342,11,2963,14,2666,40,12,4058,5,3,47433,243,2032-04-04,1,21,63,5619.2855493478255
Route 485,Shanghai,Rotterdam,19,7,2140,11,4856,14,3752,26,4,2284,7,2,139983,458,2032-04-11,1,21,63,14530.7805868514
Route 486,Hong Kong,Rotterdam,34,4,933,11,4398,10,4333,43,8,2038,5,3,70653,438,2032-04-18,1,21,63,7554.686846073306
Route 487,Shanghai,Hamburg,27,7,2506,10,4394,4,5299,72,11,2877,6,3,84201,238,2032-04-25,1,21,63,9076.015223622093
Route 488,Hong Kong,Los Angeles,29,2,1920,9,3574,11,4667,61,9,2240,1,3,-10999,18,2032-05-02,1,21,63,0.0
Route 489,Tokyo,New York,31,8,3621,17,4450,13,3285,62,11,3023,5,2,147327,278,2032-05-09,1,21,63,15415.98727858866
Route 490,Singapore,Antwerp,30,8,3153,13,3738,9,5178,52,5,3374,3,1,141045,271,2032-05-16,1,21,63,14846.354977446788
Route 491,Shanghai,Antwerp,33,5,1909,12,4555,15,3700,60,12,3747,3,4,100272,275,2032-05-23,1,21,63,10851.81098459625
Route 492,Mumbai,Hamburg,27,7,1946,10,2095,12,2764,33,7,3100,8,2,23620,352,2032-05-30,1,21,63,3052.9165647722357
Route 493,Tokyo,Rotterdam,32,10,2497,13,3566,11,3827,43,8,2903,4,1,160468,387,2032-06-06,1,21,63,16706.127654688313
Route 494,Shanghai,Hamburg,28,5,2851,11,5722,13,5438,53,10,2010,2,2,66686,399,2032-06-13,1,21,63,7155.594945867793
Route 495,Mumbai,Los Angeles,33,4,1180,10,3232,11,4165,55,10,3013,4,2,77332,344,2032-06-20,1,21,63,8413.400651768487
Route 496,Shanghai,Los Angeles,33,9,1106,9,3396,2,4012,56,10,3035,2,2,215602,119,2032-06-27,1,21,63,22223.60654626856
Route 497,Hong Kong,New York,25,10,1688,9,3552,8,5637,47,6,3319,7,3,64818,265,2032-07-04,1,21,63,7213.513797482397
Route 498,Shanghai,New York,35,7,2291,0,2785,13,2568,42,8,2645,3,3,137110,530,2032-07-11,1,21,63,14329.70143807618
Route 499,Shanghai,Los Angeles,27,9,2248,10,1791,7,2714,113,10,2782,6,3,128104,337,2032-07-18,1,21,63,13478.34192552026
Route 500,Shanghai,Los Angeles,34,9,2534,8,3769,9,2384,68,4,2260,7,2,119508,336,2032-07-25,1,21,63,12482.1961061121
Route 501,Tokyo,Los Angeles,31,5,1400,14,4135,6,4372,58,8,1854,3,3,114100,335,2032-08-01,1,21,63,11859.142520969262
Route 502,Shanghai,Hamburg,39,6,841,10,3947,15,4166,45,11,2445,6,3,118819,341,2032-08-08,1,21,63,12445.380866994261
Route 503,Mumbai,Los Angeles,28,9,2429,6,3855,15,5542,40,4,2214,2,1,113597,61,2032-08-15,1,21,63,11838.112112670458
Route 504,Hong Kong,Antwerp,28,10,1585,9,4043,7,4243,47,14,3168,9,3,97404,276,2032-08-22,1,21,63,10442.707541739528
Route 505,Hong Kong,Rotterdam,29,8,990,6,5022,10,3595,55,15,2740,6,1,175564,296,2032-08-29,1,21,63,18182.050579025083
Route 506,Shanghai,Los Angeles,28,5,2072,11,3809,7,4001,12,5,2730,4,5,34366,428,2032-09-05,1,21,63,4048.9605672731063
Route 507,Tokyo,Rotterdam,33,10,2396,10,3425,11,4117,18,15,2507,3,2,151072,304,2032-09-12,1,21,63,15670.246272044085
Route 508,Tokyo,Hamburg,21,5,1938,12,3718,11,2328,37,9,1383,4,2,141117,135,2032-09-19,1,21,63,14440.89045289177
Route 509,Mumbai,Rotterdam,24,6,1771,7,4579,12,6710,54,11,3754,4,2,134919,343,2032-09-26,1,21,63,14322.966092757208
Route 510,Shanghai,Hamburg,24,7,1920,10,5412,10,4519,45,8,2499,8,2,155848,219,2032-10-03,1,21,63,16147.626476498
Route 511,Hong Kong,Antwerp,34,10,1814,5,3371,18,4210,79,13,2793,2,5,95370,178,2032-10-10,1,21,63,10172.531862217158
Route 512,Tokyo,Hamburg,38,8,1325,12,4098,6,4615,20,11,2272,5,3,6551,216,2032-10-17,1,21,63,1154.489835964241
Route 513,Shanghai,Hamburg,29,7,1642,11,4338,4,4709,34,6,3485,4,1,96385,354,2032-10-24,1,21,63,10401.310880973348
Route 514,Tokyo,New York,29,7,2260,11,3007,8,3859,80,5,3071,4,4,50440,425,2032-10-31,1,21,63,5758.001351006198
Route 515,Tokyo,Los Angeles,30,7,2160,10,4020,5,3368,52,4,2586,4,4,63407,348,2032-11-07,1,21,63,6936.732051417496
Route 516,Hong Kong,Los Angeles,35,8,2084,11,2534,5,4599,67,10,2803,4,2,37879,363,2032-11-14,1,21,63,4436.6793396242765
Route 517,Singapore,Antwerp,25,1,1502,14,2230,6,4385,91,12,3839,6,3,76132,347,2032-11-21,1,21,63,8478.61507006457
Route 518,Mumbai,Antwerp,31,6,1909,9,4366,7,3190,36,12,2963,6,2,70168,310,2032-11-28,1,21,63,7679.074812564939
Route 519,Mumbai,Los Angeles,34,7,911,10,3616,7,5419,48,9,2909,5,4,-18878,369,2032-12-05,1,21,63,0.0
Route 520,Hong Kong,New York,32,4,2089,6,4202,11,4293,44,5,2529,-1,2,135011,58,2032-12-12,1,21,63,14051.875979200582
Route 521,Tokyo,Los Angeles,30,7,2714,7,3982,8,4729,10,7,2052,5,3,211016,311,2032-12-19,1,21,63,21567.579198659183
Route 522,Shanghai,New York,35,6,1262,10,3023,9,5391,43,14,2919,1,2,130311,195,2032-12-26,1,21,63,13673.18154840409
Route 523,Tokyo,Antwerp,16,10,1707,13,3954,12,4021,67,8,3162,6,1,89853,416,2033-01-02,1,21,63,9712.151868245403
Route 524,Hong Kong,Rotterdam,33,10,2164,9,2766,7,4316,60,10,3549,7,5,97262,285,2033-01-09,1,21,63,10514.391517278656
Route 525,Mumbai,Antwerp,26,6,2626,9,5390,9,4810,62,5,1875,3,1,78950,303,2033-01-16,1,21,63,8348.023111057044
Route 526,Tokyo,Antwerp,20,6,1775,8,2644,11,3275,42,11,2437,4,3,104502,149,2033-01-23,1,21,63,10992.730863685649
Route 527,Mumbai,Hamburg,32,6,1653,8,3804,4,4054,36,8,2709,3,1,98149,401,2033-01-30,1,21,63,10431.157025789118
Route 528,Shanghai,Hamburg,36,6,1015,10,2957,2,4125,75,14,2998,7,2,57947,362,2033-02-06,1,21,63,6485.879995049756
Route 529,Mumbai,Hamburg,29,7,2051,5,4570,11,3043,40,13,2927,5,3,184144,355,2033-02-13,1,21,63,19074.435726672895
Route 530,Mumbai,Hamburg,34,5,3021,13,3668,11,6317,55,8,2939,8,2,25642,218,2033-02-20,1,21,63,3221.2735232349664
Route 531,Singapore,New York,38,4,2138,8,3481,16,2592,53,9,3204,5,3,135916,222,2033-02-27,1,21,63,14298.317048389375
Route 532,Singapore,Los Angeles,36,8,1988,12,4853,10,2701,79,7,2548,5,2,94940,322,2033-03-06,1,21,63,10094.186694525219
Route 533,Singapore,Rotterdam,38,8,2161,6,4029,12,5314,69,4,3467,5,4,195041,230,2033-03-13,1,21,63,20273.474141341238
Route 534,Mumbai,Antwerp,33,5,1994,12,4516,9,4713,24,6,3216,6,4,117043,343,2033-03-20,1,21,63,12411.002125205961
Route 535,Hong Kong,New York,30,8,1593,12,3018,10,2974,26,10,2840,1,2,82004,83,2033-03-27,1,21,63,8809.677600207238
Route 536,Mumbai,Rotterdam,21,5,2411,11,2595,15,4607,61,11,3800,5,3,87614,251,2033-04-03,1,21,63,9594.98890665762
Route 537,Hong Kong,New York,28,7,2112,7,4107,3,5467,48,10,3778,4,3,101995,479,2033-04-10,1,21,63,11048.219093725224
Route 538,Hong Kong,New York,25,8,2008,10,3681,11,3969,40,8,3466,6,3,42860,343,2033-04-17,1,21,63,5052.368253963082
Route 539,Singapore,Antwerp,40,6,1512,6,4626,16,6598,70,13,1490,4,3,61656,316,2033-04-24,1,21,63,6549.268268163094
Route 540,Tokyo,Los Angeles,29,7,2651,9,3920,10,2275,53,10,3789,2,3,10752,498,2033-05-01,1,21,63,1925.3243972393248
Route 541,Shanghai,Hamburg,30,5,2332,13,4205,14,4693,51,12,3397,5,2,53851,66,2033-05-08,1,21,63,6115.023479539731
Route 542,Singapore,Los Angeles,32,6,1723,12,2376,8,5166,65,2,4003,2,3,104695,218,2033-05-15,1,21,63,11339.39248097301
Route 543,Singapore,Antwerp,30,6,2500,10,5888,9,4891,42,-5,3618,1,4,115008,259,2033-05-22,1,21,63,12282.283407229499
Route 544,Tokyo,Antwerp,38,5,1751,7,3835,10,3795,81,11,3789,6,3,1033,385,2033-05-29,1,21,63,958.5647691545649
Route 545,Shanghai,Antwerp,26,6,1608,11,4697,3,3709,34,4,3439,6,3,93139,387,2033-06-05,1,21,63,10072.592393639807
Route 546,Mumbai,Rotterdam,30,3,1620,10,3163,6,4444,63,9,3674,5,3,128170,213,2033-06-12,1,21,63,13623.871983537956
Route 547,Mumbai,Los Angeles,26,6,1114,3,4308,6,4815,78,8,3997,7,2,91854,399,2033-06-19,1,21,63,10084.112560951457
Route 548,Singapore,Los Angeles,23,6,2235,12,2697,12,4602,22,16,3108,3,3,68310,259,2033-06-26,1,21,63,7506.846168647408
Route 549,Shanghai,New York,26,6,1084,9,4452,12,5040,43,11,2213,2,1,79391,421,2033-07-03,1,21,63,8466.024615456734
Route 550,Singapore,New York,29,6,1385,13,3644,10,2981,72,10,2846,4,4,72961,196,2033-07-10,1,21,63,7939.242897931231
Route 551,Hong Kong,New York,27,6,962,6,4029,12,3772,73,13,3194,4,0,68163,287,2033-07-17,1,21,63,7536.249957230123
Route 552,Singapore,Antwerp,26,7,1956,0,4697,9,3059,46,11,3037,3,2,108691,250,2033-07-24,1,21,63,11543.915509560416
Route 553,Singapore,Los Angeles,22,8,1924,10,2767,13,3613,35,8,2376,4,4,215384,405,2033-07-31,1,21,63,22088.707091043492
Route 554,Mumbai,Antwerp,29,5,1836,10,3315,10,5015,69,14,2184,3,1,62815,247,2033-08-07,1,21,63,6795.736526647936
Route 555,Mumbai,Rotterdam,22,4,1478,4,4457,10,4107,73,5,2629,1,3,84092,295,2033-08-14,1,21,63,9016.291443511576
Route 556,Mumbai,New York,33,4,1413,7,6098,9,6606,26,11,3403,4,2,97415,350,2033-08-21,1,21,63,10486.566524136271
Route 557,Hong Kong,Antwerp,30,6,2232,18,3861,12,4193,25,3,3790,2,2,65632,354,2033-08-28,1,21,63,7385.847994064804
Route 558,Mumbai,Antwerp,22,6,1724,9,4591,8,4059,54,10,3458,5,3,154911,388,2033-09-04,1,21,63,16266.32739719421
Route 559,Shanghai,Rotterdam,28,5,2158,12,3893,12,4106,62,10,3528,3,3,-18544,321,2033-09-11,1,21,63,0.0
Route 560,Tokyo,Hamburg,26,4,1557,8,5942,6,3362,44,16,2959,7,0,73447,258,2033-09-18,1,21,63,8004.802120248432
Route 561,Shanghai,Los Angeles,31,6,2090,3,2252,6,3942,63,3,2128,8,2,140915,265,2033-09-25,1,21,63,14589.188835297953
Route 562,Shanghai,Hamburg,36,7,2651,9,4094,12,5127,35,7,2772,6,3,85295,302,2033-10-02,1,21,63,9146.993479654651
Route 563,Mumbai,New York,20,8,2293,9,2374,9,4113,7,13,2870,1,3,58958,324,2033-10-09,1,21,63,6526.585212409955
Route 564,Tokyo,Antwerp,30,5,1793,8,1493,8,3206,41,11,2751,8,4,122037,285,2033-10-16,1,21,63,12820.20732020158
Route 565,Tokyo,Rotterdam,29,6,2128,9,4297,12,3074,51,10,3027,8,4,145317,301,2033-10-23,1,21,63,15207.467110286145
Route 566,Tokyo,Rotterdam,33,5,1879,10,4139,8,3549,44,6,3220,5,2,110531,148,2033-10-30,1,21,63,11751.945722969922
Route 567,Hong Kong,Los Angeles,31,6,2003,9,3715,9,4073,26,7,3426,7,5,59938,366,2033-11-06,1,21,63,6746.692273141038
Route 568,Mumbai,Hamburg,26,5,1837,6,3893,14,5193,13,14,2860,3,3,122810,318,2033-11-13,1,21,63,12910.064689757724
Route 569,Tokyo,Los Angeles,28,8,1917,11,7098,14,2659,39,9,2048,1,2,79897,400,2033-11-20,1,21,63,8475.0709992133
Route 570,Hong Kong,Antwerp,26,3,2106,4,3741,14,3680,67,11,2758,3,2,137259,300,2033-11-27,1,21,63,14359.363339878038
Route 571,Singapore,Los Angeles,35,6,1503,3,4510,9,4144,75,9,3021,8,0,174162,126,2033-12-04,1,21,63,18086.494561516192
Route 572,Singapore,Rotterdam,30,7,1492,12,3350,13,2166,73,5,3611,2,4,-30278,264,2033-12-11,1,21,63,0.0
Route 573,Hong Kong,Rotterdam,39,7,1305,11,4295,7,3166,33,13,2716,4,4,105553,280,2033-12-18,1,21,63,11159.547539039382
Route 574,Hong Kong,New York,29,12,1199,9,3761,7,3320,26,12,3256,5,1,13213,374,2033-12-25,1,21,63,2041.9897498333546
Route 575,Mumbai,New York,26,7,1391,5,3589,2,3204,59,19,3145,3,2,222089,92,2034-01-01,1,21,63,22898.184242007756
Route 576,Mumbai,Antwerp,22,4,2079,7,5818,15,4191,62,5,3021,4,3,76593,304,2034-01-08,1,21,63,8340.080696478333
Route 577,Singapore,Hamburg,20,6,1553,9,5177,7,3839,58,13,3465,5,2,137318,351,2034-01-15,1,21,63,14505.752531109445
Route 578,Tokyo,Los Angeles,22,3,2256,5,4136,9,3444,9,4,2669,3,1,98234,233,2034-01-22,1,21,63,10402.43434842834
Route 579,Singapore,Antwerp,31,6,2017,7,1695,7,4427,32,10,2712,2,2,59845,307,2034-01-29,1,21,63,6589.018278491966
Route 580,Tokyo,New York,32,5,1015,11,3638,12,5723,49,13,2994,5,2,53897,237,2034-02-05,1,21,63,6054.3866721184995
Route 581,Tokyo,Los Angeles,22,8,2327,14,6703,8,5639,59,1,2679,7,2,179283,227,2034-02-12,1,21,63,18533.77461792492
Route 582,Mumbai,New York,34,5,2405,8,3769,6,2077,65,9,3254,6,3,147796,259,2034-02-19,1,21,63,15507.169482467078
