RouteID,POL_Code,POD_Code,Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,Carbon_Emissions,Cargo_Value,Route_Duration,Incident_Date,Average_Vessel_Age,Crew_Experience_Level,Days_Since_Incident,Recent_Incidents,Total_Recent_Incidents,Previous_Safety_Awards_no,Previous_Safety_Awards_yes,Training_Programs_irregular,Training_Programs_regular,Incident_Severity_critical,Incident_Severity_major,Incident_Severity_minor,Cargo_Type_hazardous,Cargo_Type_non-hazardous,Navigational_Risks_clear,Navigational_Risks_congested areas,Navigational_Risks_shallow waters,Regulatory_Compliance_compliant,Regulatory_Compliance_non-compliant,Ship_Maintenance_Records_overdue,Ship_Maintenance_Records_up-to-date,Insurance_Coverage_full,Insurance_Coverage_none,Insurance_Coverage_partial,Ship_Type_bulk carrier,Ship_Type_container,Emergency_Response_Plans_in place,Emergency_Response_Plans_not in place,RiskScore,RiskScore_Category
443,POL3,POD3,0.5825533594809743,0.38601228996938663,0.9791666666666666,0.42857142857142855,0.3863482558612407,0.2854746016679515,0.5050619738180655,2024-06-30 13:54:32.480646,0.36208384402322186,0.724167132528604,44,0,0.0,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,0.4832490604266352,Medium Risk
444,POL2,POD2,0.4170238708489039,0.09890004346733583,0.4583333333333333,0.7142857142857142,0.10884349203581478,0.4473589879747904,0.48950686780663166,2024-02-20 13:54:32.480646,0.46260181098469366,0.842449833181586,175,0,0.0,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,0.43882261108059795,Medium Risk
445,POL1,POD1,0.4094371835907741,0.6987822971238083,0.8749999999999999,0.07142857142857142,0.2704433202073859,0.7027764484750318,0.43156391309830666,2024-05-04 13:54:32.480646,0.7025906048460435,0.26661255075598966,101,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,0.526660386709553,Medium Risk
446,POL1,POD3,0.7092392663038268,0.4642433950821392,0.4583333333333333,0.5,0.1443531441038967,0.3228390572359043,0.20373030614807208,2023-12-24 13:54:32.480646,0.5134861752721941,0.5403436894152722,233,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,0.3879698248355255,Medium Risk
447,POL3,POD3,0.6631647041853453,0.5037313840207724,0.3541666666666667,0.3571428571428571,0.40961906851285607,0.5215315136389091,0.20290785272141798,2024-01-15 13:54:32.480646,0.519157505140954,0.36741193673511585,211,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,0.48496012515843423,Medium Risk
448,POL2,POD3,0.6193550741211794,0.5772648303254209,0.0625,0.21428571428571427,0.41387356017494575,0.4040042242523742,0.26834344158713963,2023-09-01 13:54:32.480646,0.49370315285567135,0.601222868117739,347,0,0.0,True,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,0.3910799687720484,Medium Risk
449,POL3,POD2,0.7629570046307105,0.6341455005507928,0.3958333333333333,0.2857142857142857,0.6222309911284984,0.5971727080434794,0.26394777400663316,2023-09-18 13:54:32.480646,0.47718896541200856,0.43678538890541896,330,0,0.0,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,0.4540620482024051,Medium Risk
450,POL3,POD2,0.5374981772328985,0.4189268042782548,0.9583333333333333,0.3571428571428571,0.7080009306272352,0.46284042923265295,0.27938479716293696,2023-09-11 13:54:32.480646,0.2370261210045851,0.7122683826690613,337,0,0.0,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,0.7211357469048739,High Risk
451,POL2,POD2,0.6950543103741763,0.344469441000547,0.6041666666666666,0.42857142857142855,0.539146384914527,0.4267407838817087,0.6020385511729482,2024-05-10 13:54:32.480646,0.5301309335542566,0.5602097077953226,95,0,0.0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0.5527184002644343,Medium Risk
452,POL1,POD3,0.6339688874775534,0.2566203710230519,0.08333333333333333,0.5,0.5411687947249315,0.5772209450773538,0.7916869617441957,2024-06-14 13:54:32.480646,0.4034930315322251,0.6077706756092428,60,0,0.0,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,0.6711596551014294,High Risk
453,POL1,POD3,0.4981536473478051,0.3538598678211855,0.4166666666666667,0.14285714285714285,0.9131659161555004,0.4401915579704046,0.4110684725708198,2024-03-06 13:54:32.480646,0.17600037307815636,0.5454267452278765,160,0,0.0,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,0.36118038923103757,Medium Risk
454,POL3,POD1,0.3869899730700074,0.17857577572913064,0.9374999999999999,0.5,0.6036540172526619,0.6085063327645495,0.3742631836055038,2024-05-13 13:54:32.480646,0.5217136591110713,0.6595449192252875,92,0,0.0,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,0.5713920407814289,Medium Risk
455,POL2,POD1,0.2223456475507155,0.33467001794206075,0.6249999999999999,0.42857142857142855,0.5538118190221051,0.14379838935399497,0.3071745297953091,2023-11-26 13:54:32.480646,0.5028349662190783,0.6062516219670891,261,0,0.0,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,0.41584101878847535,Medium Risk
456,POL2,POD2,0.44762215806224503,0.5283272805390237,0.9166666666666666,0.5714285714285714,0.7565423981255737,0.18859790149276606,0.3881560898074481,2024-03-05 13:54:32.480646,0.38769941957599857,0.4477133476488341,161,0,0.0,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,0.7602410343862992,High Risk
457,POL1,POD2,0.6173337519545709,0.4703339274327275,0.3125,0.14285714285714285,0.5506894049273092,0.5016907243573381,0.7210081921307787,2023-12-12 13:54:32.480646,0.28910323742038185,0.6477093120636591,245,0,0.0,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,0.32805740305552233,Low Risk
458,POL1,POD1,0.1995657456501604,0.602340156688326,0.6874999999999999,0.5714285714285714,0.540364117198191,0.2729991665536053,0.5140319743759133,2024-04-09 13:54:32.480646,0.38624277907290355,0.6372280456178157,126,0,0.0,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,0.7249355835752752,High Risk
459,POL3,POD2,0.5028249571326074,0.281876273672494,0.08333333333333333,0.3571428571428571,0.4653904985703882,0.7055223260173362,0.37505886427717594,2024-04-12 13:54:32.480646,0.7958275259173133,0.6753164293637889,123,0,0.0,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,0.4921641013178283,Medium Risk
460,POL1,POD1,0.5848769153599218,0.4115740961731955,0.3958333333333333,0.5714285714285714,0.5725121023263007,0.44501137113365535,0.34828735800639166,2024-02-12 13:54:32.480646,0.3486424297504167,0.49399019717395065,183,0,0.0,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,0.3829221430991465,Medium Risk
461,POL2,POD1,0.0628172051349351,0.1999331497728125,0.7708333333333333,0.2857142857142857,0.44906655099759113,0.2995138667483787,0.22565089791054072,2024-04-23 13:54:32.480646,0.3819485061156167,0.6412968087747247,112,0,0.0,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,0.6415873264966845,Medium Risk
462,POL3,POD1,0.4467627640904691,0.5998652651509603,0.0,0.42857142857142855,0.5149997342099262,0.31822044488463824,0.43064160947675356,2024-08-07 13:54:32.480646,0.493701103980166,0.5297415405350867,6,1,1.0,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,0.6415052395945656,Medium Risk
463,POL3,POD3,0.39540383582279315,0.49355586286603714,0.3541666666666667,0.5,0.37088491209256075,0.7367858723382861,0.3848899407491734,2023-08-22 13:54:32.480646,0.534939508664203,0.6178900704380327,357,0,0.0,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,0.6835746147621884,High Risk
464,POL2,POD2,0.37432413759406524,0.22869814913359587,0.3541666666666667,0.3571428571428571,0.7321074329738366,0.587131261952933,0.5425880246341228,2024-01-03 13:54:32.480646,0.47442275409191215,0.8370932318543077,223,0,0.0,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,0.36151630304185634,Medium Risk
465,POL1,POD3,0.3807022282807946,0.3945219604524578,0.8124999999999999,0.3571428571428571,0.4921766547792989,0.7038854133650578,0.45701709658663237,2023-11-02 13:54:32.480646,0.8091712720923796,0.5755595194840478,285,0,0.0,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,0.6429301674572917,Medium Risk
466,POL1,POD2,0.5562771517397748,0.29824679511802565,0.8333333333333333,0.3571428571428571,0.5244634777546662,0.34258090460801044,0.7015692244426963,2024-05-18 13:54:32.480646,0.5481984456726858,0.4052305294178451,87,0,0.0,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,0.3464127913552755,Medium Risk
467,POL2,POD3,0.5524578574394767,0.5448285957829496,0.375,0.42857142857142855,0.2998038150069449,0.44961722655241726,0.6981049589782451,2024-06-29 13:54:32.480646,0.5837231862233607,0.49994855824671625,45,0,0.0,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,0.5072174167406579,Medium Risk
468,POL1,POD2,0.4217734363064618,0.31451579422029574,0.10416666666666667,0.21428571428571427,0.489090158236611,0.4098613566688874,0.5642771631636765,2023-11-11 13:54:32.480646,0.44136753421428104,0.6039222105625897,276,0,0.0,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,0.45242435802460956,Medium Risk
469,POL1,POD2,0.8804805806543489,0.3312871286207334,0.7083333333333333,0.21428571428571427,0.7991964389391819,0.1598790614601338,0.45998269424952853,2024-04-10 13:54:32.480646,0.39550464116927886,0.26653031650277503,125,0,0.0,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,0.35897917529039913,Medium Risk
470,POL3,POD1,0.36318680735219966,0.47068396271896784,0.0625,0.3571428571428571,0.6396458170878607,0.5304665249912206,0.2239025020671339,2023-11-25 13:54:32.480646,0.24805538681350203,0.4435717013803515,262,0,0.0,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,0.3599145494343912,Medium Risk
471,POL1,POD3,0.4116552863592592,0.4269143160017659,0.0,0.5714285714285714,0.41516233535175245,0.4993643767830987,0.3621069407252814,2024-03-18 13:54:32.480646,0.43630935261723863,0.5100263851096009,148,0,0.0,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,0.5784568407111301,Medium Risk
472,POL1,POD3,0.4936765835603809,0.22210045323062844,0.7291666666666666,0.5,0.46326375031375483,0.15635794713833534,0.39029316408163883,2023-09-08 13:54:32.480646,0.5119175915084248,0.4708381676475911,340,0,0.0,True,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,0.5061262943975421,Medium Risk
473,POL2,POD2,0.2979413431828779,0.1943919769139275,0.5208333333333333,0.3571428571428571,0.47493691526411236,0.31973884492070676,0.3673791015128228,2024-06-29 13:54:32.480646,0.42815921180544064,0.6982182028882571,45,0,0.0,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,0.5473263682933219,Medium Risk
474,POL2,POD3,0.46751308006360914,0.7003120118117551,0.4166666666666667,0.5714285714285714,0.44146856882615876,0.525996710848694,0.5853358004876565,2024-07-28 13:54:32.480646,0.6714519297134662,0.5564477983862909,16,0,0.0,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,0.6486982867142247,Medium Risk
475,POL2,POD2,0.839717808521185,0.5030220766824115,0.6041666666666666,0.7142857142857142,0.49090534992736273,0.5826591365816256,0.5635310426480025,2023-10-01 13:54:32.480646,0.6334477392240585,0.6752073902649155,317,0,0.0,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,0.8175188784315487,High Risk
476,POL2,POD2,0.6290484836445137,0.7980243167417668,0.020833333333333332,0.5,0.7557628782833523,0.43039448557962207,0.5886124337490548,2023-11-29 13:54:32.480646,0.3439294464631654,0.6190385158133961,258,0,0.0,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,0.49225906671648706,Medium Risk
477,POL2,POD1,0.09740395820862846,0.38082718750728817,0.2916666666666667,0.3571428571428571,0.42636027680739425,0.48659076416834673,0.7121904733245434,2024-07-09 13:54:32.480646,0.3543748074098603,0.5805427622181167,35,0,0.0,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,0.45212037842305264,Medium Risk
478,POL2,POD2,0.5755895487800153,0.48272443054180847,0.9166666666666666,0.42857142857142855,0.38051986821636014,0.7891780843434109,0.6728278950856208,2024-02-29 13:54:32.480646,0.3343380234701838,0.4008304232585047,166,0,0.0,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,0.45699368197926343,Medium Risk
479,POL3,POD3,0.37672524621964265,0.48759082767345086,0.7916666666666666,0.42857142857142855,0.33303332748315523,0.47665854883286624,0.030792162835517944,2024-01-27 13:54:32.480646,0.23812831636751158,0.440341548341756,199,0,0.0,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,0.5469514765613246,Medium Risk
480,POL1,POD1,0.5964726304724621,0.12205211047915027,0.08333333333333333,0.42857142857142855,0.43298240543249206,0.6786308699054264,0.5051024735507426,2024-01-01 13:54:32.480646,0.6437714075118509,0.5071631896880854,225,0,0.0,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,0.3573912691872767,Medium Risk
481,POL3,POD2,0.4034795204076673,0.5390443265054025,0.12499999999999999,0.42857142857142855,0.9535942430819591,0.34110590230330234,0.4494116912561237,2023-10-13 13:54:32.480646,0.37860479875648784,0.4866948496791893,305,0,0.0,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,0.35719511953966415,Medium Risk
482,POL1,POD1,0.71505044564511,0.38721427839904476,0.3541666666666667,0.3571428571428571,0.7734763865537333,0.2893258304872523,0.3848567125005973,2023-12-18 13:54:32.480646,0.3733742853975847,0.35050348925442776,239,0,0.0,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,0.7473763500594764,High Risk
483,POL2,POD1,0.5501129906760202,0.3565211222110203,0.6041666666666666,0.6428571428571428,0.6615435970431456,0.5268473239029459,0.7223200608231501,2023-09-18 13:54:32.480646,0.6850387638690294,0.8580707832185688,330,0,0.0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,0.8985423195352911,High Risk
484,POL1,POD2,0.5546727511045051,0.3540944922722292,0.020833333333333332,0.21428571428571427,0.715634189719992,0.6084510759988149,0.4993870613124419,2024-04-25 13:54:32.480646,0.30985966436818596,0.293380045678046,110,0,0.0,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,0.29874989505778693,Low Risk
485,POL3,POD3,0.5475321770705699,0.49023139573799646,0.3333333333333333,0.3571428571428571,0.4220764984437872,0.5299340383659037,0.39447648408315816,2024-01-29 13:54:32.480646,0.4875838849553658,0.7616908628184542,197,0,0.0,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,0.6071973568023611,Medium Risk
486,POL1,POD2,0.6110018366982111,0.5514318853060015,0.04166666666666667,0.5,0.4513810250661821,0.7726380179900985,0.17873588534239437,2023-11-10 13:54:32.480646,0.5277123036323443,0.39739630280713234,277,0,0.0,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,0.6374279047572488,Medium Risk
487,POL1,POD2,0.5839188618684863,0.6836968031751643,0.2916666666666667,0.21428571428571427,0.7573534389469303,0.7476610426465633,0.5527118131289389,2024-01-30 13:54:32.480646,0.3832663297020402,0.5196063656295354,196,0,0.0,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,0.5606889163908306,Medium Risk
488,POL2,POD2,0.5738293781596906,0.5802666603165582,0.8749999999999999,0.2857142857142857,0.5284261391302518,0.5804054945522124,0.5135096371115242,2024-02-28 13:54:32.480646,0.490847592980092,0.7594823329276713,167,0,0.0,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,1.0,High Risk
489,POL3,POD2,0.3510245140505597,0.5123661111770553,0.49999999999999994,0.2857142857142857,0.4737129231908624,0.5121407010524262,0.8232423675984366,2023-10-09 13:54:32.480646,0.5919174388306606,0.6608278043849958,309,0,0.0,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,0.4390949164551231,Medium Risk
490,POL2,POD2,0.6950443651643835,0.22835569324925076,0.10416666666666667,0.21428571428571427,0.7642074087216899,0.5319733174442514,0.5196511222860787,2023-12-04 13:54:32.480646,0.4830393065151835,0.5339641557697586,253,0,0.0,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,0.5067686223555825,Medium Risk
491,POL2,POD3,0.5460409017384006,0.27295462851593444,0.4375,0.5714285714285714,0.3003141895245625,0.4824312553152365,0.37991920400262436,2023-08-15 13:54:32.480646,0.5702401427105537,0.3643649984780538,364,0,0.0,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,0.33062433086013665,Medium Risk
492,POL2,POD1,0.37445194294067286,0.5809158944000428,0.16666666666666666,0.42857142857142855,0.7297107453233975,0.454600260191419,0.15626089782026842,2024-07-02 13:54:32.480646,0.24721057341851616,0.4327232867588282,42,0,0.0,False,True,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,0.5183406336621191,Medium Risk
493,POL1,POD3,0.5803931804089788,0.4766857789958737,0.16666666666666666,0.2857142857142857,0.6037986722440987,0.5565686073606304,0.25037591684134974,2024-04-20 13:54:32.480646,0.4638550950558716,0.5319806345932302,115,0,0.0,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,0.563009726696103,Medium Risk
494,POL1,POD2,0.43014632375928574,0.6365844630573966,0.6874999999999999,0.2857142857142857,0.41309954429681134,0.6311250117977567,0.4367485757598736,2024-02-12 13:54:32.480646,0.7964297854558369,0.4795881197478179,183,0,0.0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,0.6004709322627186,Medium Risk
495,POL3,POD1,0.4974498343057048,0.6261892792295123,0.10416666666666667,0.21428571428571427,0.5229369345722246,0.4294791134197547,0.4262488104372826,2024-02-04 13:54:32.480646,0.5444074569785379,0.4588706912476963,191,0,0.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,0.5154084492409207,Medium Risk
496,POL1,POD1,0.8289951422717771,0.4474313027788511,0.6666666666666666,0.5,0.6197034673954316,0.2256945684384945,0.6437869655351458,2024-07-27 13:54:32.480646,0.323833106376434,0.5252798300574735,17,0,0.0,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,0.748043415564802,High Risk
497,POL1,POD1,0.6746178218169249,0.3323050429218535,0.0,0.3571428571428571,0.45328119224328783,0.22839552607236174,0.47700238043555065,2024-03-30 13:54:32.480646,0.6509161778071239,0.7550740711611855,136,0,0.0,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,0.4821495392002872,Medium Risk
498,POL3,POD3,0.8606103533437474,0.5568883174363526,0.8958333333333333,0.2857142857142857,0.6804556858288844,0.5435285267080403,0.2666942373388199,2024-06-17 13:54:32.480646,0.27463581190620895,0.6599946704487895,57,0,0.0,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,0.6256737647007423,Medium Risk
499,POL2,POD3,0.5217522608702269,0.39626008450285455,0.12499999999999999,0.3571428571428571,0.4034874283460132,0.4298246120613866,0.20331671144389007,2024-07-28 13:54:32.480646,0.641761325446366,0.6894844124450566,16,0,0.0,True,False,True,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,0.5376454093374593,Medium Risk
500,POL3,POD3,0.3116971922355476,0.36790923481996207,0.2916666666666667,0.21428571428571427,0.5993940048697088,0.5162030518047003,0.47072838788779714,2024-02-26 13:54:32.480646,0.7620073257063862,0.8486067549197226,169,0,0.0,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,0.40487520829266394,Medium Risk
501,POL3,POD2,0.5187926421141235,0.3693147034007255,0.7708333333333333,0.21428571428571427,0.300969253829337,0.33670463561395153,0.37795810955463915,2024-02-19 13:54:32.480646,0.7347681935697217,0.7834859519949414,176,0,0.0,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,0.5799309784370629,Medium Risk
502,POL1,POD3,0.39315493731074924,0.33406805599510625,0.5833333333333333,0.21428571428571427,0.44054776130187595,0.39311304500772554,0.32752882819043927,2023-11-05 13:54:32.480646,0.39529375618215384,0.5994321535457587,282,0,0.0,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,True,0.5271244949324818,Medium Risk
503,POL3,POD3,0.4241040448121143,0.43989416306458784,0.3333333333333333,0.6428571428571428,0.5456275635984438,0.48478795694138327,0.7312005019733834,2024-05-05 13:54:32.480646,0.6015362631611851,0.875343597936388,100,0,0.0,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,0.6462359451320292,Medium Risk
504,POL3,POD3,0.423531855053367,0.30687695070105336,0.6041666666666666,0.42857142857142855,0.4450921327270961,0.5175812636705097,0.5188150581909365,2024-02-08 13:54:32.480646,0.42365325920144103,0.6950144401074527,187,0,0.0,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,0.36481922703143255,Medium Risk
505,POL1,POD1,0.13554441065187728,0.538418694611617,0.375,0.21428571428571427,0.28362222588310876,0.5722785291279628,0.5602540608211443,2023-12-16 13:54:32.480646,0.4104143380288584,0.5201305174782913,241,0,0.0,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,0.5245926885912269,Medium Risk
506,POL3,POD1,0.6192237172908158,0.4902824604442958,0.6041666666666666,0.2857142857142857,0.7427258065633537,0.9210109931095825,0.7933237570088623,2024-03-30 13:54:32.480646,0.3977122186177444,0.7064794114624955,136,0,0.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,0.6561032756409401,Medium Risk
507,POL2,POD2,0.42350203948243836,0.37087564482655877,0.7708333333333333,0.5,0.6678726694413848,0.32316375842883877,0.4522481645088645,2024-04-08 13:54:32.480646,0.6670686546227221,0.3184929828156007,127,0,0.0,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False,0.5177042392720844,Medium Risk
508,POL1,POD1,0.5545302731461377,0.49352135100833616,0.0625,0.5,0.4211841944665446,0.40295357828495665,0.329471250685186,2024-07-09 13:54:32.480646,0.34917347100549984,0.5583569119597898,35,0,0.0,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,0.5558458708454956,Medium Risk
509,POL2,POD2,0.545585818144565,0.31671719625253936,0.8749999999999999,0.21428571428571427,0.6197751295732978,0.40299987267151677,0.6046074137405947,2024-07-31 13:54:32.480646,0.37082960203626625,0.33832427882424143,13,0,0.0,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,0.6773211718088709,High Risk
510,POL3,POD1,0.3798124046398108,0.45706977094657086,0.20833333333333331,0.42857142857142855,0.3521049446530357,0.7270158790224837,0.3464490121308197,2023-08-26 13:54:32.480646,0.6436596907940546,0.5673380342230828,353,0,0.0,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,0.7156690683368494,High Risk
511,POL2,POD2,0.3687902568520759,0.602499388229631,0.8541666666666666,0.2857142857142857,0.8516288832067724,0.5129159679099113,0.5755279302122546,2023-09-11 13:54:32.480646,0.18229064176528104,0.4934189307087755,337,0,0.0,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,0.6284272694108035,Medium Risk
512,POL2,POD2,0.33431762029853174,0.8473672657598014,0.8124999999999999,0.21428571428571427,0.40312834606929876,0.7144134433513976,0.11830609277236886,2024-06-04 13:54:32.480646,0.1478134372653046,0.3944963017101635,70,0,0.0,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,0.5820567763082416,Medium Risk
513,POL1,POD1,0.6547172881849456,0.3381435685700095,0.6666666666666666,0.14285714285714285,0.8493823014585662,0.4805894307920318,0.5522256444408539,2023-08-15 13:54:32.480646,0.42158566728905145,0.5323934497855193,364,0,0.0,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,0.4210607295295011,Medium Risk
514,POL2,POD1,0.14792273387036847,0.7768446525852298,0.6666666666666666,0.6428571428571428,0.7181605924417147,0.6036768234679954,0.4438460996342226,2023-11-14 13:54:32.480646,0.26770076969455725,0.8341760687666249,273,0,0.0,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,0.6964216057152113,High Risk
515,POL2,POD3,0.2038301482365894,0.43158432713110473,0.5833333333333333,0.21428571428571427,0.545011621083376,0.7214837150920532,0.7199531307707492,2024-05-12 13:54:32.480646,0.4923939586974667,0.44489833813187796,93,0,0.0,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,0.6189350242882944,Medium Risk
516,POL2,POD3,0.3379856437912633,0.575859503492714,0.2916666666666667,0.3571428571428571,0.18531871743278733,0.3507191624860157,0.6125986893911153,2024-05-21 13:54:32.480646,0.3557595272525206,0.6691369714283312,84,0,0.0,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,0.4270661152579296,Medium Risk
517,POL3,POD2,0.9648289073705897,0.2509938588691265,0.6458333333333333,0.14285714285714285,0.3384438007750477,0.5812774546684547,0.26554801296894226,2024-05-18 13:54:32.480646,0.28189683791642395,0.7178738681212218,87,0,0.0,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,0.6964484453474141,High Risk
518,POL1,POD2,0.24517685445876447,0.42373068638831113,0.7083333333333333,0.42857142857142855,0.47811828642536397,0.2992807363198769,0.40357925607524414,2023-10-21 13:54:32.480646,0.4765836807532124,0.635614843657201,297,0,0.0,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,0.6453039792474773,Medium Risk
519,POL2,POD2,0.466680566603613,0.29119576788302426,0.7708333333333333,0.21428571428571427,0.47350377768294366,0.5108987969688041,0.726337735006032,2024-06-01 13:54:32.480646,0.391251864755528,0.46423959499807854,73,0,0.0,False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,0.47693086592365513,Medium Risk
