RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,RiskScore,Scaled_RiskScore,Risk_Category
535,PortB,PortY,5,11,33,3,25.545551940289705,1884.2946007848404,7.450961785385261,regular,clear,8605.334122824948,663277.6246786081,49769.19494262722,1275863.9906974984,compliant,yes,not in place,non-hazardous,container,7.411629211952601,47260.77036274984,65.71513306215496,High
536,PortA,PortY,4,1,12,4,25.738991843392082,1984.4393408690294,11.357485203437488,irregular,shallow waters,9446.160411856334,383991.7037730898,40939.99246919386,981539.2903707771,non-compliant,yes,not in place,non-hazardous,bulk carrier,-1.2224976368555591,22101.530317182463,31.993773988327124,Medium
537,PortB,PortZ,6,8,0,5,22.686168464444396,1959.1007472602948,10.102770821248644,irregular,clear,10174.486397185552,718654.2505175789,26967.25512407927,916463.8795419461,non-compliant,no,in place,non-hazardous,bulk carrier,7.530672223337597,63305.12397273693,87.21965419275891,Critical
538,PortB,PortY,1,2,33,1,34.6637180417279,2644.865979119843,13.196852910715679,irregular,clear,10943.203932015105,345405.5818105958,48546.60287356577,1311822.250617624,non-compliant,yes,in place,hazardous,bulk carrier,15.32370839618121,8601.012317904666,13.898799167474749,Low
539,PortB,PortZ,4,14,28,5,18.833605903221176,2550.0453731530943,8.28958723537782,regular,shallow waters,12932.98580997068,451449.81565144914,47240.51739645738,1110307.9038510362,compliant,no,not in place,hazardous,container,19.750295268107276,27649.02731428291,39.42917894735585,Medium
540,PortB,PortX,5,2,47,4,32.440524088596526,1774.7301587116744,15.63197180744546,irregular,shallow waters,9971.0422826705,416408.2815220415,67099.08681407708,965170.4466462503,compliant,no,not in place,hazardous,bulk carrier,10.903711995346766,28504.85903464964,40.576264817079604,Medium
541,PortB,PortZ,5,18,46,6,25.659680466623847,1386.818991604221,5.218435691349525,irregular,congested areas,8876.328729620684,472753.90182327566,56674.46023983219,602187.6486342374,compliant,yes,not in place,hazardous,container,11.499590410543833,45061.595183706886,62.76754101468281,High
542,PortC,PortX,4,17,12,6,27.437973926879412,1970.2398941205329,9.34099239872775,regular,shallow waters,11392.678295397754,415109.71246759256,45868.78880523699,848900.1103265788,non-compliant,yes,in place,hazardous,bulk carrier,8.612682050957225,30575.652422146104,43.35178455698444,Medium
543,PortA,PortZ,9,7,47,5,25.51006179227806,2112.953041451186,6.602860578754134,regular,congested areas,10800.345757945617,407528.0336507051,51416.63024739276,834994.3846460785,non-compliant,no,not in place,non-hazardous,container,18.14641680682964,30420.572446201524,43.143928216947295,Medium
544,PortC,PortY,6,16,48,3,37.229323298210154,1741.8547779851494,13.702108353699533,irregular,clear,9614.344808350541,381325.3394488379,59070.17963669654,970723.874662573,compliant,no,not in place,hazardous,container,10.796704892851057,23452.153686809008,33.80403755504023,Medium
545,PortB,PortZ,9,7,28,2,30.081578008428885,1756.7073098222832,9.476598012368328,irregular,congested areas,10970.033449653654,564405.3628556221,55167.55026989867,1123703.6673509302,compliant,no,not in place,non-hazardous,container,16.46864357121268,40808.200743727764,57.06664381216859,High
546,PortA,PortZ,7,6,38,3,33.95189262521426,2474.7664907937597,9.656629845261435,regular,shallow waters,9233.702842548311,476204.200405942,66689.05834330784,1154250.6448644474,non-compliant,no,not in place,hazardous,container,13.241045097117379,30005.443040207738,42.587523184988164,Medium
547,PortB,PortX,6,6,23,5,36.502634292980034,1922.7345286564089,10.886476196170426,irregular,clear,8939.231961891135,450048.9580300492,42106.03580779782,1300007.137057862,non-compliant,no,not in place,hazardous,container,12.614526471313116,20452.22678642778,29.783184301135456,Medium
548,PortA,PortY,4,2,25,3,30.81702737011202,2198.6750557087216,9.990389627345426,irregular,congested areas,6201.365690413682,528225.6910582162,59750.34206953751,1186279.1675340435,non-compliant,no,not in place,hazardous,container,6.8987198640187355,34086.34514071664,48.05722595928337,Medium
549,PortC,PortZ,0,0,16,4,24.02188114572394,1720.9082906436665,8.812476887197331,irregular,congested areas,9344.153785208844,350536.448890944,45771.27664665895,739906.4170358032,compliant,no,not in place,hazardous,bulk carrier,20.912973171572926,25609.98595135637,36.69621698820688,Medium
550,PortA,PortY,4,3,6,1,28.89678624942114,1982.9178623825621,7.4867054987419035,irregular,congested areas,6474.954038298921,530637.2543966346,51936.164947669866,1206001.515908085,non-compliant,yes,not in place,hazardous,container,19.329668429673788,33195.19931090286,46.86280798561373,Medium
551,PortA,PortZ,9,4,12,3,26.288759932168986,1899.098493909646,10.33702680466686,regular,clear,8721.19230232806,490623.0598978754,44423.23005226828,1346664.941054672,non-compliant,no,in place,non-hazardous,container,23.370978218383453,24040.85370294938,34.59308223981938,Medium
552,PortA,PortZ,1,0,4,4,27.482479190563506,1797.3880283590136,10.757667265378958,irregular,congested areas,11158.961473194644,493696.2169970772,48579.918269862734,1336761.6154041204,non-compliant,yes,in place,hazardous,container,6.503050241809414,25475.763431271454,36.51631625243823,Medium
553,PortA,PortY,4,14,25,1,29.526881036753554,2346.5901234565076,11.390754472803458,regular,congested areas,6989.6606523288,551916.6750906946,52115.62060278955,757427.3101383513,non-compliant,yes,in place,non-hazardous,container,13.320152503017741,49418.85280555703,68.60764781351551,High
554,PortA,PortZ,4,4,48,6,29.32922178953868,1583.3368971100958,13.825453700613044,irregular,shallow waters,9620.310111667268,664352.4008793492,55932.53564277809,961780.6796043108,compliant,no,not in place,non-hazardous,bulk carrier,8.033429795415127,57404.40467320404,79.31081934985309,Critical
555,PortB,PortY,1,12,2,2,32.060545805101434,2090.0170476533867,5.652462191172016,regular,congested areas,10130.947335534598,532297.4741954859,50613.57141377324,1192194.7499139945,non-compliant,no,in place,non-hazardous,container,14.218308097867181,34468.982641188144,48.57008153541135,Medium
556,PortA,PortZ,4,7,6,5,32.786521468902436,1893.4635033528505,9.86456560529459,irregular,clear,9522.811591337533,480012.54921952175,25138.50321529764,768331.3932875742,compliant,no,in place,non-hazardous,container,13.461116142629916,38830.47133637237,54.41585931408716,High
557,PortA,PortX,3,7,48,6,29.329274118667712,2124.4473446107622,12.383475671642856,regular,shallow waters,9037.330345519013,381735.56124240655,49230.51241700439,655017.00321617,compliant,no,in place,hazardous,bulk carrier,9.930067764375398,32209.27913951814,45.541362343488636,Medium
558,PortC,PortY,0,4,38,2,32.01734459053959,1897.5270103344928,9.750955151122271,irregular,clear,10650.777627105277,260918.20743662235,64704.00762320152,1062791.1373541246,non-compliant,no,in place,hazardous,container,10.856901032456012,6900.568391278135,11.619665134378804,Low
559,PortA,PortZ,2,8,0,6,27.25320072532279,2260.157918575682,5.32365509261346,regular,shallow waters,10928.198401133206,512788.4167162862,49151.28203530622,864881.7145786595,non-compliant,yes,in place,hazardous,bulk carrier,22.453840800459602,42038.21851131255,58.715257630900474,High
560,PortC,PortZ,0,0,48,0,36.573899127982514,1718.0892205243545,7.417920850300158,irregular,shallow waters,10003.052257079258,374036.6659819133,64984.81840126714,673709.7865970766,compliant,yes,not in place,hazardous,container,11.323438857858473,31995.093278819473,45.25428537677281,Medium
561,PortB,PortX,4,3,16,6,27.17244355891177,2347.2659575025937,10.657139699354639,irregular,congested areas,9148.478164394144,245973.65457478538,48798.03255733045,1245904.0885505092,non-compliant,no,in place,hazardous,container,0.9871167147010702,-1768.7721215080664,0.0,
562,PortA,PortY,3,2,42,4,35.98593242311214,1991.3591915976735,10.584394589766681,regular,clear,11729.471866100217,464912.9576900743,34280.185792003875,1032862.5316235966,compliant,no,not in place,non-hazardous,bulk carrier,9.319244620674398,30237.79321103713,42.898946086761526,Medium
563,PortC,PortZ,6,1,24,1,22.61966454114139,1601.4492412954628,11.345039396682042,regular,congested areas,7378.519879503499,523948.1735761878,45670.45153935241,895861.533091508,non-compliant,no,not in place,hazardous,bulk carrier,6.52365463961743,41312.92539582211,57.74313488248154,High
564,PortC,PortX,4,7,2,6,28.09796371294577,2204.064636770847,8.437982112903631,regular,shallow waters,11374.75711695044,574430.3816535941,44415.66314583014,807263.1831615174,compliant,no,in place,hazardous,bulk carrier,7.401164200493239,50884.75956212689,70.57242767242671,High
565,PortB,PortZ,9,8,14,3,28.34510913193197,1940.3450769447047,10.519766469838595,regular,congested areas,10839.388782643311,606125.0713604522,47704.66937665178,1034913.2296686721,compliant,yes,not in place,non-hazardous,container,15.546738046744078,47935.840807219116,66.61994150695882,High
566,PortA,PortY,3,1,28,2,31.39495897374237,1487.6486221581367,8.10827338420735,regular,shallow waters,10398.053687626538,587571.2163595048,38146.81557597742,1103083.4397851054,compliant,yes,in place,hazardous,bulk carrier,16.454563630351977,42743.650444568346,59.66076009760373,High
567,PortA,PortZ,1,13,42,6,34.30908401609412,2099.740425127661,10.519915987287382,irregular,shallow waters,9980.209008546712,590257.5029604067,49911.78533096846,1065186.5345606897,non-compliant,yes,not in place,hazardous,bulk carrier,7.784761925000805,45162.23512434643,62.90243044573592,High
568,PortC,PortZ,3,13,31,1,23.75302398470236,2301.9787145833097,10.10642439420708,regular,clear,6220.062402175303,353192.9987411347,46717.40159333162,696217.3357462237,compliant,no,not in place,non-hazardous,container,9.246576353921403,26836.704136726006,38.340408320549294,Medium
569,PortA,PortZ,1,3,25,4,24.460084789785462,2384.6407221080394,8.358279959674192,regular,clear,12774.704724023457,485040.4362593242,62878.61857378591,1095370.4128474072,compliant,no,in place,hazardous,container,8.509205749143067,33223.66400737952,46.90095970438895,Medium
570,PortC,PortZ,7,5,15,0,22.99045966141881,1886.49443522007,13.116367261525374,irregular,clear,11677.342097770383,557983.5566594612,37897.62878088326,1138889.9018693995,non-compliant,no,not in place,non-hazardous,container,19.590521151975686,38454.5613063856,53.91202068153391,High
571,PortA,PortX,2,10,24,2,36.60092098599209,2043.5954165977214,6.588728099675226,regular,clear,8077.219648211389,504637.46151453006,52456.686866346485,931319.1858595331,non-compliant,yes,not in place,non-hazardous,bulk carrier,16.60399426377976,38695.99935799646,54.235624225111124,High
572,PortC,PortX,8,2,27,5,31.488024713985613,2015.1609028378734,9.716758033978945,regular,congested areas,11517.619370031243,484485.0723417499,54110.281226174426,1207922.0763897835,compliant,yes,not in place,hazardous,container,15.38470366825123,28784.710787791624,40.95135490080428,Medium
573,PortA,PortY,3,7,8,1,24.578143957714385,2446.940789471406,8.31418887135138,regular,clear,10377.679399047242,502809.0019912309,57749.80889007615,829616.521411523,compliant,yes,not in place,non-hazardous,bulk carrier,6.839713433063072,42478.6703301234,59.305602725185544,High
574,PortB,PortX,5,2,0,5,27.784525630219647,1756.853425288005,13.668404071712548,irregular,clear,8833.9959410871,524553.3998209151,46364.12123181571,1258116.9572062006,non-compliant,no,not in place,hazardous,bulk carrier,3.4537033465134055,30898.806643797696,43.784913678722624,Medium
575,PortA,PortX,9,13,28,1,35.908806978307474,1860.6021643386375,11.196796015240837,regular,clear,12383.587434779094,492310.62945643393,52208.00994592536,1026463.1368861288,compliant,yes,not in place,hazardous,bulk carrier,18.15238642509148,35163.04512409212,49.50034533365357,Medium
576,PortA,PortY,4,12,21,1,28.609403848443808,1749.583907165058,8.70137924925922,irregular,shallow waters,9138.32148231826,415372.0642590933,53532.781254462825,900766.1055966888,non-compliant,no,not in place,hazardous,bulk carrier,21.594583707980252,29119.235996588483,41.399724750793986,Medium
577,PortB,PortX,9,12,15,4,28.314059311044137,1565.2548430661338,9.440569421359255,irregular,shallow waters,12712.25319919244,329717.5892862376,33516.361995056526,936310.3019338448,non-compliant,yes,not in place,non-hazardous,container,3.2171520233274222,16943.864522877964,25.08086644749766,Medium
578,PortA,PortX,0,1,40,4,26.093516465884708,2074.3361543156248,13.722514747961057,regular,clear,11068.560729900255,479597.28385287576,46722.994085445345,1199856.976685993,non-compliant,no,in place,non-hazardous,container,23.207433925615156,27807.261219760774,39.64126255300567,Medium
579,PortB,PortY,8,12,43,4,24.875038430906187,2480.389499533276,8.10744873653994,irregular,shallow waters,11913.117452848708,505748.27543052746,49673.3493613301,1047448.4699830752,compliant,no,not in place,non-hazardous,bulk carrier,11.469939234032813,36016.88665529236,50.6447637188513,High
580,PortA,PortY,0,18,40,6,35.916619052215786,1940.4546624454817,6.471103655538883,regular,shallow waters,11158.170746146896,504657.9581475942,50845.78220117456,1129013.4653015113,non-compliant,no,in place,non-hazardous,bulk carrier,12.84087214503264,33242.39956883415,46.92607129735111,Medium
581,PortC,PortY,7,5,6,3,38.3695079437103,1735.4310135370597,10.582013724927629,regular,congested areas,11065.461575519084,595292.1063582212,50723.38992295474,1214933.860545082,compliant,no,in place,non-hazardous,container,5.410570278452031,41455.44287402829,57.93415349227193,High
582,PortC,PortZ,8,15,13,1,25.07402798606326,2056.0579106696205,10.62728073481564,regular,shallow waters,10430.460863292867,613060.6301022926,54375.21292307965,894804.5868133365,compliant,yes,not in place,non-hazardous,container,3.126206746754878,53418.74098512813,73.96876624611461,High
583,PortA,PortZ,8,1,28,2,37.0247116460906,2176.7354536317966,11.33206914677972,regular,congested areas,8546.362105889462,489597.71962307574,69376.04926994162,1025459.6672158726,non-compliant,yes,not in place,non-hazardous,bulk carrier,0.6809856014352054,35463.84811382705,49.903516717565054,Medium
584,PortA,PortY,0,7,18,5,27.563052918549474,1953.0910587690282,11.345251521743904,regular,shallow waters,10125.051444689616,490313.5163503191,44045.71426255014,955108.8079366025,non-compliant,yes,in place,non-hazardous,bulk carrier,17.154111862158665,36015.13918681425,50.64242155700883,High
585,PortA,PortY,1,16,18,4,32.66823997684443,2421.0605995862534,13.541411301467598,irregular,clear,11832.781688082334,557312.8599570651,53811.71772553241,1203411.5955912676,non-compliant,no,in place,non-hazardous,bulk carrier,11.586317341106819,37801.50441003137,53.03671737119085,High
586,PortC,PortY,0,1,1,6,37.05106902407204,1756.2914317137433,6.563725019247928,irregular,shallow waters,11438.519423171234,542654.8379517975,63013.03185999378,923508.916265888,non-compliant,yes,in place,non-hazardous,bulk carrier,14.30391203857208,44879.3212422829,62.523236138326155,High
587,PortA,PortZ,9,9,40,4,29.274617021481838,1913.9091090462912,7.594393610709334,irregular,shallow waters,11002.506929720596,455744.17981986655,32013.613800387233,1009566.3528723742,compliant,no,not in place,non-hazardous,bulk carrier,17.66558476071375,29505.196210128404,41.917033815989065,Medium
588,PortC,PortZ,1,15,44,5,28.360290398663203,2088.7963714528887,11.324406667892374,irregular,congested areas,5808.493373808004,565901.3836138776,52681.310797641105,1459144.9202295064,compliant,yes,not in place,hazardous,container,11.521002259938344,29790.208584087657,42.29904076792231,Medium
589,PortB,PortX,9,5,14,5,34.00540481894093,2117.889125785348,7.788748996571119,regular,clear,9573.551762185483,485362.5591050518,33196.20693508287,1257023.2548466155,non-compliant,yes,not in place,non-hazardous,bulk carrier,20.447332883330738,25485.529087547613,36.52940532831189,Medium
590,PortC,PortX,7,1,2,1,24.450235814818754,2014.1684276894482,7.086824053481273,regular,congested areas,9363.421557300395,487488.9261299772,71855.77740462535,792954.3779609159,compliant,no,in place,hazardous,container,7.872929691788172,42486.673335348205,59.31632928975452,High
591,PortC,PortY,4,1,10,4,35.73530688920215,1616.4740232928555,13.731689104570542,irregular,clear,7793.484863876774,543361.379508864,55220.50734297882,1180395.2214716035,non-compliant,no,not in place,hazardous,bulk carrier,9.911936373220502,35911.08463563209,50.50295546513465,High
592,PortB,PortZ,6,12,45,5,30.714046962212915,2701.403421261899,6.760115736671425,regular,clear,11807.515242274534,469883.33802567434,53870.9065780436,1137753.857671328,compliant,no,not in place,hazardous,container,7.4858912506218065,29353.823092979343,41.71414584209705,Medium
593,PortC,PortZ,1,14,29,3,27.111247459229116,1929.20902548617,9.297455925778708,irregular,congested areas,5949.382613780903,509467.25074900035,31266.259709294976,779872.7324330217,compliant,yes,not in place,hazardous,bulk carrier,16.17753128376993,41774.93696726553,58.362376881392876,High
594,PortA,PortZ,7,1,39,3,26.979161983420727,2033.0802555753971,9.881265097537192,irregular,shallow waters,11673.271495802624,529754.4306441549,44955.08180543807,977988.8528420788,compliant,no,not in place,non-hazardous,container,17.567800354400855,40463.67586004389,56.6048712271648,High
595,PortA,PortY,5,6,17,4,23.08268744085817,2185.028327951894,12.618273283926555,irregular,clear,12658.476498806458,581717.855946621,45002.03941425227,810459.3877565572,non-compliant,yes,in place,hazardous,container,9.735387730275558,51959.93915776222,72.01350924514534,High
596,PortC,PortX,7,2,47,6,27.319139166880053,1809.0483912051411,6.262393883435059,irregular,shallow waters,9580.316523462263,574814.0580275275,67664.55553918789,521479.64509614423,compliant,yes,not in place,hazardous,bulk carrier,5.0342632422589695,60797.3124416227,83.85839157206667,Critical
597,PortA,PortY,0,7,1,5,28.679811190027994,2017.0779262612327,10.830950303012498,regular,congested areas,9851.322112044638,526704.447676833,57292.012368557655,970805.6950914501,compliant,yes,not in place,hazardous,bulk carrier,18.153056671208617,40863.60464816978,57.1409026114168,High
598,PortC,PortX,0,13,31,1,24.69353234144259,1796.8429287040117,8.219245883479845,regular,congested areas,11935.118471386677,239123.12655598109,33470.73302583777,898781.9740985611,compliant,no,in place,non-hazardous,container,7.596254360854454,7093.696088545963,11.878517485041016,Low
599,PortA,PortX,6,6,7,1,29.77267511935498,2124.665222442269,11.2552224251849,irregular,congested areas,8472.690693151337,524335.0819721203,54695.02252351967,779819.5229360779,compliant,yes,not in place,hazardous,container,9.985995233779843,45868.03776773475,63.84842978156035,High
600,PortA,PortY,7,6,21,6,32.36458542262748,1917.1932054333292,8.186384547946282,irregular,congested areas,11321.552953544913,539788.592894591,34970.95716427765,998082.7466655208,non-compliant,no,in place,hazardous,container,6.63371692141356,40218.15468776466,56.275795007228915,High
601,PortC,PortX,2,0,5,1,28.932639320002906,2080.6155581914004,13.144612512371555,irregular,clear,8164.371304647135,560092.8847130378,33706.667923557085,575877.5088682473,compliant,no,in place,non-hazardous,bulk carrier,13.437292807284148,54626.03062007417,75.58691716054568,Critical
602,PortA,PortX,4,16,11,0,33.31362913259633,1686.0387960543194,8.19805996314749,irregular,congested areas,7565.116188761266,404397.5037267952,54534.22083693577,1008254.9878686079,non-compliant,yes,not in place,non-hazardous,container,8.150189612477062,24322.806558704677,34.97098846725691,Medium
603,PortC,PortZ,0,8,46,4,25.964300085103318,1751.3250697981384,5.076040588220167,irregular,shallow waters,10591.981453299739,287792.39475801075,57447.691309864415,1003079.6242222275,non-compliant,yes,in place,non-hazardous,bulk carrier,15.507036787686706,11325.958233167183,17.551090711213845,Low
604,PortA,PortX,6,12,39,1,35.0169138210997,1590.4577969429595,8.422301500517397,regular,shallow waters,9946.626037410928,580617.0010783667,54587.53590032237,1135747.9106441194,compliant,yes,not in place,non-hazardous,bulk carrier,9.20120120138732,42104.79731062333,58.80449433257338,High
605,PortA,PortY,4,18,35,3,30.60907352887429,1786.8409762021377,9.47739977886221,irregular,clear,6557.99137765804,377547.3406537043,68795.82582081316,679364.1528257583,compliant,yes,in place,non-hazardous,bulk carrier,14.689222990038363,31864.64424503534,45.079442309132396,Medium
606,PortB,PortY,7,18,14,5,37.72628584877371,1227.942726890558,12.164707746324618,irregular,congested areas,12830.621904839245,622216.9544317815,53687.52536327711,1427884.8511716654,non-compliant,no,in place,non-hazardous,bulk carrier,7.376575390223565,38752.46319020851,54.311303663649745,High
607,PortB,PortX,7,16,27,2,42.07108656119367,1907.869938293652,7.483170338870158,regular,clear,9170.565923232713,442134.811419117,51700.9420877307,1351160.4450833763,non-compliant,no,not in place,non-hazardous,bulk carrier,18.13131438717741,18734.654892396848,27.48109336083554,Medium
608,PortC,PortZ,8,9,48,6,27.648782038483596,1839.7279184111221,7.522707745771848,regular,clear,11021.359838718105,397282.7041648097,37839.905616582495,845357.0463668391,non-compliant,no,in place,non-hazardous,bulk carrier,9.500486991010247,27838.663392422663,39.68335142127482,Medium
609,PortB,PortZ,6,9,44,2,27.85468061549271,2045.2732890875209,11.921155807417968,regular,clear,13210.3665026663,534962.1972535986,58576.13678652749,1291947.7711334224,compliant,no,not in place,non-hazardous,container,12.450341018762167,33003.91245539312,46.60642294659567,Medium
610,PortC,PortX,0,3,17,1,28.768789390256412,2013.382317330287,7.249549764075589,regular,congested areas,10495.208752558725,561617.6085004386,33485.557496358095,1171414.422548505,compliant,no,not in place,hazardous,container,6.060498105829584,37377.71590275098,52.46870639790706,High
611,PortB,PortX,2,7,1,2,32.978511250877574,2377.123930544321,9.642033117216618,regular,shallow waters,12546.584131734182,555657.8022075578,70203.69073817917,912114.9748427373,non-compliant,no,not in place,non-hazardous,bulk carrier,11.919599436698075,47697.640724565164,66.30067786846891,High
612,PortA,PortY,7,19,12,2,36.62984985237545,2778.2930554322334,9.682697633061975,regular,shallow waters,8273.891907310035,550161.040593591,58707.97942259879,878629.3988337471,non-compliant,no,not in place,hazardous,container,6.246062613459283,46434.6762169429,64.60790497143802,High
613,PortC,PortX,2,19,44,0,26.735957579150984,2341.2617039451907,10.435159072685924,regular,clear,12841.970707660095,429220.96927467006,77897.97353294396,893755.0829842726,non-compliant,no,in place,hazardous,container,11.780525415115976,33710.5737942556,47.553573206627945,Medium
614,PortC,PortZ,7,17,14,3,31.906221332390363,1864.0677231874736,8.5003035792348,regular,clear,8348.271008033753,347309.0203712805,53893.28108574606,1565273.7753938744,compliant,no,not in place,non-hazardous,bulk carrier,7.192335492353578,916.5806074384054,3.5992241199925057,Low
615,PortA,PortX,0,13,19,6,29.320363550721165,1851.9827750870331,8.146011226650874,regular,shallow waters,8857.717024743637,461033.56047008827,59201.66061090669,1272023.8857822805,compliant,yes,in place,non-hazardous,container,11.223239402704614,23854.57742745711,34.3434129667637,Medium
616,PortC,PortY,4,17,28,3,33.090545512702946,2260.5989127067146,10.669788883504584,irregular,shallow waters,7090.669178024913,385429.2211984511,47228.288900173284,959445.4212234928,non-compliant,yes,not in place,non-hazardous,bulk carrier,14.329605106486154,23015.33403842,33.218560720797605,Medium
617,PortC,PortY,3,13,41,0,37.54728846703845,1494.9965916281503,8.208008293660429,regular,congested areas,10536.849109831883,543254.8684899437,49567.204121118666,976715.519994044,compliant,no,in place,non-hazardous,bulk carrier,5.138307965980205,42109.70340225767,58.8110700509715,High
618,PortB,PortY,4,19,28,0,28.798358812834927,1905.4391221509563,7.280061619761651,irregular,clear,11261.855028685852,587424.7810817079,39484.66091176694,1169489.6421362623,non-compliant,no,in place,hazardous,bulk carrier,11.782357250118222,41116.70936904804,57.480143191043155,High
619,PortC,PortY,7,14,2,2,21.650661666631347,1928.5541194868426,12.455599975703372,irregular,congested areas,11533.616770787039,517269.6650118802,35522.91351432331,1160728.8496965277,compliant,yes,in place,hazardous,bulk carrier,14.041547948517584,32718.20364009149,46.223482542438205,Medium
620,PortA,PortY,9,3,18,4,33.719508384401465,2175.2394454456435,10.976190762758364,irregular,shallow waters,7136.82748056923,499905.51855605847,51894.978069133205,808624.7645235381,non-compliant,yes,in place,non-hazardous,container,14.02035858824523,41611.90586848683,58.14386351564096,High
621,PortB,PortX,3,12,2,5,25.83647390697274,2184.159903842234,13.53500479153068,irregular,shallow waters,10749.952492926062,468956.74214882683,49508.17493826168,1059507.727044048,compliant,yes,not in place,hazardous,container,21.591912052520055,30913.0608717776,43.80401886390151,Medium
622,PortB,PortX,3,7,13,5,29.28442131518111,1776.6318378820913,11.567935302433892,irregular,shallow waters,10823.964736017417,598034.9269538795,39240.262839015086,889491.2943313294,compliant,no,not in place,non-hazardous,bulk carrier,8.277457801821216,50647.01123998748,70.25376953626906,High
623,PortA,PortX,2,17,39,2,33.93515418435807,1875.6882014884447,7.463712696737003,irregular,shallow waters,11229.543419151856,316953.1261355666,41012.68257678353,1030439.956263216,compliant,yes,in place,hazardous,container,11.98595745964753,12934.355543233465,19.70685309226715,Low
624,PortA,PortX,6,11,3,5,31.48697426765554,2133.531276449812,10.192738480119992,irregular,congested areas,8454.542426862998,379384.89600031753,50324.69990707976,990397.3733718297,compliant,yes,in place,hazardous,bulk carrier,20.738608954519595,21829.944034322853,31.62976225557017,Medium
625,PortB,PortY,2,13,10,0,29.491399872234776,1760.3238032243705,7.968743490563508,irregular,shallow waters,4989.392538311599,682673.3302733586,39068.78250218417,1203528.8944487534,compliant,yes,not in place,non-hazardous,bulk carrier,5.13371891818594,50198.19608043751,69.65221491357177,High
626,PortC,PortZ,2,1,30,3,27.120591437708395,2361.835530432285,6.696780806563432,regular,clear,11412.957808006762,374504.0629196333,53566.45079475141,946344.6157351108,compliant,yes,in place,non-hazardous,container,0.5122674538362997,23454.741494763817,33.80750603823369,Medium
627,PortB,PortX,9,17,42,5,15.500531098625006,2182.7525700320725,9.105601213860034,irregular,shallow waters,9708.340730194119,553103.6832470078,39379.10832879759,1023663.4969121752,compliant,yes,in place,hazardous,container,14.67785830947893,41124.90414153446,57.49112678454766,High
628,PortA,PortZ,4,1,31,6,33.49160407878101,2051.452864458453,11.963065750598242,irregular,clear,10560.482211419376,573679.010831692,52558.544799261486,624381.6332234,non-compliant,no,not in place,non-hazardous,bulk carrier,17.216117808021686,56695.23801256581,78.36031116426176,Critical
629,PortB,PortX,4,10,26,2,28.73524150387118,2117.2821794842757,10.549825421575013,irregular,shallow waters,9810.785926420345,307374.8928818336,38492.878879398864,1064730.5858306563,non-compliant,yes,in place,hazardous,container,1.449886099064388,10339.280408423961,16.228629573354024,Low
630,PortA,PortX,5,8,29,4,37.56668139177863,1859.93281491776,7.2182117374824575,irregular,congested areas,10469.004494053757,326570.21238633356,38534.8442317476,844295.6545798176,non-compliant,no,in place,non-hazardous,bulk carrier,10.400995811259548,19330.0091062695,28.279056780468053,Medium
631,PortB,PortZ,7,11,42,2,31.99014014980935,1812.1125733437143,9.035316849574526,regular,clear,11474.23858837851,626471.43405969,26377.68840159808,696572.9940314757,compliant,yes,not in place,non-hazardous,bulk carrier,6.910316854680611,59027.60204589121,81.48641850757573,Critical
632,PortC,PortY,9,16,1,1,27.294373137325785,1872.5833351583838,9.71426682931604,irregular,congested areas,6285.956580915215,402705.63347452594,48397.210100158896,1225822.8455171473,compliant,yes,in place,non-hazardous,container,13.548376393009303,16922.34951152602,25.052029510373863,Medium
633,PortB,PortX,5,14,48,2,35.334350441880204,2149.990007677955,6.621775092058311,regular,shallow waters,12282.04055247856,405436.8380235179,64540.64767303491,991646.1265068052,compliant,yes,not in place,non-hazardous,bulk carrier,11.83076203144118,26761.817901882325,38.24003702116675,Medium
634,PortB,PortX,0,16,8,0,35.75564702979095,2060.304494212596,11.426344730497224,regular,congested areas,9635.715008659157,447912.3851650883,63973.30813916266,584568.1760528036,non-compliant,yes,not in place,non-hazardous,container,18.54473066548103,43468.86097688186,60.63277215838034,High
635,PortA,PortX,7,17,27,3,28.90484092823761,1873.185662092187,9.542529947482496,irregular,shallow waters,13254.148536951998,402951.7956820682,53240.675034609136,843275.287588461,non-compliant,yes,not in place,non-hazardous,bulk carrier,5.275723121666472,30189.96743595876,42.83484438371005,Medium
636,PortA,PortZ,7,5,30,3,35.96822432786614,2224.8745229922965,7.218810278135885,irregular,congested areas,9081.089169229634,552626.767867783,29989.85517606457,1001000.3502870408,non-compliant,no,not in place,non-hazardous,bulk carrier,13.930167217238804,40927.963500011734,57.22716387958751,High
637,PortA,PortY,8,16,33,6,27.223459723069766,1947.816073299154,7.105652812517865,regular,congested areas,8636.804374825177,381796.24409431603,58438.75193233925,1006949.8279655612,non-compliant,no,in place,hazardous,bulk carrier,15.10806127627435,22227.562191990204,32.16269666236029,Medium
638,PortB,PortZ,8,17,14,5,30.798238847039514,1792.0067763232496,12.201327889843222,irregular,clear,9703.321184418164,303423.94718925277,52256.66273520947,900118.8621978334,non-compliant,no,not in place,non-hazardous,bulk carrier,12.251713171735243,15736.587948563423,23.462733038454004,Low
