RouteID,POL_Code,POD_Code,Distance,Average_Transit_Days,Number_Of_Travels,Total_Incidents_Count,Carbon_Emissions,Cargo_Value,Route_Duration,Incident_Date,Average_Vessel_Age,Crew_Experience_Level,Days_Since_Incident,Recent_Incidents,Total_Recent_Incidents,Previous_Safety_Awards,Training_Programs,Cargo_Type,Navigational_Risks_clear,Regulatory_Compliance_compliant,Ship_Maintenance_Records_overdue,Insurance_Coverage_full,Ship_Type_bulk carrier,Emergency_Response_Plans_in place,RiskScore,RiskScore_Category
538,POL3,POD1,900,9,39,8,86.88316074493807,1376732.2283633465,25,34:35.9,14.774019052156863,5.869354663414113,271,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.43992770901676753,Medium Risk
539,POL3,POD1,718,5,28,9,77.26427778752438,1477538.067973697,26,34:35.9,7.823641714858464,12.39412976289103,61,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Container,FALSE,0.4919475226274218,Medium Risk
540,POL3,POD1,831,11,35,3,83.28252278,1597411.1242005057,26,34:35.9,13.21217460511929,7.933534400859494,171,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Container,FALSE,0.5538246035451838,Medium Risk
541,POL1,POD3,713,15,46,6,121.49691013268057,1658742.1675789114,23,34:35.9,19.101501253548513,7.909550531155441,274,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.5855129461045634,Medium Risk
542,POL2,POD2,567,9,39,5,114.58222706975297,1427507.2416702362,13,34:35.9,15.013499484256815,12.572484002736486,208,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,Partial,Container,FALSE,0.4661489446188121,Medium Risk
543,POL1,POD1,391,11,48,7,100.73986581986132,1365364.9230569191,11,34:35.9,13.925703390005776,11.97858013183371,191,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Container,TRUE,0.4340741000453255,Medium Risk
544,POL3,POD1,393,9,26,3,95.69062100467876,1153442.4030127116,19,34:35.9,11.243873155204454,10.33337049288776,292,0,0,FALSE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.32466868163904256,Low Risk
545,POL1,POD1,837,5,17,6,53.31445925838801,1484626.4234446308,36,34:35.9,17.66493628856727,9.057254913827261,113,0,0,FALSE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.49558649000876276,Medium Risk
546,POL1,POD2,477,7,49,5,112.9984541,1380536.9836525968,26,34:35.9,13.918180908768683,9.367152379259695,355,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.4419064843602736,Medium Risk
547,POL3,POD3,968,13,10,7,87.93921341943809,1617768.1898066234,35,34:35.9,10.015230544754013,9.861474301592217,119,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5643265767992415,Medium Risk
548,POL2,POD3,926,16,26,6,123.88377061827185,1123989.8072489176,34,34:35.9,7.9650360414481725,4.791073571647485,222,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.3094855911674236,Low Risk
549,POL3,POD1,364,19,1,1,54.476579461429154,1242435.2124552468,20,34:35.9,8.742586438390468,10.284004298650888,316,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.3705711988218919,Medium Risk
550,POL3,POD1,866,12,16,5,127.78292364687186,1788013.0196507578,20,34:35.9,18.891875752963468,9.718412065076503,166,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.6522222090401352,Medium Risk
551,POL2,POD2,860,13,17,7,84.07109421685018,1714295.5353007703,24,34:35.9,12.561924679334208,7.643079511584723,82,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,Full,Container,FALSE,0.6141507401304797,Medium Risk
552,POL2,POD1,540,19,43,5,42.46601336131191,1339965.278177836,34,34:35.9,10.649263866363953,12.520664524886062,148,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Container,TRUE,0.42093215475554446,Medium Risk
553,POL3,POD3,431,15,37,5,107.7832999678456,1100487.0036864765,10,34:35.9,2.5293356616368996,8.332142361,270,0,1,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.2973508866870248,Low Risk
554,POL2,POD2,746,11,8,4,91.18152006422315,1412910.144130876,23,34:35.9,16.408442271273387,10.776799982282368,325,0,1,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Container,TRUE,0.45858641135501227,Medium Risk
555,POL3,POD2,441,9,24,5,102.89013797066778,1226159.6358046979,17,34:35.9,17.604682422760526,6.226058846167238,278,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,FALSE,0.36220704614411026,Medium Risk
556,POL2,POD1,261,9,41,5,62.860560497079376,1105206.198477489,22,34:35.9,17.091366833492316,14.382825625748687,268,0,1,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.2997670441648799,Low Risk
557,POL3,POD3,867,14,39,9,113.63855082674065,1557001.0543334126,31,34:35.9,5.617078602166263,7.445696682,245,0,0,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,None,Container,FALSE,0.5329893982583271,Medium Risk
558,POL1,POD2,940,13,46,8,91.38557410273911,1073096.0705636675,37,34:35.9,12.238085750562865,11.314648358278879,338,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Container,FALSE,0.283213435,Low Risk
559,POL2,POD2,785,9,38,5,116.80741335842478,1932369.559995453,23,34:35.9,19.80982400951271,11.066589618934145,321,0,1,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,TRUE,0.7267374036470812,High Risk
560,POL2,POD1,528,16,38,3,94.10428300364784,1607445.4615384089,11,34:35.9,13.549101999027068,11.802527132716246,151,0,0,FALSE,Regular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.5590146675629579,Medium Risk
561,POL3,POD3,764,17,5,4,104.49347474692499,1183047.8530158787,33,34:35.9,13.331463558740882,16.109345685369497,18,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.33995080733690275,Medium Risk
562,POL3,POD3,796,10,35,5,121.84854666768476,1743783.5368653045,15,34:35.9,15.714800666972575,12.741867692733381,155,0,0,FALSE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Container,TRUE,0.6293981390933735,Medium Risk
563,POL1,POD2,518,18,23,8,109.08005184137832,1496928.3159087766,28,34:35.9,15.551995011157677,12.483077044797948,304,0,0,TRUE,Irregular,Hazardous,Clear,Compliant,Overdue,Partial,Container,FALSE,0.5019776715171669,Medium Risk
564,POL3,POD3,248,8,31,6,84.32493153992762,1368976.7085795589,25,34:35.9,10.847188810890536,8.525125397,308,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.4359165658412593,Medium Risk
565,POL2,POD1,643,9,34,8,117.20175984524532,1658978.1060394375,36,34:35.9,12.12032446809899,9.133911476935067,308,0,0,TRUE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,Partial,Bulk Carrier,FALSE,0.5856240559510647,Medium Risk
566,POL3,POD1,499,17,28,3,98.36049087989085,1342721.2382098322,35,34:35.9,3.7738971679621116,10.532589412514731,29,0,1,TRUE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,None,Bulk Carrier,TRUE,0.4223711523337043,Medium Risk
567,POL1,POD2,853,15,8,4,117.63757219251664,2040055.196788338,13,34:35.9,12.725644817255453,9.965978754007226,151,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,Partial,Container,TRUE,0.7823046750555595,High Risk
568,POL2,POD2,704,17,14,2,105.87405059054304,1201520.6553699765,17,34:35.9,9.014205512287738,12.549927383599261,232,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.3494873954123217,Medium Risk
569,POL3,POD3,567,16,26,6,103.34567357917679,1270791.581638889,31,34:35.9,5.107911968786091,7.045921296053304,203,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.3852476782913138,Medium Risk
570,POL1,POD1,977,7,38,5,127.03867884785078,1386962.295245789,37,34:35.9,13.572830391625251,10.333441990107627,190,0,1,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.44522569660512445,Medium Risk
571,POL3,POD3,355,17,32,5,90.54981625,1192371.4255191707,21,34:35.9,9.055935710632776,16.687434277836935,175,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.34477028208764016,Medium Risk
572,POL2,POD3,802,7,37,5,122.82363046564917,1832655.8677799343,11,34:35.9,18.890200604100674,12.011915732056364,2,1,2,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,None,Container,TRUE,0.6752713431910489,High Risk
573,POL3,POD2,746,18,48,2,68.57702895874901,1231962.4971874226,18,34:35.9,14.856824965266389,8.027178937,275,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.3651989716321616,Medium Risk
574,POL2,POD1,625,12,40,7,115.48470567688354,1452368.5127944124,14,34:35.9,11.721943649871482,15.42789372359888,285,0,0,TRUE,Regular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.4789856723511714,Medium Risk
575,POL1,POD1,237,18,9,9,140.42208837787936,1614689.4047895093,22,34:35.9,5.578407947082193,13.058519890790151,273,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,TRUE,0.5627678318777157,Medium Risk
576,POL1,POD3,206,17,19,3,125.39953273559563,1602787.0798631958,34,34:35.9,21.991915199487472,7.671429262954169,305,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.5566182002468801,Medium Risk
577,POL2,POD1,514,14,21,6,97.82452400570452,1818952.6530403106,20,34:35.9,19.37080268129406,8.889519386063618,334,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,FALSE,0.6681801431392653,High Risk
578,POL1,POD1,797,10,26,3,107.89546205987973,1153325.5996061456,38,34:35.9,-3.99606854,4.732969478255537,225,0,0,FALSE,Irregular,Hazardous,Clear,Compliant,Overdue,None,Bulk Carrier,FALSE,0.3246103465627266,Low Risk
579,POL3,POD3,203,7,40,5,81.32785249624688,1417508.8065709248,30,34:35.9,13.089817000114815,9.514188575,62,0,0,TRUE,Regular,Hazardous,Clear,Non-Compliant,Overdue,Full,Container,FALSE,0.46096924579737275,Medium Risk
580,POL1,POD2,275,16,30,5,140.52650687814457,1222570.2115291283,10,34:35.9,19.31189429042474,5.945776698673166,213,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Container,TRUE,0.3603811128452715,Medium Risk
581,POL2,POD2,946,6,3,6,111.32776822013078,1285158.9089031701,24,34:35.9,6.78866901,11.76204765599162,138,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.3926519118547819,Medium Risk
582,POL3,POD2,467,9,41,3,95.90409241,1264836.128160144,21,34:35.9,12.48022471187033,12.581684134613198,190,0,0,TRUE,Irregular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.382174528,Medium Risk
583,POL1,POD3,613,9,18,5,75.56815174908678,2124757.167989322,18,34:35.9,13.270618353582842,7.381343264,156,0,0,TRUE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,TRUE,0.8260037626282892,High Risk
584,POL3,POD1,278,6,41,6,148.76314547452486,1732365.6055452516,19,34:35.9,11.530809674448275,9.713291420751846,166,0,0,FALSE,Regular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.6235193392976487,Medium Risk
585,POL1,POD3,923,13,40,4,103.43867787110504,1146952.2897192754,28,34:35.9,22.80165507267361,9.764279503446941,144,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.3213359417178533,Low Risk
586,POL1,POD3,482,14,34,3,100.28325603263632,1271741.1375692538,24,34:35.9,18.246296474235262,15.395371863129917,168,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Up-To-Date,None,Container,TRUE,0.3857415021700956,Medium Risk
587,POL2,POD2,563,16,4,3,143.96407138990753,1344643.6184905234,13,34:35.9,7.241741129867874,13.598208239755952,66,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.4233749431862718,Medium Risk
588,POL1,POD1,967,17,27,5,85.75512750700815,1639967.0405796173,12,34:35.9,23.998989805337956,6.200299551698857,358,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,None,Bulk Carrier,TRUE,0.5757941401356689,Medium Risk
589,POL2,POD2,280,7,48,3,78.88471607546015,1419903.7999224123,20,34:35.9,13.944325210662463,9.380098071263092,255,0,0,FALSE,Irregular,Hazardous,Clear,Non-Compliant,Overdue,Full,Container,FALSE,0.4622064207683509,Medium Risk
590,POL1,POD1,363,10,25,2,91.59735626,1854690.5800676658,39,34:35.9,12.705827204320768,9.058554024288373,137,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.6866181725085504,High Risk
591,POL3,POD1,764,13,31,3,100.55806081395622,1749990.0793519411,18,34:35.9,8.561467597748392,5.883509373296121,281,0,0,TRUE,Irregular,Hazardous,Clear,Compliant,Overdue,Partial,Container,TRUE,0.6325847430415327,Medium Risk
592,POL1,POD2,792,7,2,5,109.56779349524989,2013438.8749509244,39,34:35.9,13.307735808632236,8.411113662,176,0,0,FALSE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Container,FALSE,0.7685554270166699,High Risk
593,POL3,POD2,594,14,43,1,93.10249172897872,1102485.8408337648,34,34:35.9,8.673339082,8.861083117594886,333,0,0,FALSE,Regular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.29837467449176097,Low Risk
594,POL2,POD3,388,9,19,5,113.20594168190595,1820663.1685351217,19,34:35.9,20.271996390185237,12.980382530754339,115,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.6690681308861187,High Risk
595,POL1,POD1,299,16,8,4,70.78303770528147,1255658.4674971774,10,34:35.9,18.274144768219823,10.206345764829408,302,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.377412711,Medium Risk
596,POL3,POD1,839,14,44,2,58.97568464740884,1502876.8539704357,15,34:35.9,20.473337049457506,6.968674946085778,239,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,None,Container,FALSE,0.5050248576216978,Medium Risk
597,POL1,POD1,354,11,6,5,99.06220895,1342951.4845095368,14,34:35.9,12.096606253436327,12.647328313209762,137,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.42248014689812613,Medium Risk
598,POL3,POD1,763,6,41,3,104.97445677081457,1080183.6698561793,35,34:35.9,15.370953457495673,13.517165059030232,190,0,1,TRUE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.2868695381434782,Low Risk
599,POL1,POD1,535,15,38,4,131.94511441595887,1422628.8685797788,20,34:35.9,10.748066845942237,9.821368514463947,116,0,1,FALSE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.4636401684267916,Medium Risk
600,POL3,POD3,483,7,20,3,109.91905247612854,1422001.3077518425,12,34:35.9,22.232588238008113,7.8554793123829425,83,0,0,TRUE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.4632921115331351,Medium Risk
601,POL3,POD1,332,17,35,4,85.18357594,1562085.4393915103,11,34:35.9,5.7125938401506255,9.722101429513465,232,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Bulk Carrier,TRUE,0.5355944875357416,Medium Risk
602,POL1,POD3,558,11,22,6,82.32071325352504,1112294.6641476173,37,34:35.9,14.51918564467273,16.596865957525736,205,0,0,TRUE,Regular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Partial,Container,TRUE,0.3034282520504706,Low Risk
603,POL1,POD2,925,7,37,7,115.81544228640655,2146968.0046330737,37,34:35.9,17.553620846862344,13.314090932511283,154,0,0,TRUE,Regular,Non-Hazardous,Clear,Compliant,Overdue,Partial,Container,FALSE,0.8375027410757708,High Risk
604,POL3,POD3,303,5,25,7,112.29755251099375,1247807.957941368,19,34:35.9,12.278848956881673,9.623505166490295,66,0,0,TRUE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,FALSE,0.3733857889792153,Medium Risk
605,POL2,POD3,441,19,31,5,87.41242908698327,1515753.269778729,24,34:35.9,15.07531205468127,7.043076376739976,332,0,0,TRUE,Irregular,Hazardous,Clear,Non-Compliant,Up-To-Date,Partial,Bulk Carrier,FALSE,0.511683343,Medium Risk
606,POL2,POD3,637,17,2,7,80.29516977804114,1570826.8576793775,10,34:35.9,11.49496369177219,14.326429071505688,129,0,0,FALSE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,Full,Container,TRUE,0.5400923689603614,Medium Risk
607,POL2,POD2,991,16,1,4,95.82475857441881,1277885.0700929484,25,34:35.9,13.366019156001764,10.522108624664995,71,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.3888926727124245,Medium Risk
608,POL2,POD1,563,5,25,7,116.97506147401637,1239878.8078935794,19,34:35.9,16.98933700689106,11.683847330703845,127,0,0,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,None,Bulk Carrier,FALSE,0.36929780410516855,Medium Risk
609,POL1,POD3,819,11,46,2,110.96916500359463,1680315.9466229696,33,34:35.9,19.458808748628506,7.155418285099175,49,0,0,FALSE,Irregular,Non-Hazardous,Clear,Non-Compliant,Up-To-Date,Full,Container,FALSE,0.5966360927138117,Medium Risk
610,POL3,POD2,734,14,48,4,102.12343334681387,1302920.7556810214,10,34:35.9,15.517803389994684,10.727123519526918,13,0,0,TRUE,Regular,Hazardous,Shallow Waters,Compliant,Overdue,None,Bulk Carrier,FALSE,0.4018425450893683,Medium Risk
611,POL2,POD3,548,11,5,2,100.87631004634324,1195429.6234469642,23,34:35.9,12.975761608789789,9.80737452,205,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.3463329612765988,Medium Risk
612,POL2,POD3,243,18,1,3,105.41389771064074,1497477.5349911014,26,34:35.9,10.264882163141131,14.72577634829938,244,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.5022417001596703,Medium Risk
613,POL2,POD2,206,7,37,6,116.2852240384722,1418774.4569280713,13,34:35.9,10.297292292691427,15.938707741171676,353,0,0,FALSE,Irregular,Hazardous,Congested Areas,Compliant,Overdue,None,Container,TRUE,0.46164072281912377,Medium Risk
614,POL2,POD3,405,8,21,3,119.04249685119578,1791031.9317368157,16,34:35.9,4.806999362553739,16.860792867955176,87,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Full,Bulk Carrier,TRUE,0.6537720649535402,Medium Risk
615,POL3,POD3,345,17,5,3,101.64865358360395,1594481.0883536923,31,34:35.9,5.0462992649009415,7.838657329435968,348,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Overdue,None,Bulk Carrier,TRUE,0.5523066977309187,Medium Risk
616,POL1,POD1,624,7,6,7,81.71717747756855,1521819.8768045492,21,34:35.9,19.517085094139503,11.658650961404087,291,0,0,TRUE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.5147964953237366,Medium Risk
617,POL3,POD2,837,5,15,7,118.97529464149942,1577100.1661587325,23,34:35.9,13.266234053342362,11.539914360298058,234,0,0,TRUE,Irregular,Non-Hazardous,Congested Areas,Compliant,Overdue,None,Bulk Carrier,FALSE,0.5433510976023586,Medium Risk
618,POL2,POD3,678,14,23,11,102.34880185559663,2297657.3331739674,26,34:35.9,13.853470036037935,14.940553086862536,55,0,0,TRUE,Irregular,Non-Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Container,TRUE,0.9152746751583342,High Risk
619,POL2,POD2,652,11,16,6,138.76159235908437,2077045.2674952033,35,34:35.9,5.049185946439648,11.445249000672439,355,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.801409908,High Risk
620,POL2,POD2,986,6,20,7,62.732192322744815,1360412.3956282851,24,34:35.9,16.18372641199589,14.62651599489686,143,0,0,TRUE,Regular,Hazardous,Clear,Compliant,Overdue,None,Container,FALSE,0.43148219020384704,Medium Risk
621,POL2,POD1,952,15,13,3,121.16833848985466,1145581.370395484,27,34:35.9,10.21518173,6.5344638539975595,49,0,0,TRUE,Irregular,Hazardous,Clear,Compliant,Up-To-Date,Partial,Container,FALSE,0.32061972751965023,Low Risk
622,POL3,POD1,330,9,40,6,155.6593230598745,1809601.9555423514,14,34:35.9,11.557626735996536,14.32772671264764,242,0,1,FALSE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Container,FALSE,0.6633907240076368,High Risk
623,POL1,POD1,227,9,33,4,92.12386248421751,1573541.0483413015,15,34:35.9,11.902915449147928,10.009141325784329,107,0,0,FALSE,Irregular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,FALSE,0.5415074386174392,Medium Risk
624,POL2,POD3,592,7,31,6,115.90394562016006,1140049.454443794,37,34:35.9,6.840419673861948,11.858091857498842,281,0,0,TRUE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.3177709671549137,Low Risk
625,POL3,POD3,947,10,21,8,100.41728444103802,1738334.9917205211,11,34:35.9,6.745008736553578,4.411194167811385,108,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Overdue,Full,Container,FALSE,0.6265667108050712,Medium Risk
626,POL2,POD3,407,19,21,4,93.86262314884537,1797446.6951175684,12,34:35.9,12.512136897310398,11.487009375528217,352,0,0,FALSE,Irregular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Container,FALSE,0.6570776439686633,Medium Risk
627,POL2,POD3,763,15,6,2,99.96882703,2099540.9992654086,11,34:35.9,20.119296810093907,6.028041350366569,220,0,2,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Partial,Container,TRUE,0.8129974448350135,High Risk
628,POL2,POD3,415,7,11,6,81.71663429797549,1387567.5888420935,11,34:35.9,10.156985094311164,3.5263703367720503,9,1,2,FALSE,Regular,Non-Hazardous,Congested Areas,Non-Compliant,Up-To-Date,Partial,Container,TRUE,0.445499702,Medium Risk
629,POL3,POD3,358,18,25,6,113.65229387788366,1269517.8006523899,14,34:35.9,9.158294674264331,11.825566613786155,65,0,0,TRUE,Regular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Container,FALSE,0.38459806781172323,Medium Risk
630,POL1,POD2,725,8,12,1,109.46709223968823,2087123.9756835368,14,34:35.9,8.447084881507763,8.711103824804145,104,0,0,FALSE,Regular,Hazardous,Congested Areas,Non-Compliant,Overdue,Full,Bulk Carrier,TRUE,0.8065891242286112,High Risk
631,POL3,POD2,954,7,22,6,118.35989722725732,1569068.2571939956,12,34:35.9,6.728254717652243,8.751568531869493,169,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,TRUE,0.5392055097317593,Medium Risk
632,POL3,POD1,374,8,7,4,90.39819583746575,1417956.6415794583,15,34:35.9,14.327495734391642,8.420613768241802,124,0,0,FALSE,Regular,Hazardous,Clear,Non-Compliant,Overdue,Full,Bulk Carrier,FALSE,0.4611878253652929,Medium Risk
633,POL3,POD3,373,13,2,4,103.00359479184927,1660425.1210129447,15,34:35.9,5.581393477967484,6.485875884004679,145,0,0,FALSE,Irregular,Non-Hazardous,Shallow Waters,Compliant,Overdue,Partial,Bulk Carrier,TRUE,0.586342141,Medium Risk
634,POL3,POD2,809,15,14,7,88.49519919381888,1462503.9900197894,13,34:35.9,4.765808716154151,10.92428055717994,164,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Partial,Bulk Carrier,TRUE,0.48418812189089233,Medium Risk
635,POL3,POD1,460,7,16,3,113.23124228851586,1501469.648,24,34:35.9,12.405109031081174,5.684740323,359,0,0,FALSE,Irregular,Hazardous,Shallow Waters,Non-Compliant,Up-To-Date,Full,Container,TRUE,0.5043063058708783,Medium Risk
636,POL1,POD1,850,9,48,6,59.17342084309885,1277998.1824156195,34,34:35.9,11.613022260004009,8.038175509,331,0,1,TRUE,Regular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.3889540137578316,Medium Risk
637,POL2,POD1,572,12,44,14,88.20027344884416,1351048.424515724,20,34:35.9,14.429652196322682,14.948483075340956,203,0,0,TRUE,Regular,Non-Hazardous,Congested Areas,Compliant,Up-To-Date,Full,Bulk Carrier,TRUE,0.4266841673514117,Medium Risk
638,POL2,POD1,263,15,22,3,86.47541822,1414047.2984477384,30,34:35.9,8.003626611938559,12.319429766761434,209,0,0,TRUE,Regular,Non-Hazardous,Shallow Waters,Compliant,Up-To-Date,Full,Container,FALSE,0.45917664232409916,Medium Risk
639,POL3,POD2,474,18,4,8,108.68170372802344,1442677.9161617898,18,34:35.9,21.04768038780375,8.20957165,364,0,0,TRUE,Irregular,Non-Hazardous,Clear,Non-Compliant,Overdue,None,Bulk Carrier,FALSE,0.473966412,Medium Risk
640,POL3,POD2,684,8,30,6,109.8133793241263,1504776.8551645123,29,34:35.9,19.263804701213296,11.268245610068968,115,0,0,TRUE,Irregular,Non-Hazardous,Clear,Compliant,Up-To-Date,Full,Container,FALSE,0.5060253622843179,Medium Risk
641,POL3,POD2,400,19,10,5,98.57473593221405,1428211.5346220788,32,34:35.9,7.1586485275990075,13.530557050719084,116,0,0,FALSE,Regular,Hazardous,Shallow Waters,Compliant,Up-To-Date,None,Container,TRUE,0.4664918448746004,Medium Risk
642,POL2,POD1,319,18,25,3,123.36704925646475,1068362.6301480765,20,34:35.9,18.098919924065758,10.133021752434264,189,0,0,FALSE,Regular,Hazardous,Congested Areas,Compliant,Overdue,None,Container,TRUE,0.28077480417487505,Low Risk
