Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC2157,R355,Port Security,High,,22-02-2024,,,,
INC2158,R355,Natural Disaster,Low,,04-01-2023,,,,
INC2159,R355,Piracy,High,,31-01-2024,,,,
INC2160,R355,Piracy,High,,21-12-2022,,,,
INC2161,R355,Delay,Medium,,26-05-2023,,,,
INC2162,R355,Port Security,Medium,,15-06-2024,,,,
INC2163,R355,Accident,Medium,,13-08-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC2164,R355,Natural Disaster,Medium,,22-08-2022,,,,
INC2165,R355,Delay,Medium,,01-05-2024,,,,
INC2166,R356,Delay,High,,21-11-2022,,,,
INC2167,R356,Delay,Low,,19-07-2022,,,,
INC2168,R356,Theft,Low,,23-01-2024,Container theft,,,
INC2169,R356,Piracy,Medium,,08-01-2024,,,,
INC2170,R356,Natural Disaster,Medium,,20-11-2022,,,,
INC2171,R356,Port Security,Low,,28-02-2024,,,,
INC2172,R356,Accident,Medium,,16-05-2023,Accidents on Barges                            ,,,
INC2173,R356,Port Security,Low,,17-02-2023,,,,
INC2174,R356,Port Security,Medium,,23-02-2023,,,,
INC2175,R356,Accident,Medium,,04-06-2023,Accidents on Barges                            ,,,
INC2176,R357,Attacks,High,,04-11-2022,,,,
INC2177,R357,Piracy,Medium,,20-05-2024,,,,
INC2178,R357,Natural Disaster,High,,15-11-2022,,,,
INC2179,R357,Theft,Medium,,29-05-2023,Cargo theft,,,
INC2180,R357,Delay,Medium,,21-01-2024,,,,
INC2181,R358,Piracy,Medium,,09-09-2022,,,,
INC2182,R358,Natural Disaster,Medium,,04-11-2022,,,,
INC2183,R358,Natural Disaster,Medium,,08-05-2023,,,,
INC2184,R358,Delay,Low,,17-04-2023,,,,
INC2185,R358,Piracy,High,,29-06-2022,,,,
INC2186,R358,Theft,Medium,,05-07-2022,Cargo theft,,,
INC2187,R358,Theft,Medium,,16-07-2022,Cargo theft,,,
INC2188,R359,Piracy,Low,,16-09-2023,,,,
INC2189,R359,Attacks,High,,29-07-2023,,,,
INC2190,R359,Delay,Low,,09-01-2023,,,,
INC2191,R359,Theft,Low,,21-04-2024,Cargo theft,,,
INC2192,R359,Delay,High,,06-05-2023,,,,
INC2193,R359,Theft,Low,,06-06-2023,Cargo theft,,,
INC2194,R359,Accident,Low,,12-08-2023,Offshore Oil Rig Mishaps                       ,,,
INC2195,R360,Theft,Low,,25-11-2023,Cargo theft,,,
INC2196,R360,Attacks,High,,07-07-2022,,,,
INC2197,R360,Piracy,Medium,,05-08-2022,,,,
INC2198,R360,Port Security,Medium,,22-05-2024,,,,
INC2199,R360,Port Security,Low,,23-01-2024,,,,
INC2200,R360,Port Security,High,,12-05-2023,,,,
INC2201,R360,Attacks,Low,,24-12-2023,,,,
INC2202,R360,Accident,High,,26-01-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC2203,R361,Natural Disaster,Low,,15-09-2022,,,,
INC2204,R361,Port Security,Medium,,20-01-2023,,,,
INC2205,R361,Delay,Low,,14-10-2023,,,,
INC2206,R361,Piracy,High,,28-04-2023,,,,
INC2207,R361,Accident,High,,22-11-2023,Offshore Oil Rig Mishaps                       ,,,
INC2208,R362,Natural Disaster,Medium,,15-09-2023,,,,
INC2209,R362,Port Security,Low,,15-12-2023,,,,
INC2210,R362,Natural Disaster,Low,,19-12-2023,,,,
INC2211,R362,Accident,Medium,,24-09-2022,Accidents on Barges                            ,,,
INC2212,R362,Port Security,High,,06-03-2023,,,,
INC2213,R363,Piracy,High,,13-08-2023,,,,
INC2214,R363,Delay,High,,01-07-2023,,,,
INC2215,R363,Delay,High,,13-01-2024,,,,
INC2216,R363,Piracy,Low,,14-02-2023,,,,
INC2217,R364,Delay,High,,01-10-2022,,,,
INC2218,R364,Natural Disaster,Medium,,16-12-2023,,,,
INC2219,R364,Attacks,Low,,29-09-2022,,,,
INC2220,R364,Accident,High,,13-03-2024,Grounding of Ships                             ,,,
INC2221,R364,Attacks,Medium,,01-01-2023,,,,
INC2222,R364,Delay,Low,,26-03-2023,,,,
INC2223,R364,Delay,High,,16-05-2023,,,,
INC2224,R364,Accident,Medium,,23-11-2022,Offshore Oil Rig Mishaps                       ,,,
INC2225,R365,Attacks,Medium,,28-01-2023,,,,
INC2226,R365,Port Security,Medium,,12-12-2022,,,,
INC2227,R365,Piracy,High,,06-09-2023,,,,
INC2228,R365,Port Security,Low,,20-08-2023,,,,
INC2229,R365,Port Security,High,,11-03-2024,,,,
INC2230,R366,Delay,Medium,,07-09-2023,,,,
INC2231,R366,Piracy,High,,23-06-2024,,,,
INC2232,R366,Attacks,Medium,,28-02-2024,,,,
INC2233,R366,Natural Disaster,Medium,,01-06-2023,,,,
INC2234,R366,Natural Disaster,Low,,13-08-2023,,,,
INC2235,R366,Attacks,Low,,20-07-2022,,,,
INC2236,R367,Delay,Low,,30-07-2023,,,,
INC2237,R367,Theft,Medium,,05-04-2024,Container theft,,,
INC2238,R367,Delay,Medium,,01-03-2023,,,,
INC2239,R367,Natural Disaster,Medium,,19-01-2024,,,,
INC2240,R368,Accident,High,,01-06-2023,Grounding of Ships                             ,,,
INC2241,R368,Piracy,Medium,,12-08-2022,,,,
INC2242,R368,Attacks,Medium,,11-02-2024,,,,
INC2243,R368,Natural Disaster,Low,,06-11-2023,,,,
INC2244,R368,Attacks,Medium,,12-06-2024,,,,
INC2245,R368,Port Security,High,,15-05-2024,,,,
INC2246,R369,Attacks,Medium,,28-09-2022,,,,
INC2247,R369,Piracy,Low,,22-05-2024,,,,
INC2248,R369,Natural Disaster,Medium,,31-05-2023,,,,
INC2249,R369,Accident,Medium,,14-06-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2250,R369,Theft,High,,25-08-2022,Container theft,,,
INC2251,R370,Port Security,Low,,14-08-2023,,,,
INC2252,R370,Accident,High,,13-08-2022,Minor collision                                ,,,
INC2253,R370,Attacks,Low,,31-01-2023,,,,
INC2254,R370,Port Security,Low,,16-09-2022,,,,
INC2255,R370,Natural Disaster,Low,,10-08-2023,,,,
INC2256,R370,Natural Disaster,Medium,,22-09-2023,,,,
INC2257,R370,Attacks,High,,21-04-2023,,,,
INC2258,R370,Accident,Low,,11-03-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2259,R370,Natural Disaster,Medium,,14-06-2024,,,,
INC2260,R371,Natural Disaster,High,,27-02-2023,,,,
INC2261,R371,Port Security,High,,19-04-2023,,,,
INC2262,R371,Natural Disaster,Medium,,20-09-2023,,,,
INC2263,R371,Delay,Medium,,06-09-2022,,,,
INC2264,R371,Natural Disaster,Medium,,14-07-2022,,,,
INC2265,R372,Natural Disaster,High,,01-01-2024,,,,
INC2266,R372,Accident,High,,10-11-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2267,R372,Delay,Low,,19-11-2022,,,,
INC2268,R373,Delay,High,,09-04-2024,,,,
INC2269,R373,Port Security,Low,,29-03-2024,,,,
INC2270,R373,Natural Disaster,Medium,,27-10-2023,,,,
INC2271,R373,Natural Disaster,Low,,31-03-2023,,,,
INC2272,R374,Attacks,Medium,,18-07-2023,,,,
INC2273,R374,Port Security,Low,,07-11-2022,,,,
INC2274,R374,Delay,Low,,27-04-2023,,,,
INC2275,R374,Accident,Medium,,27-09-2022,Offshore Oil Rig Mishaps                       ,,,
INC2276,R374,Natural Disaster,Low,,19-02-2024,,,,
INC2277,R374,Theft,Low,,09-07-2023,Cargo theft,,,
INC2278,R374,Piracy,High,,23-02-2024,,,,
INC2279,R375,Piracy,Medium,,22-09-2022,,,,
INC2280,R375,Port Security,Low,,12-01-2024,,,,
INC2281,R375,Theft,Medium,,26-11-2023,Container theft,,,
INC2282,R375,Theft,Medium,,03-08-2022,Container theft,,,
INC2283,R376,Theft,High,,01-09-2022,Container theft,,,
INC2284,R376,Port Security,Low,,02-10-2023,,,,
INC2285,R376,Delay,Medium,,01-07-2023,,,,
INC2286,R376,Theft,Low,,29-02-2024,Cargo theft,,,
INC2287,R376,Theft,High,,03-08-2023,Container theft,,,
INC2288,R376,Theft,Medium,,14-10-2023,Container theft,,,
INC2289,R376,Port Security,High,,21-09-2023,,,,
INC2290,R376,Theft,Low,,11-10-2023,Container theft,,,
INC2291,R376,Accident,High,,09-09-2023,Accidents on Barges                            ,,,
INC2292,R377,Attacks,Medium,,22-07-2023,,,,
INC2293,R377,Accident,High,,02-07-2023,Accidents on Barges                            ,,,
INC2294,R377,Piracy,Medium,,02-10-2022,,,,
INC2295,R377,Delay,Low,,23-05-2024,,,,
INC2296,R378,Theft,Low,,22-03-2023,Container theft,,,
INC2297,R378,Piracy,Low,,29-07-2023,,,,
INC2298,R378,Piracy,Low,,05-07-2022,,,,
INC2299,R379,Delay,Low,,28-11-2023,,,,
INC2300,R379,Piracy,Low,,24-03-2024,,,,
INC2301,R379,Port Security,Low,,23-07-2023,,,,
INC2302,R379,Port Security,Medium,,13-09-2023,,,,
INC2303,R379,Delay,High,,01-02-2023,,,,
INC2304,R379,Theft,Low,,04-03-2024,Cargo theft,,,
INC2305,R379,Accident,Low,,08-09-2022,Offshore Oil Rig Mishaps                       ,,,
INC2306,R380,Accident,Medium,,14-12-2023,Accidents on Barges                            ,,,
INC2307,R380,Delay,Low,,10-11-2023,,,,
INC2308,R380,Piracy,High,,27-11-2023,,,,
INC2309,R380,Delay,Low,,30-04-2024,,,,
INC2310,R380,Theft,Medium,,22-05-2024,Cargo theft,,,
INC2311,R380,Theft,Medium,,29-06-2022,Container theft,,,
INC2312,R380,Natural Disaster,High,,07-02-2023,,,,
INC2313,R381,Natural Disaster,Medium,,21-06-2023,,,,
INC2314,R381,Delay,High,,20-04-2023,,,,
INC2315,R381,Port Security,High,,09-11-2022,,,,
INC2316,R381,Piracy,Medium,,26-11-2023,,,,
INC2317,R381,Accident,Medium,,26-04-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2318,R381,Port Security,Low,,09-02-2023,,,,
INC2319,R381,Theft,Medium,,29-07-2022,Cargo theft,,,
INC2320,R382,Attacks,Medium,,22-08-2023,,,,
INC2321,R382,Attacks,High,,04-04-2024,,,,
INC2322,R383,Theft,Medium,,29-06-2022,Container theft,,,
INC2323,R383,Attacks,Medium,,17-02-2024,,,,
INC2324,R383,Attacks,Medium,,12-05-2024,,,,
INC2325,R383,Piracy,High,,15-12-2022,,,,
INC2326,R383,Delay,High,,25-11-2023,,,,
INC2327,R384,Attacks,High,,27-05-2024,,,,
INC2328,R384,Accident,Low,,23-10-2023,Accidents on Barges                            ,,,
INC2329,R384,Theft,Medium,,29-01-2023,Container theft,,,
INC2330,R384,Delay,High,,24-08-2023,,,,
INC2331,R384,Delay,Medium,,09-02-2024,,,,
INC2332,R384,Theft,High,,18-03-2024,Cargo theft,,,
INC2333,R385,Piracy,Medium,,30-03-2023,,,,
INC2334,R385,Port Security,High,,23-10-2022,,,,
INC2335,R386,Natural Disaster,Medium,,24-01-2024,,,,
INC2336,R386,Delay,Low,,27-06-2022,,,,
INC2337,R386,Delay,High,,11-12-2023,,,,
INC2338,R386,Accident,Medium,,24-07-2022,Offshore Oil Rig Mishaps                       ,,,
INC2339,R386,Piracy,Medium,,23-10-2022,,,,
INC2340,R386,Attacks,Low,,04-03-2024,,,,
INC2341,R386,Port Security,Low,,22-09-2023,,,,
INC2342,R386,Port Security,Medium,,10-02-2024,,,,
INC2343,R387,Attacks,High,,17-07-2022,,,,
INC2344,R387,Accident,High,,11-11-2022,Minor collision,,,
INC2345,R387,Delay,Low,,07-10-2022,,,,
INC2346,R387,Accident,Medium,,19-01-2023,Accidents on Tugboats                          ,,,
INC2347,R387,Delay,Medium,,10-09-2022,,,,
INC2348,R387,Accident,Medium,,12-04-2023,Minor collision                                ,,,
INC2349,R387,Attacks,High,,28-11-2022,,,,
INC2350,R388,Accident,High,,08-08-2022,Accidents on Tugboats                          ,,,
INC2351,R388,Port Security,Low,,10-08-2022,,,,
INC2352,R388,Port Security,Low,,11-05-2023,,,,
INC2353,R388,Delay,High,,10-06-2024,,,,
INC2354,R388,Theft,High,,20-05-2023,Cargo theft,,,
INC2355,R389,Port Security,Low,,20-10-2022,,,,
INC2356,R389,Delay,High,,31-07-2022,,,,
INC2357,R389,Delay,Medium,,20-10-2022,,,,
INC2358,R389,Port Security,High,,21-07-2022,,,,
INC2359,R390,Port Security,Medium,,23-09-2023,,,,
INC2360,R390,Port Security,Medium,,16-11-2022,,,,
INC2361,R390,Theft,Low,,06-06-2023,Container theft,,,
INC2362,R391,Port Security,Medium,,28-07-2022,,,,
INC2363,R391,Piracy,Low,,03-10-2023,,,,
INC2364,R391,Theft,Low,,05-09-2022,Container theft,,,
INC2365,R391,Port Security,Medium,,18-05-2024,,,,
INC2366,R391,Theft,Low,,09-08-2023,Cargo theft,,,
INC2367,R391,Attacks,Low,,28-05-2024,,,,
INC2368,R391,Natural Disaster,Low,,28-06-2022,,,,
INC2369,R391,Delay,High,,20-06-2023,,,,
INC2370,R392,Delay,Medium,,13-03-2024,,,,
INC2371,R392,Attacks,Low,,15-09-2022,,,,
INC2372,R393,Port Security,High,,31-05-2024,,,,
INC2373,R393,Attacks,Low,,07-05-2024,,,,
INC2374,R393,Attacks,Medium,,25-08-2023,,,,
INC2375,R394,Natural Disaster,Low,,08-12-2022,,,,
INC2376,R394,Attacks,High,,27-10-2023,,,,
INC2377,R394,Natural Disaster,Low,,16-08-2022,,,,
INC2378,R394,Attacks,High,,06-03-2023,,,,
INC2379,R395,Attacks,Low,,29-12-2022,,,,
INC2380,R395,Theft,Low,,24-07-2022,Cargo theft,,,
INC2381,R395,Attacks,Medium,,22-06-2023,,,,
INC2382,R395,Natural Disaster,Low,,25-12-2022,,,,
INC2383,R395,Natural Disaster,Low,,28-03-2024,,,,
INC2384,R395,Attacks,Medium,,05-04-2023,,,,
INC2385,R395,Attacks,Low,,18-07-2023,,,,
INC2386,R395,Piracy,High,,21-04-2023,,,,
INC2387,R396,Attacks,High,,14-10-2023,,,,
INC2388,R396,Port Security,Low,,25-12-2023,,,,
INC2389,R396,Natural Disaster,High,,23-04-2024,,,,
INC2390,R396,Port Security,Medium,,24-03-2024,,,,
INC2391,R396,Natural Disaster,Medium,,12-12-2022,,,,
INC2392,R396,Delay,Low,,12-02-2024,,,,
INC2393,R396,Attacks,Low,,03-02-2023,,,,
INC2394,R396,Delay,Medium,,25-10-2022,,,,
INC2395,R396,Attacks,Medium,,04-10-2023,,,,
INC2396,R397,Theft,Low,,24-12-2022,Cargo theft,,,
INC2397,R397,Theft,Medium,,17-08-2022,Container theft,,,
INC2398,R397,Port Security,Medium,,29-10-2023,,,,
INC2399,R397,Theft,High,,10-03-2024,Cargo theft,,,
INC2400,R397,Piracy,Low,,11-10-2022,,,,
INC2401,R397,Piracy,Low,,20-01-2023,,,,
INC2402,R397,Natural Disaster,Medium,,18-09-2023,,,,
INC2403,R397,Natural Disaster,High,,24-08-2023,,,,
INC2404,R397,Attacks,Medium,,27-08-2023,,,,
INC2405,R398,Accident,Low,,18-01-2024,Offshore Oil Rig Mishaps,,,
INC2406,R398,Delay,Low,,09-02-2024,,,,
INC2407,R398,Piracy,High,,12-02-2023,,,,
INC2408,R398,Delay,Medium,,02-04-2024,,,,
INC2409,R398,Natural Disaster,High,,10-12-2023,,,,
INC2410,R398,Accident,High,,26-11-2022,Grounding of Ships                             ,,,
INC2411,R398,Delay,Medium,,03-12-2023,,,,
INC2412,R398,Natural Disaster,High,,06-12-2022,,,,
INC2413,R399,Accident,Medium,,18-12-2023,Offshore Oil Rig Mishaps                       ,,,
INC2414,R399,Port Security,Low,,29-11-2022,,,,
INC2415,R400,Delay,Low,,23-07-2023,,,,
INC2416,R400,Theft,Medium,,08-10-2022,Cargo theft,,,
INC2417,R400,Attacks,High,,24-04-2024,,,,
INC2418,R400,Piracy,High,,06-09-2023,,,,
INC2419,R400,Accident,High,,17-11-2023,Minor collision,,,
INC2420,R401,Accident,Medium,,02-06-2024,Accidents on Barges                            ,,,
INC2421,R401,Theft,High,,08-08-2022,Cargo theft,,,
INC2422,R401,Port Security,Low,,01-12-2023,,,,
INC2423,R401,Attacks,Medium,,23-10-2022,,,,
INC2424,R401,Theft,Medium,,04-08-2023,Container theft,,,
INC2425,R401,Delay,High,,16-05-2024,,,,
INC2426,R401,Delay,Low,,23-10-2023,,,,
INC2427,R401,Attacks,Low,,19-06-2024,,,,
INC2428,R401,Attacks,Medium,,06-01-2024,,,,
INC2429,R402,Theft,Low,,07-08-2022,Cargo theft,,,
INC2430,R402,Attacks,High,,21-07-2022,,,,
INC2431,R402,Theft,Low,,25-08-2022,Cargo theft,,,
INC2432,R402,Natural Disaster,Low,,23-09-2023,,,,
INC2433,R403,Port Security,Low,,30-11-2023,,,,
INC2434,R403,Piracy,High,,16-01-2024,,,,
INC2435,R403,Port Security,Low,,09-12-2022,,,,
INC2436,R403,Theft,Medium,,28-01-2024,Container theft,,,
INC2437,R403,Natural Disaster,Low,,10-12-2022,,,,
INC2438,R403,Port Security,High,,03-08-2022,,,,
INC2439,R403,Theft,Medium,,07-05-2023,Cargo theft,,,
INC2440,R404,Accident,High,,20-06-2023,Offshore Oil Rig Mishaps                       ,,,
INC2441,R404,Delay,Medium,,06-06-2023,,,,
INC2442,R404,Attacks,High,,11-04-2024,,,,
INC2443,R404,Natural Disaster,High,,01-12-2023,,,,
INC2444,R404,Theft,Low,,14-07-2023,Container theft,,,
INC2445,R404,Delay,Low,,17-08-2022,,,,
INC2446,R404,Theft,Low,,22-04-2024,Container theft,,,
INC2447,R405,Natural Disaster,Medium,,20-07-2023,,,,
INC2448,R405,Natural Disaster,High,,11-10-2023,,,,
INC2449,R405,Accident,High,,03-06-2024,Accidents on Barges                            ,,,
INC2450,R405,Attacks,Low,,10-01-2024,,,,
INC2451,R405,Piracy,Medium,,03-10-2023,,,,
INC2452,R405,Attacks,Low,,15-03-2023,,,,
INC2453,R405,Natural Disaster,Medium,,19-01-2023,,,,
INC2454,R405,Natural Disaster,Medium,,09-09-2023,,,,
INC2455,R405,Port Security,High,,22-02-2024,,,,
INC2456,R405,Piracy,Low,,04-05-2024,,,,
INC2457,R406,Delay,Low,,08-03-2023,,,,
INC2458,R406,Port Security,Low,,20-08-2023,,,,
INC2459,R406,Natural Disaster,Medium,,16-05-2023,,,,
INC2460,R406,Accident,Low,,05-01-2024,Minor collision                                ,,,
INC2461,R406,Port Security,High,,04-12-2023,,,,
INC2462,R406,Accident,Medium,,29-05-2023,Minor collision                                ,,,
INC2463,R406,Delay,High,,27-09-2022,,,,
INC2464,R406,Port Security,Medium,,09-12-2023,,,,
INC2465,R406,Piracy,Medium,,25-08-2022,,,,
INC2466,R407,Theft,High,,18-04-2024,Cargo theft,,,
INC2467,R407,Port Security,Medium,,23-08-2022,,,,
INC2468,R407,Port Security,Medium,,05-09-2023,,,,
INC2469,R407,Port Security,High,,29-11-2023,,,,
INC2470,R407,Accident,Medium,,07-02-2023,Offshore Oil Rig Mishaps,,,
INC2471,R408,Accident,Low,,26-12-2023,Accidents on Tugboats                          ,,,
INC2472,R408,Piracy,Low,,30-07-2022,,,,
INC2473,R408,Port Security,High,,09-11-2023,,,,
INC2474,R408,Delay,High,,26-04-2023,,,,
INC2475,R409,Port Security,High,,24-05-2023,,,,
INC2476,R409,Theft,Medium,,24-05-2023,Cargo theft,,,
INC2477,R409,Accident,High,,15-12-2023,Offshore Oil Rig Mishaps                       ,,,
INC2478,R410,Delay,Medium,,20-03-2023,,,,
INC2479,R410,Accident,Medium,,26-09-2022,Accidents on Tugboats                          ,,,
INC2480,R410,Accident,Medium,,17-07-2022,Accidents on Tugboats                          ,,,
INC2481,R410,Delay,High,,02-06-2024,,,,
INC2482,R410,Theft,Medium,,20-02-2024,Container theft,,,
INC2483,R410,Piracy,Low,,13-06-2023,,,,
INC2484,R410,Attacks,High,,09-04-2024,,,,
INC2485,R411,Piracy,High,,04-02-2023,,,,
INC2486,R411,Port Security,Medium,,11-09-2022,,,,
INC2487,R411,Delay,Low,,20-02-2023,,,,
INC2488,R411,Delay,High,,18-11-2023,,,,
INC2489,R411,Accident,High,,18-05-2024,Accidents on Barges                            ,,,
INC2490,R412,Natural Disaster,High,,03-08-2022,,,,
INC2491,R412,Port Security,Medium,,13-02-2023,,,,
INC2492,R412,Natural Disaster,Low,,07-12-2022,,,,
INC2493,R412,Natural Disaster,High,,14-11-2023,,,,
INC2494,R412,Port Security,Medium,,04-05-2023,,,,
INC2495,R412,Accident,High,,21-11-2023,Accidents on Tugboats                          ,,,
INC2496,R413,Theft,Low,,18-12-2023,Cargo theft,,,
INC2497,R413,Attacks,Medium,,17-05-2023,,,,
INC2498,R413,Attacks,Low,,04-03-2024,,,,
INC2499,R414,Piracy,Medium,,24-07-2022,,,,
INC2500,R414,Accident,Medium,,03-09-2023,Offshore Oil Rig Mishaps                       ,,,
INC2501,R414,Port Security,Low,,04-06-2024,,,,
INC2502,R414,Delay,Medium,,19-03-2024,,,,
INC2503,R414,Theft,High,,01-11-2022,Container theft,,,
INC2504,R414,Port Security,Low,,17-03-2023,,,,
INC2505,R414,Attacks,Medium,,11-12-2023,,,,
INC2506,R414,Delay,High,,31-05-2024,,,,
INC2507,R414,Natural Disaster,Medium,,17-03-2024,,,,
INC2508,R414,Port Security,Medium,,28-01-2023,,,,
INC2509,R415,Port Security,Medium,,14-04-2024,,,,
INC2510,R415,Theft,High,,26-10-2023,Cargo theft,,,
INC2511,R415,Port Security,Medium,,13-05-2024,,,,
INC2512,R415,Accident,Medium,,02-04-2023,Accidents on Tugboats                          ,,,
INC2513,R415,Port Security,Low,,02-05-2024,,,,
INC2514,R416,Port Security,High,,22-02-2024,,,,
INC2515,R416,Port Security,High,,18-05-2023,,,,
INC2516,R416,Accident,Low,,14-09-2023,Accidents on Tugboats                          ,,,
INC2517,R417,Theft,Medium,,16-10-2022,Container theft,,,
INC2518,R417,Theft,Medium,,12-06-2024,Container theft,,,
INC2519,R417,Attacks,High,,06-10-2022,,,,
INC2520,R418,Attacks,High,,07-07-2023,,,,
INC2521,R418,Natural Disaster,Low,,22-09-2022,,,,
INC2522,R418,Piracy,High,,23-06-2024,,,,
INC2523,R418,Attacks,Low,,12-02-2024,,,,
INC2524,R418,Delay,Low,,22-06-2023,,,,
INC2525,R418,Attacks,Medium,,10-12-2023,,,,
INC2526,R418,Accident,Low,,25-10-2023,Accidents on Barges                            ,,,
INC2527,R418,Port Security,Low,,02-04-2024,,,,
INC2528,R419,Natural Disaster,Medium,,30-07-2022,,,,
INC2529,R419,Attacks,Medium,,19-06-2024,,,,
INC2530,R419,Theft,Low,,11-07-2023,Cargo theft,,,
INC2531,R419,Attacks,Medium,,10-04-2023,,,,
INC2532,R420,Port Security,High,,20-01-2023,,,,
INC2533,R420,Theft,Low,,04-12-2023,Container theft,,,
INC2534,R421,Delay,Low,,23-01-2023,,,,
INC2535,R421,Natural Disaster,Low,,03-01-2024,,,,
INC2536,R421,Theft,Medium,,02-09-2022,Cargo theft,,,
INC2537,R421,Accident,Low,,20-01-2024,Minor collision,,,
INC2538,R421,Attacks,Medium,,15-02-2024,,,,
INC2539,R421,Attacks,High,,31-08-2023,,,,
INC2540,R422,Delay,Low,,23-12-2022,,,,
INC2541,R422,Accident,Medium,,21-11-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2542,R422,Attacks,High,,11-03-2024,,,,
INC2543,R422,Attacks,Low,,06-07-2023,,,,
INC2544,R423,Accident,Low,,14-01-2023,Offshore Oil Rig Mishaps                       ,,,
INC2545,R423,Port Security,Low,,07-10-2023,,,,
INC2546,R423,Natural Disaster,Low,,02-11-2023,,,,
INC2547,R423,Natural Disaster,Low,,15-03-2023,,,,
INC2548,R423,Natural Disaster,High,,12-10-2023,,,,
INC2549,R423,Accident,High,,02-11-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC2550,R423,Accident,High,,12-05-2023,Minor collision,,,
INC2551,R423,Accident,High,,13-09-2023,Accidents on Barges                            ,,,
INC2552,R423,Natural Disaster,Medium,,05-02-2023,,,,
INC2553,R424,Accident,Medium,,21-10-2022,Accidents on Barges                            ,,,
INC2554,R424,Port Security,Low,,05-12-2023,,,,
INC2555,R424,Natural Disaster,High,,12-02-2023,,,,
INC2556,R424,Natural Disaster,Medium,,25-08-2022,,,,
INC2557,R424,Delay,Low,,05-11-2022,,,,
INC2558,R424,Theft,High,,27-11-2023,Container theft,,,
INC2559,R424,Accident,High,,30-03-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC2560,R424,Delay,Medium,,10-08-2023,,,,
INC2561,R424,Accident,Low,,28-05-2024,Offshore Oil Rig Mishaps                       ,,,
INC2562,R425,Piracy,Medium,,29-05-2023,,,,
INC2563,R425,Attacks,Medium,,24-11-2022,,,,
INC2564,R425,Attacks,Medium,,16-01-2024,,,,
INC2565,R425,Accident,High,,29-06-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2566,R425,Port Security,Medium,,28-02-2023,,,,
INC2567,R425,Accident,Low,,25-01-2023,Grounding of Ships                             ,,,
INC2568,R426,Port Security,Medium,,19-03-2024,,,,
INC2569,R426,Accident,Low,,27-08-2022,Minor collision                                ,,,
INC2570,R427,Accident,Low,,06-03-2024,Minor collision                                ,,,
INC2571,R427,Natural Disaster,Medium,,27-04-2023,,,,
INC2572,R427,Piracy,High,,13-08-2022,,,,
INC2573,R427,Piracy,Low,,13-12-2022,,,,
INC2574,R427,Accident,Medium,,15-06-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC2575,R427,Theft,High,,08-11-2022,Container theft,,,
INC2576,R427,Delay,Medium,,26-09-2022,,,,
INC2577,R427,Accident,Low,,06-04-2024,Accidents on Tugboats                          ,,,
INC2578,R427,Accident,Medium,,02-11-2022,Minor collision,,,
INC2579,R428,Delay,Low,,21-11-2023,,,,
INC2580,R428,Port Security,High,,19-03-2024,,,,
INC2581,R428,Port Security,Medium,,23-07-2022,,,,
INC2582,R428,Attacks,High,,20-04-2024,,,,
INC2583,R428,Attacks,High,,10-01-2024,,,,
INC2584,R428,Port Security,High,,01-05-2023,,,,
INC2585,R428,Accident,Low,,28-08-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC2586,R428,Delay,Low,,13-10-2023,,,,
INC2587,R428,Theft,Low,,07-04-2024,Cargo theft,,,
INC2588,R428,Theft,High,,10-05-2024,Cargo theft,,,
INC2589,R429,Piracy,Low,,03-04-2024,,,,
INC2590,R429,Delay,High,,11-01-2024,,,,
INC2591,R429,Piracy,Medium,,26-10-2022,,,,
INC2592,R430,Theft,High,,01-12-2022,Cargo theft,,,
INC2593,R430,Piracy,Low,,29-06-2023,,,,
INC2594,R430,Delay,High,,26-05-2023,,,,
INC2595,R430,Accident,Medium,,13-12-2023,Accidents on Barges                            ,,,
INC2596,R431,Accident,Medium,,03-12-2022,Offshore Oil Rig Mishaps,,,
INC2597,R431,Piracy,Medium,,16-06-2023,,,,
INC2598,R431,Accident,Medium,,22-06-2023,Minor collision                                ,,,
INC2599,R431,Attacks,High,,23-09-2023,,,,
INC2600,R431,Theft,Low,,05-11-2023,Container theft,,,
INC2601,R431,Port Security,High,,06-11-2022,,,,
INC2602,R431,Natural Disaster,Low,,30-04-2023,,,,
INC2603,R432,Accident,Low,,02-04-2024,Minor collision                                ,,,
INC2604,R432,Piracy,Low,,06-06-2024,,,,
INC2605,R432,Natural Disaster,Low,,27-10-2023,,,,
INC2606,R432,Attacks,Low,,24-04-2024,,,,
INC2607,R432,Accident,Medium,,05-08-2023,Accidents on Tugboats                          ,,,
INC2608,R433,Attacks,High,,18-09-2022,,,,
