RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Risk_Category
R0748,Southampton,Algeciras,1,4,1,95,1,15,1572,15,regular,clear,731,419144,683602,compliant,yes,not in place,hazardous,container,7,283913,38,Medium
R0749,Bremerhaven,New York,1,0,2,25,0,26,1677,13,regular,congested areas,937,203529,802857,non-compliant,yes,not in place,non-hazardous,container,14,375069,12,Low
R0750,Le Havre,Singapore,1,3,1,97,1,21,1415,13,irregular,clear,975,533170,834377,non-compliant,yes,not in place,hazardous,bulk carrier,14,268802,53,Medium
R0751,Antwerp,Hamburg,0,1,0,23,2,17,979,17,regular,clear,975,350769,1165043,compliant,yes,in place,hazardous,container,14,468425,30,Low
R0752,Genoa,Barcelona,0,4,4,20,0,19,1539,17,irregular,congested areas,646,202546,978717,non-compliant,no,in place,hazardous,container,14,291002,11,Low
R0753,Piraeus,Alexandria,1,3,0,92,2,22,1587,14,regular,congested areas,706,383453,1049325,non-compliant,no,in place,hazardous,container,10,416110,34,Medium
R0754,Salalah,Jebel Ali,0,1,6,96,0,20,1580,15,irregular,clear,707,363851,725204,compliant,yes,not in place,non-hazardous,container,3,223523,32,Medium
R0755,Dammam,Jeddah,1,3,4,43,1,22,1747,13,regular,congested areas,864,364854,1129132,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,428117,32,Medium
R0756,Mumbai (Bombay),Singapore,1,4,5,69,2,16,1285,17,irregular,clear,804,441963,1145165,compliant,no,in place,hazardous,container,11,253361,41,Medium
R0757,Chennai (Madras),Colombo,1,3,2,22,0,20,1636,16,irregular,clear,678,428601,650248,non-compliant,yes,in place,hazardous,container,12,376117,40,Medium
R0758,Colombo,Chittagong,0,2,1,48,1,14,1738,18,regular,clear,754,396446,844202,non-compliant,no,not in place,non-hazardous,bulk carrier,14,452320,36,Medium
R0759,Kelang,Jakarta,1,4,6,53,2,19,1144,13,regular,clear,870,402512,1024364,compliant,no,in place,non-hazardous,container,9,330001,36,Medium
R0760,Brisbane,Singapore,1,3,5,37,2,16,1563,14,irregular,clear,846,354005,1046658,compliant,no,not in place,non-hazardous,container,8,247083,30,Medium
R0761,Melbourne,Shanghai,0,0,1,49,0,17,1399,15,regular,congested areas,618,512023,848225,non-compliant,no,in place,hazardous,container,16,399681,50,Medium
R0762,Sydney,Long Beach,0,3,2,25,0,24,1483,16,irregular,clear,945,244959,904175,non-compliant,no,in place,non-hazardous,bulk carrier,10,265901,17,Low
R0763,Auckland,Brisbane,1,2,3,59,0,24,1569,14,regular,clear,625,376650,860392,compliant,yes,in place,non-hazardous,container,9,309575,33,Medium
R0764,Vancouver,Yokohama,0,1,6,37,1,22,1402,13,irregular,clear,816,374029,966562,non-compliant,yes,not in place,hazardous,container,9,376546,33,Medium
R0765,Seattle,Busan,0,1,0,77,0,15,1364,16,regular,clear,753,439365,1129576,compliant,no,in place,hazardous,container,14,486067,41,Medium
R0766,Long Beach,Hong Kong,1,1,0,69,2,18,1506,16,irregular,clear,753,300124,834343,compliant,yes,not in place,hazardous,bulk carrier,10,352655,24,Low
R0767,Oakland,Kaohsiung,1,0,1,21,2,24,1282,13,regular,clear,773,228120,1100123,compliant,no,in place,non-hazardous,container,23,352285,15,Low
R0768,Miami,Santos,1,2,1,25,0,20,1282,17,irregular,congested areas,691,383733,832749,non-compliant,yes,in place,non-hazardous,container,12,423751,34,Medium
R0769,New Orleans,Progreso,0,4,1,62,0,29,1635,17,regular,congested areas,937,390250,822855,non-compliant,yes,not in place,non-hazardous,container,5,355037,35,Medium
R0770,Houston,Altamira,0,1,6,63,2,21,1270,15,irregular,clear,780,489845,1072789,non-compliant,yes,not in place,non-hazardous,bulk carrier,9,413553,47,Medium
R0771,New York,Bremerhaven,0,2,2,58,1,20,1633,15,regular,clear,730,271263,1088290,compliant,yes,in place,hazardous,bulk carrier,15,457853,20,Low
R0772,Savannah,Antwerp,1,3,3,45,0,18,1592,16,regular,clear,897,458236,1077711,non-compliant,yes,not in place,non-hazardous,container,8,317226,43,Medium
R0773,Norfolk,Rotterdam,0,0,0,71,0,20,1154,13,irregular,congested areas,874,540518,752630,compliant,yes,in place,hazardous,container,11,22498,53,Medium
R0774,Charleston,Hamburg,0,2,5,93,2,19,1364,15,regular,clear,872,333189,880107,compliant,yes,not in place,non-hazardous,bulk carrier,16,268207,28,Low
R0775,Jacksonville,Valencia,1,2,4,35,0,22,1738,10,regular,clear,675,270268,1073448,non-compliant,yes,not in place,non-hazardous,container,17,470868,20,Low
R0776,Los Angeles,Yokohama,1,4,6,65,1,23,1303,16,irregular,clear,776,334773,956231,non-compliant,no,in place,non-hazardous,bulk carrier,9,346623,28,Low
R0777,San Diego,Ensenada,1,2,6,99,2,16,1407,11,irregular,clear,783,366924,788946,compliant,no,in place,hazardous,bulk carrier,10,316086,32,Medium
R0778,Seattle,Incheon,0,4,2,31,0,14,1592,18,irregular,clear,918,418436,1018747,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,466678,38,Medium
R0779,Tacoma,Keelung,1,0,0,82,2,12,1656,14,irregular,clear,730,319681,842778,compliant,yes,not in place,hazardous,container,18,339867,26,Low
R0780,Portland,Yantian,0,0,3,78,0,22,1449,14,regular,congested areas,962,481453,1219178,non-compliant,yes,in place,hazardous,bulk carrier,6,140746,46,Medium
R0781,Oakland,Qingdao,0,3,2,90,0,15,1380,13,regular,clear,648,270810,1181726,compliant,no,not in place,hazardous,bulk carrier,13,199469,20,Low
R0782,Long Beach,Ningbo-Zhoushan,1,4,5,58,0,11,1784,14,regular,clear,654,230456,1040614,non-compliant,yes,not in place,hazardous,container,12,391864,15,Low
R0783,Los Angeles,Tianjin,1,4,0,11,1,21,1847,17,irregular,clear,753,455702,1154151,compliant,yes,not in place,non-hazardous,container,7,343310,43,Medium
R0784,Vancouver,Shanghai,1,1,2,62,1,29,1695,10,regular,clear,954,192803,959718,non-compliant,no,not in place,non-hazardous,container,18,495465,10,Low
R0785,Montreal,Antwerp,1,1,0,16,2,19,1517,17,regular,clear,799,347503,1064815,compliant,no,in place,hazardous,bulk carrier,16,276673,30,Low
R0786,Halifax,Southampton,1,3,0,86,0,23,1338,15,irregular,clear,907,615366,1171658,compliant,no,in place,hazardous,bulk carrier,19,319049,63,High
R0787,Rotterdam,Felixstowe,0,0,6,29,0,20,1333,12,regular,clear,955,362114,986824,compliant,yes,not in place,non-hazardous,container,17,261549,31,Medium
R0788,Hamburg,Southampton,0,1,3,39,1,19,1604,12,regular,clear,972,275235,911721,compliant,no,not in place,non-hazardous,bulk carrier,12,297940,21,Low
R0789,Antwerp,Tilbury,0,2,6,84,0,23,1583,18,irregular,clear,717,353448,694306,compliant,yes,in place,hazardous,container,15,160809,30,Medium
R0790,Bremerhaven,Liverpool,1,0,4,76,1,18,1780,13,regular,congested areas,862,361507,937529,compliant,no,not in place,non-hazardous,container,13,311431,31,Medium
R0791,Le Havre,Dunkerque,0,2,3,68,0,21,1630,12,irregular,congested areas,645,380092,1073513,non-compliant,yes,not in place,non-hazardous,container,7,344813,34,Medium
R0792,Sines,Algeciras,1,4,0,75,2,21,1199,17,irregular,congested areas,901,419799,1091845,compliant,yes,not in place,non-hazardous,container,5,336366,38,Medium
R0793,Valencia,Tanger Med,1,0,2,12,0,17,1710,15,regular,clear,955,295118,1025654,compliant,yes,not in place,hazardous,container,13,564955,23,Low
R0794,Gioia Tauro,Valencia,0,3,5,65,0,23,1300,13,regular,congested areas,999,511671,868805,non-compliant,no,not in place,hazardous,bulk carrier,12,533348,50,Medium
R0795,Jeddah,Port Sudan,0,4,3,88,1,19,1423,15,regular,congested areas,788,383354,653476,non-compliant,yes,in place,hazardous,bulk carrier,10,274910,34,Medium
R0796,Mumbai (Bombay),Jebel Ali,1,4,4,26,0,16,1550,12,irregular,congested areas,909,415423,875717,compliant,yes,not in place,hazardous,container,11,145606,38,Medium
R0797,Visakhapatnam,Chennai (Madras),0,2,0,61,0,22,1899,17,irregular,congested areas,917,316752,904348,non-compliant,yes,not in place,hazardous,bulk carrier,20,340079,26,Low
R0798,Chittagong,Colombo,1,4,5,16,1,16,2121,17,regular,clear,728,472293,903060,non-compliant,no,not in place,non-hazardous,bulk carrier,1,387651,45,Medium
R0799,Fremantle,Singapore,0,1,3,14,2,20,1621,16,regular,congested areas,648,342633,1042783,compliant,yes,in place,non-hazardous,container,15,263951,29,Low
R0800,Adelaide,Melbourne,0,0,6,63,2,19,1463,15,irregular,congested areas,624,385649,1247851,compliant,yes,not in place,non-hazardous,bulk carrier,16,268902,34,Medium
R0801,Perth,Singapore,0,1,6,70,1,24,1606,18,regular,clear,865,300764,968529,non-compliant,yes,not in place,hazardous,bulk carrier,16,508255,24,Low
R0802,Wellington,Melbourne,0,2,3,25,1,21,1677,14,regular,congested areas,717,286457,917490,non-compliant,yes,in place,non-hazardous,container,5,324244,22,Low
R0803,Prince Rupert,Incheon,0,2,3,76,1,19,1435,12,irregular,clear,743,425867,911116,non-compliant,no,in place,hazardous,bulk carrier,10,416225,39,Medium
R0804,San Pedro,Yokohama,1,0,3,68,1,23,1859,15,regular,congested areas,799,327359,968657,non-compliant,yes,in place,hazardous,bulk carrier,10,256969,27,Low
R0805,Everett,Kaohsiung,0,4,5,56,1,25,1546,19,regular,congested areas,756,298909,825755,non-compliant,no,in place,hazardous,bulk carrier,13,344305,23,Low
R0806,Wilmington,Santos,0,3,6,57,2,22,1599,12,regular,congested areas,947,314363,968029,non-compliant,no,not in place,hazardous,bulk carrier,6,316366,25,Low
R0807,Mobile,Progreso,0,2,2,73,2,20,1633,14,regular,clear,733,420039,1017621,compliant,yes,not in place,hazardous,bulk carrier,13,282462,39,Medium
R0808,Corpus Christi,Altamira,1,0,4,59,1,14,1584,15,irregular,congested areas,999,322953,981452,non-compliant,no,not in place,hazardous,container,7,465530,27,Low
R0809,Baltimore,Bremerhaven,1,3,4,94,0,15,1667,14,irregular,congested areas,747,351143,1018631,compliant,no,in place,non-hazardous,container,10,211112,30,Medium
R0810,Tacoma,Yokohama,1,4,0,50,1,18,1376,13,irregular,clear,935,370202,1015062,compliant,no,not in place,hazardous,container,18,380005,32,Medium
R0811,Everett,Ningbo-Zhoushan,1,2,1,81,0,17,1388,17,irregular,congested areas,670,212336,684215,non-compliant,yes,in place,non-hazardous,container,16,314487,13,Low
R0812,Seattle,Qingdao,1,0,2,31,1,19,1279,19,regular,congested areas,832,251884,1045530,compliant,no,in place,hazardous,container,12,391482,17,Low
R0813,Portland,Tianjin,0,0,6,63,1,20,1587,15,regular,congested areas,933,392694,849347,non-compliant,no,not in place,non-hazardous,bulk carrier,5,315842,35,Medium
R0814,Montreal,Rotterdam,0,0,0,14,2,22,1655,13,regular,congested areas,898,312873,785624,compliant,yes,in place,hazardous,bulk carrier,13,436719,25,Low
R0815,Halifax,Hamburg,0,2,0,26,0,19,1591,11,regular,congested areas,753,447339,784332,non-compliant,yes,in place,hazardous,container,13,256029,42,Medium
R0816,Felixstowe,Antwerp,1,3,3,87,0,21,1834,15,irregular,clear,689,450632,1015031,compliant,no,not in place,non-hazardous,container,1,465755,42,Medium
R0817,Southampton,Le Havre,1,0,1,50,2,20,1498,17,regular,clear,933,424889,916613,non-compliant,no,not in place,hazardous,container,13,347119,39,Medium
R0818,Tilbury,Dunkerque,0,4,6,90,2,12,1633,15,regular,clear,798,506439,697704,compliant,no,in place,hazardous,bulk carrier,6,217149,49,Medium
R0819,Liverpool,Sines,1,0,1,44,2,16,1281,14,irregular,congested areas,760,364253,1021705,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,418021,31,Medium
R0820,Dunkerque,Valencia,1,3,2,49,2,19,1422,13,irregular,congested areas,625,418416,734058,compliant,no,not in place,non-hazardous,bulk carrier,6,330115,38,Medium
R0821,Algeciras,Gioia Tauro,1,2,1,31,0,15,1639,12,irregular,congested areas,720,312208,970973,compliant,yes,in place,hazardous,bulk carrier,1,179216,25,Low
R0822,Tanger Med,Piraeus,0,0,0,57,0,22,1669,16,regular,congested areas,900,565351,985774,compliant,no,in place,non-hazardous,bulk carrier,9,383246,57,Medium
R0823,Alexandria,Salalah,0,0,1,62,1,26,1441,16,irregular,congested areas,811,531223,1082836,non-compliant,no,not in place,non-hazardous,bulk carrier,6,450659,52,Medium
R0824,Port Sudan,Jeddah,1,4,1,19,1,24,1485,11,regular,clear,662,374861,1217252,non-compliant,yes,not in place,hazardous,container,17,478213,33,Medium
R0825,Jebel Ali,Mumbai (Bombay),1,4,4,27,2,19,1196,18,regular,clear,667,396535,745298,non-compliant,no,in place,non-hazardous,bulk carrier,10,312164,35,Medium
R0826,Chennai (Madras),Visakhapatnam,1,0,6,89,2,25,1428,16,irregular,clear,852,476970,942128,non-compliant,yes,not in place,hazardous,container,8,364531,46,Medium
R0827,Singapore,Fremantle,1,0,6,58,2,20,1678,17,irregular,congested areas,601,355981,908549,non-compliant,no,in place,non-hazardous,container,4,355053,31,Medium
R0828,Melbourne,Adelaide,0,4,0,80,1,18,1615,12,irregular,clear,997,322419,1015062,compliant,yes,in place,hazardous,bulk carrier,9,498980,26,Low
R0829,Perth,Brisbane,1,3,5,39,1,17,1600,12,regular,clear,707,433366,982350,non-compliant,yes,not in place,hazardous,bulk carrier,18,268951,40,Medium
R0830,Auckland,Fremantle,0,1,1,28,1,18,1509,14,regular,clear,885,371451,897118,non-compliant,no,not in place,hazardous,bulk carrier,19,303534,33,Medium
R0831,Incheon,Prince Rupert,0,1,1,64,1,18,1501,16,regular,clear,648,377965,883864,compliant,yes,not in place,non-hazardous,bulk carrier,10,266527,33,Medium
R0832,Yokohama,San Pedro,0,0,3,69,1,20,1367,18,irregular,congested areas,739,293512,782532,non-compliant,no,not in place,hazardous,bulk carrier,11,205084,23,Low
R0833,Kaohsiung,Everett,1,4,6,96,1,20,1639,16,regular,congested areas,817,231325,1098179,non-compliant,yes,not in place,non-hazardous,bulk carrier,15,374778,15,Low
R0834,Santos,Wilmington,0,2,1,81,1,20,1584,14,regular,clear,643,394397,1018880,non-compliant,yes,in place,hazardous,bulk carrier,6,510129,35,Medium
R0835,Progreso,Mobile,0,2,6,90,2,21,1598,12,regular,clear,868,438904,1087665,non-compliant,yes,not in place,hazardous,bulk carrier,13,330151,41,Medium
R0836,Altamira,Corpus Christi,1,1,1,30,2,24,1394,17,regular,clear,677,345025,903440,non-compliant,no,in place,hazardous,container,23,261810,29,Low
R0837,Bremerhaven,Baltimore,1,3,4,35,2,23,1069,13,irregular,clear,815,483348,851474,non-compliant,yes,not in place,non-hazardous,container,15,368685,46,Medium
R0838,Cartagena,Miami,1,1,0,37,2,14,1719,18,regular,clear,981,314132,788252,compliant,yes,in place,hazardous,bulk carrier,15,408911,25,Low
R0839,Callao,Houston,0,0,6,48,1,9,1404,14,irregular,clear,697,282341,1003837,non-compliant,yes,not in place,hazardous,container,18,334363,21,Low
R0840,San Antonio,Los Angeles,1,3,2,42,0,23,1327,18,irregular,clear,835,369139,794031,non-compliant,no,not in place,non-hazardous,bulk carrier,16,490353,32,Medium
R0841,Buenaventura,Oakland,0,2,0,49,1,14,1638,16,regular,clear,881,356830,1227299,non-compliant,no,in place,hazardous,container,10,268763,31,Medium
R0842,Santos,New Orleans,0,4,3,92,0,19,1421,14,regular,clear,748,427662,753853,compliant,yes,not in place,hazardous,container,6,321303,39,Medium
R0843,Buenos Aires,Savannah,1,4,0,38,2,15,1711,13,irregular,congested areas,903,306982,991049,compliant,yes,not in place,non-hazardous,bulk carrier,11,379598,25,Low
R0844,Rio Grande,Norfolk,0,0,1,29,1,12,1623,14,regular,clear,665,478912,1185028,compliant,no,in place,non-hazardous,bulk carrier,7,389296,46,Medium
R0845,Itaguai,Charleston,0,1,3,29,2,22,1636,15,irregular,congested areas,833,525089,1039863,compliant,yes,in place,non-hazardous,bulk carrier,10,354722,52,Medium
R0846,Manaus,Jacksonville,0,0,0,83,1,23,1226,15,regular,congested areas,686,357976,976351,non-compliant,yes,in place,hazardous,container,7,222158,31,Medium
R0847,Santos,Los Angeles,0,4,3,21,2,17,1742,13,regular,clear,678,479166,804727,compliant,yes,not in place,non-hazardous,container,10,583801,46,Medium
R0848,Salina Cruz,San Diego,1,2,2,34,0,9,1552,14,irregular,clear,804,281800,742734,non-compliant,yes,in place,hazardous,bulk carrier,4,326403,21,Low
R0849,Incheon,Tacoma,0,4,0,34,0,17,1426,15,regular,congested areas,878,454069,1065507,non-compliant,yes,in place,hazardous,container,8,361026,43,Medium
R0850,Keelung,Everett,1,3,6,13,0,21,1528,10,irregular,congested areas,936,454365,1175922,non-compliant,yes,not in place,non-hazardous,bulk carrier,14,411676,43,Medium
R0851,Yantian,Portland,0,4,6,13,1,14,1144,15,irregular,clear,853,433392,884172,compliant,no,not in place,non-hazardous,container,15,286349,40,Medium
R0852,Qingdao,Oakland,0,4,5,18,0,20,1581,13,regular,congested areas,903,366539,779140,non-compliant,yes,not in place,hazardous,bulk carrier,14,355692,32,Medium
R0853,Ningbo-Zhoushan,Long Beach,1,3,1,24,1,19,1294,12,irregular,clear,979,127774,581274,compliant,yes,not in place,non-hazardous,container,10,282280,2,Low
R0854,Tianjin,Los Angeles,0,1,3,35,0,22,1229,11,regular,clear,729,318239,802885,non-compliant,no,not in place,non-hazardous,bulk carrier,12,391555,26,Low
R0855,Shanghai,Vancouver,0,4,5,88,0,20,1195,11,regular,congested areas,683,316046,932951,compliant,no,not in place,hazardous,bulk carrier,21,322397,25,Low
R0856,Antwerp,Montreal,0,0,5,99,1,16,1722,12,regular,clear,875,290583,1189868,compliant,no,in place,non-hazardous,bulk carrier,8,376871,23,Low
R0857,Southampton,Halifax,0,4,4,80,1,24,1374,13,irregular,congested areas,786,372046,1050970,non-compliant,no,in place,non-hazardous,container,20,245346,33,Medium
R0858,Dunkerque,Le Havre,0,0,3,41,0,19,1806,18,regular,clear,645,329838,995762,non-compliant,yes,not in place,non-hazardous,bulk carrier,4,267108,27,Low
R0859,Algeciras,Sines,0,3,5,85,1,19,1392,13,regular,clear,986,294705,889982,non-compliant,no,in place,hazardous,container,3,213485,23,Low
R0860,Gioia Tauro,Alexandria,1,4,4,61,0,16,1158,15,irregular,congested areas,782,279243,862525,compliant,yes,in place,non-hazardous,bulk carrier,11,278946,21,Low
R0861,Piraeus,Port Sudan,1,3,5,41,1,18,1276,15,irregular,congested areas,867,297391,1160847,compliant,no,in place,non-hazardous,bulk carrier,11,92647,23,Low
R0862,Jeddah,Jebel Ali,1,3,1,18,2,16,1747,15,irregular,clear,895,455684,980110,compliant,no,in place,hazardous,bulk carrier,6,319289,43,Medium
R0863,Mumbai (Bombay),Salalah,0,1,2,87,2,19,1468,14,irregular,clear,921,311946,634609,non-compliant,no,not in place,hazardous,container,10,296575,25,Low
R0864,Wellington,Auckland,0,4,4,22,2,26,1390,12,regular,congested areas,699,327059,848969,compliant,yes,not in place,hazardous,container,14,365091,27,Low
R0865,Durban,Maputo,0,0,2,65,2,14,1532,17,regular,clear,677,331187,821267,non-compliant,no,in place,hazardous,container,7,354460,27,Low
R0866,Lagos,Tema,1,0,3,53,2,13,1600,18,regular,congested areas,871,400904,868060,compliant,no,not in place,non-hazardous,bulk carrier,17,475707,36,Medium
R0867,Abidjan,Dakar,0,4,1,92,0,25,1723,11,regular,congested areas,938,416971,1034436,compliant,no,in place,hazardous,container,17,609431,38,Medium
R0868,Tangier,Genoa,1,1,4,39,2,19,1789,12,irregular,congested areas,761,129615,933883,compliant,yes,in place,hazardous,bulk carrier,18,463753,2,Low
R0869,Alexandria,Izmir,0,1,3,25,2,17,1428,14,irregular,clear,643,446965,938470,non-compliant,yes,not in place,non-hazardous,bulk carrier,7,304689,42,Medium
R0870,Ashdod,Piraeus,0,1,5,21,2,24,1234,13,regular,congested areas,837,479942,1147020,non-compliant,no,in place,hazardous,bulk carrier,8,300660,46,Medium
R0871,Jeddah,Aqaba,0,0,6,83,2,17,1417,16,irregular,clear,733,287828,845530,non-compliant,yes,not in place,hazardous,bulk carrier,11,436866,22,Low
R0872,Dubai,Mumbai (Bombay),1,3,0,75,1,27,1552,13,irregular,congested areas,791,281299,1229629,compliant,no,not in place,non-hazardous,bulk carrier,10,181665,21,Low
R0873,Mundra,Chittagong,0,1,3,27,0,22,1307,19,irregular,clear,955,329903,849303,compliant,yes,not in place,hazardous,container,10,318479,27,Low
R0874,Colombo,Chennai (Madras),1,0,2,22,2,18,1308,17,irregular,clear,877,305828,963379,compliant,no,not in place,hazardous,container,15,326184,24,Low
R0875,Yangon,Port Kelang,0,0,1,33,2,28,1568,15,irregular,congested areas,617,388334,907819,compliant,yes,not in place,non-hazardous,bulk carrier,15,408413,35,Medium
R0876,Da Nang,Hong Kong,0,3,1,21,2,17,1490,17,regular,congested areas,611,214847,968512,non-compliant,no,not in place,non-hazardous,bulk carrier,7,411386,13,Low
R0877,Shenzhen,Kaohsiung,1,4,3,69,0,22,1506,17,regular,congested areas,779,274342,1016688,compliant,yes,not in place,non-hazardous,container,6,275543,20,Low
R0878,Busan,Vladivostok,0,4,5,69,1,21,1348,13,irregular,clear,722,488563,1015075,compliant,yes,not in place,non-hazardous,bulk carrier,5,308562,47,Medium
R0879,Tokyo,Oakland,0,1,0,95,0,25,1453,13,irregular,clear,845,295467,837032,non-compliant,no,not in place,non-hazardous,bulk carrier,7,394510,23,Low
R0880,Osaka,Long Beach,0,1,2,10,1,26,1315,15,regular,clear,821,462979,781562,non-compliant,no,in place,non-hazardous,bulk carrier,16,270107,44,Medium
R0881,Keelung,Seattle,0,3,3,52,2,20,1678,16,regular,congested areas,972,401957,1325475,non-compliant,yes,not in place,non-hazardous,bulk carrier,12,470611,36,Medium
R0882,Manila,Los Angeles,1,1,3,64,2,16,1707,15,irregular,congested areas,650,225804,877402,compliant,no,in place,non-hazardous,container,16,410917,14,Low
R0883,Ho Chi Minh City,Singapore,1,3,6,49,0,21,1130,11,irregular,congested areas,670,419183,1054881,non-compliant,no,not in place,non-hazardous,bulk carrier,3,367150,38,Medium
R0884,Belawan,Port Klang,0,0,1,73,0,17,1314,13,irregular,congested areas,647,360041,708853,compliant,no,in place,non-hazardous,container,13,389094,31,Medium
R0885,Semarang,Subic Bay,0,1,2,43,1,28,1200,14,regular,congested areas,618,328728,908058,non-compliant,no,not in place,non-hazardous,container,13,303310,27,Low
R0886,Darwin,Dalian,1,0,0,43,1,20,1369,14,irregular,clear,861,383965,930920,compliant,yes,not in place,non-hazardous,container,18,287370,34,Medium
R0887,Cairns,Port Moresby,0,2,1,57,0,18,1483,18,irregular,congested areas,683,403347,1020922,compliant,no,not in place,hazardous,container,9,307527,36,Medium
R0888,Noumea,Brisbane,1,3,3,42,1,20,1210,12,irregular,clear,754,426607,541631,compliant,yes,in place,non-hazardous,bulk carrier,9,399996,39,Medium
R0889,Auckland,Los Angeles,0,2,1,77,0,14,1315,16,irregular,congested areas,652,462765,974921,compliant,yes,in place,non-hazardous,bulk carrier,19,370101,44,Medium
R0890,Vancouver,Incheon,1,1,1,39,1,16,1299,17,irregular,congested areas,706,398037,777538,compliant,no,not in place,non-hazardous,bulk carrier,11,307728,36,Medium
R0891,Montreal,Hamburg,1,0,4,93,0,24,1541,19,irregular,congested areas,956,261197,998651,compliant,no,in place,non-hazardous,container,12,424958,19,Low
R0892,Halifax,Antwerp,1,1,1,99,0,17,1513,14,irregular,congested areas,903,328738,794550,non-compliant,yes,not in place,non-hazardous,container,14,332605,27,Low
R0893,New York,Le Havre,1,2,5,88,0,15,1355,15,irregular,congested areas,734,599477,821677,compliant,no,in place,hazardous,container,3,280668,61,High
R0894,Savannah,Felixstowe,0,1,1,80,1,22,1535,16,regular,clear,668,426730,908955,compliant,no,in place,hazardous,bulk carrier,12,375434,39,Medium
R0895,Miami,Algeciras,0,4,5,80,1,24,1390,15,regular,congested areas,610,551977,792150,compliant,yes,in place,hazardous,bulk carrier,5,248697,55,Medium
R0896,Houston,Santos,1,2,2,38,1,22,1445,14,regular,clear,742,470698,878669,compliant,yes,not in place,hazardous,bulk carrier,11,181277,45,Medium
R0897,New Orleans,Buenos Aires,1,1,1,32,0,23,1834,15,irregular,clear,791,386818,770993,non-compliant,yes,in place,non-hazardous,container,10,349489,35,Medium
R0898,Los Angeles,Callao,1,0,0,43,1,16,1768,9,regular,clear,986,388325,675024,compliant,no,in place,hazardous,container,9,284258,35,Medium
R0899,San Diego,Buenaventura,1,1,5,93,1,14,1240,16,regular,clear,977,363302,1102693,compliant,no,not in place,hazardous,bulk carrier,15,324584,31,Medium
R0900,Seattle,Salina Cruz,0,0,5,24,0,26,1665,15,regular,congested areas,668,223641,755592,non-compliant,yes,not in place,non-hazardous,container,12,253326,14,Low
R0901,Prince Rupert,Yantian,1,4,3,62,2,18,1662,14,regular,congested areas,622,374988,923197,compliant,yes,in place,hazardous,container,6,470893,33,Medium
R0902,Everett,Qingdao,1,1,2,26,0,18,1270,19,regular,congested areas,780,461046,1062933,non-compliant,no,in place,hazardous,bulk carrier,6,283850,44,Medium
R0903,Wilmington,Ningbo-Zhoushan,1,4,1,73,1,25,1663,13,irregular,congested areas,892,317368,857758,compliant,no,not in place,non-hazardous,container,16,306800,26,Low
R0904,Mobile,Tianjin,1,2,6,93,0,22,1807,14,regular,congested areas,608,402345,826225,compliant,no,not in place,non-hazardous,container,11,387788,36,Medium
R0905,Corpus Christi,Shanghai,1,0,0,70,2,21,1275,18,irregular,clear,870,428744,983935,non-compliant,yes,not in place,hazardous,bulk carrier,4,212338,40,Medium
R0906,Baltimore,Rotterdam,1,2,3,66,0,28,1316,13,irregular,congested areas,986,287472,1117690,non-compliant,no,not in place,non-hazardous,container,9,204945,22,Low
R0907,Miami,Tanger Med,1,0,2,86,1,17,1703,13,regular,congested areas,692,333300,774602,non-compliant,no,not in place,hazardous,container,11,388095,28,Low
R0908,Houston,Alexandria,0,4,5,97,2,23,1554,14,irregular,clear,616,283842,927477,compliant,yes,in place,non-hazardous,container,5,305505,22,Low
R0909,Callao,Jeddah,1,3,0,46,1,20,1610,16,regular,congested areas,753,297219,690125,non-compliant,no,not in place,hazardous,container,8,259850,23,Low
R0910,San Antonio,Mumbai (Bombay),1,1,1,16,2,21,1568,15,irregular,congested areas,927,267508,891019,non-compliant,yes,not in place,hazardous,bulk carrier,16,410337,20,Low
R0911,Buenaventura,Visakhapatnam,1,4,6,17,2,26,1578,12,irregular,clear,748,291404,955130,compliant,no,in place,hazardous,bulk carrier,24,268807,23,Low
R0912,Los Angeles,Shanghai,0,0,4,96,0,22,1234,13,regular,congested areas,976,479683,821806,compliant,yes,not in place,non-hazardous,container,13,322548,46,Medium
R0913,Long Beach,Yokohama,0,0,4,87,0,22,1709,13,irregular,clear,866,289781,881451,compliant,yes,not in place,non-hazardous,bulk carrier,5,260386,22,Low
R0914,San Francisco,Hong Kong,0,0,2,77,1,24,1733,14,irregular,clear,927,379133,738765,non-compliant,yes,not in place,hazardous,bulk carrier,10,380343,34,Medium
R0915,Portland,Ningbo,1,0,6,30,0,18,1454,15,irregular,congested areas,705,333930,961561,compliant,no,in place,non-hazardous,bulk carrier,12,483207,28,Low
R0916,Tacoma,Shenzhen,1,1,0,70,0,16,1491,15,irregular,clear,980,452504,1108354,non-compliant,no,not in place,non-hazardous,container,15,163896,43,Medium
R0917,Houston,Tokyo,1,2,3,83,2,15,1193,11,irregular,congested areas,634,472956,785428,non-compliant,no,not in place,hazardous,container,16,361265,45,Medium
